time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/15:54:45.385216,152302,1499759685,385024070,0,484,113,39,152,295,55,60,154
2017/07/11/15:54:45.400382,152303,1499759685,400146007,0,488,113,42,162,359,50,51,159
2017/07/11/15:54:45.422594,152304,1499759685,422414064,0,422,104,44,158,365,47,37,127
2017/07/11/15:54:45.438101,152305,1499759685,437671899,0,395,108,65,136,362,45,39,129
2017/07/11/15:54:45.460098,152306,1499759685,459939002,0,385,115,69,128,363,43,38,116
2017/07/11/15:54:45.483006,152307,1499759685,482681989,0,329,116,70,114,304,37,32,96
2017/07/11/15:54:45.498107,152308,1499759685,497781038,0,329,125,70,68,231,36,35,88
2017/07/11/15:54:45.521374,152309,1499759685,521123886,0,273,126,90,61,217,34,38,94
2017/07/11/15:54:45.542616,152310,1499759685,542469024,0,300,119,86,59,217,33,36,89
2017/07/11/15:54:45.567020,152311,1499759685,566869974,0,324,112,91,60,214,34,36,101
2017/07/11/15:54:45.580808,152312,1499759685,580574989,0,350,139,91,53,117,32,34,95
2017/07/11/15:54:45.602872,152313,1499759685,602480888,0,399,144,91,53,87,26,31,100
2017/07/11/15:54:45.618056,152314,1499759685,617729902,0,516,168,74,45,82,32,32,107
2017/07/11/15:54:45.640390,152315,1499759685,640147924,0,487,166,62,48,48,45,34,99
2017/07/11/15:54:45.670688,152316,1499759685,670597076,0,509,183,70,49,42,47,37,93
2017/07/11/15:54:45.678564,152317,1499759685,678309917,0,528,189,74,48,40,47,41,106
2017/07/11/15:54:45.701107,152318,1499759685,700380086,0,546,189,95,50,37,48,45,101
2017/07/11/15:54:45.724014,152319,1499759685,723802089,0,468,226,100,53,39,49,42,89
2017/07/11/15:54:45.745077,152320,1499759685,744939088,0,558,246,107,51,63,47,44,106
2017/07/11/15:54:45.760514,152321,1499759685,760270118,0,554,240,99,48,67,56,43,100
2017/07/11/15:54:45.782686,152322,1499759685,782444953,0,579,231,109,59,70,58,46,111
2017/07/11/15:54:45.813858,152323,1499759685,813539028,0,573,232,122,59,91,63,45,125
2017/07/11/15:54:45.820372,152324,1499759685,820178031,0,590,228,135,72,112,62,48,125
2017/07/11/15:54:45.842650,152325,1499759685,842479944,0,557,291,222,84,102,61,47,113
2017/07/11/15:54:45.865634,152326,1499759685,865354061,0,622,307,234,87,104,57,47,117
2017/07/11/15:54:45.880687,152327,1499759685,880276918,0,611,315,237,81,104,57,46,107
2017/07/11/15:54:45.903425,152328,1499759685,902941942,0,561,337,236,82,89,52,43,91
2017/07/11/15:54:45.925921,152329,1499759685,925393104,0,607,330,231,71,63,58,42,95
2017/07/11/15:54:45.940186,152330,1499759685,939980983,0,594,277,172,59,79,55,44,100
2017/07/11/15:54:45.962536,152331,1499759685,962393999,0,554,298,173,52,77,54,45,103
2017/07/11/15:54:45.985558,152332,1499759685,985269069,0,557,283,172,54,78,55,43,97
2017/07/11/15:54:46.000591,152333,1499759686,374078,0,588,252,155,49,81,58,46,103
2017/07/11/15:54:46.023257,152334,1499759686,22907972,0,612,282,158,48,77,54,43,106
2017/07/11/15:54:46.045250,152335,1499759686,45063972,0,657,301,142,53,61,50,46,127
2017/07/11/15:54:46.068081,152336,1499759686,67827939,0,677,278,123,58,55,46,49,139
2017/07/11/15:54:46.082893,152337,1499759686,82601070,0,667,290,120,84,106,48,52,145
2017/07/11/15:54:46.105139,152338,1499759686,104968070,0,670,338,123,85,106,45,50,142
2017/07/11/15:54:46.128312,152339,1499759686,127990007,0,592,302,125,83,109,46,53,139
2017/07/11/15:54:46.142714,152340,1499759686,142498970,0,525,270,108,79,108,53,52,122
2017/07/11/15:54:46.165832,152341,1499759686,165373086,0,494,269,110,85,118,54,50,111
2017/07/11/15:54:46.180577,152342,1499759686,180330991,0,556,269,119,66,110,59,50,117
2017/07/11/15:54:46.204172,152343,1499759686,204031944,0,639,255,116,66,110,64,60,126
2017/07/11/15:54:46.226183,152344,1499759686,225420951,0,679,252,104,71,108,63,60,129
2017/07/11/15:54:46.240184,152345,1499759686,240017890,0,689,325,123,78,115,61,59,129
2017/07/11/15:54:46.262726,152346,1499759686,262475967,0,685,332,134,84,109,59,59,121
2017/07/11/15:54:46.285592,152347,1499759686,285254001,0,635,363,128,79,85,53,55,116
2017/07/11/15:54:46.300439,152348,1499759686,300182104,0,571,338,133,79,96,49,51,127
2017/07/11/15:54:46.323311,152349,1499759686,323025941,0,567,355,159,77,96,53,54,148
2017/07/11/15:54:46.345081,152350,1499759686,344907045,0,556,289,153,74,93,51,60,157
2017/07/11/15:54:46.360192,152351,1499759686,360017061,0,591,275,148,59,86,53,67,179
2017/07/11/15:54:46.382935,152352,1499759686,382724046,0,587,226,137,54,81,54,68,181
2017/07/11/15:54:46.407044,152353,1499759686,406855106,0,541,279,160,59,68,50,66,178
2017/07/11/15:54:46.420607,152354,1499759686,420190095,0,544,278,141,63,70,46,71,162
2017/07/11/15:54:46.443389,152355,1499759686,442792892,0,571,278,136,70,107,53,67,170
2017/07/11/15:54:46.465155,152356,1499759686,464994907,0,527,276,140,76,114,53,66,171
2017/07/11/15:54:46.480096,152357,1499759686,479928970,0,580,362,151,78,111,49,66,189
2017/07/11/15:54:46.503086,152358,1499759686,502764940,0,612,329,133,73,110,50,64,200
2017/07/11/15:54:46.525388,152359,1499759686,525156974,0,570,302,128,70,113,51,57,197
2017/07/11/15:54:46.540935,152360,1499759686,540303945,0,544,309,124,64,103,47,76,210
2017/07/11/15:54:46.564117,152361,1499759686,563961029,0,664,303,108,56,99,46,70,198
2017/07/11/15:54:46.585531,152362,1499759686,585251092,0,605,198,89,54,101,50,73,175
2017/07/11/15:54:46.600682,152363,1499759686,600393056,0,630,197,71,55,100,48,74,167
2017/07/11/15:54:46.623012,152364,1499759686,622790098,0,626,199,69,59,98,48,76,181
2017/07/11/15:54:46.645446,152365,1499759686,645205974,0,680,183,70,71,101,44,55,164
2017/07/11/15:54:46.667605,152366,1499759686,667429924,0,555,217,93,76,102,43,61,157
2017/07/11/15:54:46.683238,152367,1499759686,682929992,0,596,232,100,78,99,40,58,176
2017/07/11/15:54:46.705372,152368,1499759686,705058097,0,605,243,114,91,101,44,61,208
2017/07/11/15:54:46.728423,152369,1499759686,727915048,0,579,241,112,89,112,42,58,254
2017/07/11/15:54:46.744553,152370,1499759686,744375944,0,491,238,112,79,123,47,59,252
2017/07/11/15:54:46.773237,152371,1499759686,773000955,0,495,257,120,88,125,57,61,281
2017/07/11/15:54:46.788382,152372,1499759686,787961006,0,530,271,122,92,127,56,63,309
2017/07/11/15:54:46.804231,152373,1499759686,803960084,0,542,278,120,84,130,54,64,297
2017/07/11/15:54:46.825251,152374,1499759686,825054883,0,566,279,123,84,124,53,65,313
2017/07/11/15:54:46.848405,152375,1499759686,847944974,0,572,284,123,81,87,50,69,327
2017/07/11/15:54:46.862620,152376,1499759686,862454891,0,581,240,93,70,102,40,62,320
2017/07/11/15:54:46.885739,152377,1499759686,885337114,0,613,247,119,87,120,49,67,353
2017/07/11/15:54:46.908541,152378,1499759686,908374071,0,608,228,118,95,116,52,66,376
2017/07/11/15:54:46.933682,152379,1499759686,933478116,0,616,237,123,93,114,54,67,337
2017/07/11/15:54:46.945740,152380,1499759686,945408105,0,687,240,129,92,111,53,75,349
2017/07/11/15:54:46.967763,152381,1499759686,967663049,0,694,258,148,106,137,52,83,348
2017/07/11/15:54:46.986426,152382,1499759686,986078023,0,637,221,128,92,136,53,80,295
2017/07/11/15:54:47.006573,152383,1499759687,6414890,0,620,206,125,87,148,58,77,278
