time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:04:08.509168,180399,1499760248,508979082,0,354,91,28,88,95,39,48,164
2017/07/11/16:04:08.531944,180400,1499760248,531416893,0,349,91,29,90,128,36,50,177
2017/07/11/16:04:08.546586,180401,1499760248,546312093,0,370,102,28,80,144,33,45,156
2017/07/11/16:04:08.568688,180402,1499760248,568527936,0,315,97,29,83,149,32,49,150
2017/07/11/16:04:08.594531,180403,1499760248,594245910,0,296,105,29,79,155,28,41,130
2017/07/11/16:04:08.606544,180404,1499760248,606314897,0,285,114,28,63,135,25,39,111
2017/07/11/16:04:08.629078,180405,1499760248,628842115,0,304,131,33,55,108,25,38,110
2017/07/11/16:04:08.651617,180406,1499760248,651192903,0,279,127,49,48,82,24,37,116
2017/07/11/16:04:08.666509,180407,1499760248,666237115,0,259,135,48,40,111,24,38,118
2017/07/11/16:04:08.688877,180408,1499760248,688721895,0,265,137,50,41,118,26,38,114
2017/07/11/16:04:08.711344,180409,1499760248,711055040,0,270,131,51,39,123,28,40,121
2017/07/11/16:04:08.727341,180410,1499760248,726700067,0,271,141,53,38,123,28,43,111
2017/07/11/16:04:08.748755,180411,1499760248,748593091,0,241,136,46,37,123,27,45,114
2017/07/11/16:04:08.771564,180412,1499760248,771315097,0,363,125,54,41,161,29,45,124
2017/07/11/16:04:08.786175,180413,1499760248,786026954,0,389,137,65,40,152,26,51,134
2017/07/11/16:04:08.809582,180414,1499760248,808969974,0,384,148,68,39,150,27,51,135
2017/07/11/16:04:08.831414,180415,1499760248,831113100,0,369,127,66,42,149,26,48,130
2017/07/11/16:04:08.846729,180416,1499760248,846301078,0,400,125,65,42,149,28,50,125
2017/07/11/16:04:08.869459,180417,1499760248,869016885,0,354,242,119,43,71,33,49,172
2017/07/11/16:04:08.891611,180418,1499760248,891303062,0,333,249,129,48,60,34,44,173
2017/07/11/16:04:08.906165,180419,1499760248,905962944,0,378,249,131,48,51,34,43,174
2017/07/11/16:04:08.928911,180420,1499760248,928673982,0,437,419,182,63,59,40,47,173
2017/07/11/16:04:08.951574,180421,1499760248,951347112,0,422,571,227,71,57,41,44,168
2017/07/11/16:04:08.966154,180422,1499760248,965986013,0,392,554,214,78,71,49,47,136
2017/07/11/16:04:08.997178,180423,1499760248,996875047,0,459,549,206,81,184,60,54,144
2017/07/11/16:04:09.011214,180424,1499760249,11029005,0,449,548,212,85,199,73,64,149
2017/07/11/16:04:09.033724,180425,1499760249,33524036,0,465,443,171,75,254,71,77,155
2017/07/11/16:04:09.048953,180426,1499760249,48758983,0,556,245,118,86,342,72,87,178
2017/07/11/16:04:09.071855,180427,1499760249,71552991,0,577,198,104,86,364,70,85,164
2017/07/11/16:04:09.094671,180428,1499760249,94033956,0,627,212,107,106,376,74,87,159
2017/07/11/16:04:09.108628,180429,1499760249,108529090,0,644,232,122,108,371,64,83,158
2017/07/11/16:04:09.131738,180430,1499760249,131477117,0,665,255,131,108,338,66,74,165
2017/07/11/16:04:09.154245,180431,1499760249,153907060,0,631,265,135,93,251,67,72,173
2017/07/11/16:04:09.168956,180432,1499760249,168755054,0,622,264,138,99,240,68,72,165
2017/07/11/16:04:09.191919,180433,1499760249,191576957,0,566,264,137,83,149,62,72,154
2017/07/11/16:04:09.213809,180434,1499760249,213661909,0,553,278,137,81,148,63,69,152
2017/07/11/16:04:09.229093,180435,1499760249,228835105,0,494,280,148,83,146,69,69,152
2017/07/11/16:04:09.251626,180436,1499760249,251185894,0,543,274,145,88,157,71,66,135
2017/07/11/16:04:09.274166,180437,1499760249,273796081,0,542,276,148,115,173,91,75,140
2017/07/11/16:04:09.289131,180438,1499760249,288889884,0,554,322,179,108,168,91,78,177
2017/07/11/16:04:09.311303,180439,1499760249,311073064,0,551,333,185,109,171,91,78,182
2017/07/11/16:04:09.334175,180440,1499760249,333864927,0,570,340,183,115,163,93,78,193
2017/07/11/16:04:09.348682,180441,1499760249,348506927,0,528,321,178,123,160,92,76,193
2017/07/11/16:04:09.371304,180442,1499760249,370970010,0,555,352,183,91,104,76,70,201
2017/07/11/16:04:09.393986,180443,1499760249,393843889,0,634,345,164,93,104,72,64,188
2017/07/11/16:04:09.416538,180444,1499760249,416306972,0,677,338,150,109,95,77,64,191
2017/07/11/16:04:09.433250,180445,1499760249,433037996,0,685,335,174,106,102,72,60,171
2017/07/11/16:04:09.453663,180446,1499760249,453471899,0,666,517,215,118,134,76,59,159
2017/07/11/16:04:09.476595,180447,1499760249,476310014,0,652,511,245,132,131,73,57,150
2017/07/11/16:04:09.493197,180448,1499760249,492810010,0,572,500,240,131,133,70,52,131
2017/07/11/16:04:09.514009,180449,1499760249,513710021,0,506,523,240,120,131,65,51,113
2017/07/11/16:04:09.536324,180450,1499760249,536181926,0,468,517,222,118,126,61,51,133
2017/07/11/16:04:09.553390,180451,1499760249,553251981,0,468,409,205,100,110,53,52,133
2017/07/11/16:04:09.573865,180452,1499760249,573731899,0,502,417,195,82,104,45,53,130
2017/07/11/16:04:09.596329,180453,1499760249,595968008,0,464,425,195,84,104,45,59,139
