time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2017/07/11/15:56:18.696919,2997916,1499759782,643492204,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.0559902987578176, 0.37697577862284043, 1.2605487124448387, -0.8360195293975505, -0.9694758579435815, -0.20325245439481732, 1.1884516154142244, 1.6605342028859604, 0.04716990922747647, 1.8557332581443793, -0.947233136519243, -1.417014752809151, 0.07171360183364309, 1.215296279202219, -0.1687378866673955, -12.565987119160338)","(0.0, -0.009817477040626518, 0.009817477040626518, -0.012173671530376884, 0.01021017612225158, 0.007853981632501214, 0.01021017612225158, -0.0070685834692510935, -0.0070685834692510935, -0.005890486224375911, -0.01649336142825255, 0.01727875959150267, -0.0019634954081253035, -0.00510508806112579, -0.0027488935713754254, 0.004319689897875668, 0.0)","(0.0, 0.0, 3.348, -14.52, 0.216, -23.016, 0.032, -0.144, -0.232, 1.028, -14.34, -0.028, -22.972, 0.412, 0.552, 0.056, -20.48)"
2017/07/11/15:56:18.706899,2997917,1499759782,653495968,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.05560680356084625, 0.37735927381981177, 1.259781722050896, -0.8364030245945219, -0.9698593531405528, -0.20363594959178868, 1.1888351106111956, 1.6609176980829317, 0.046402918833533764, 1.8553497629474078, -0.9480001269131857, -1.4166312576121796, 0.0732475826215285, 1.2160632695961617, -0.16835439147042416, -12.565987119160338)","(0.0, -0.0027488935713754254, -0.018849555918002914, 0.006283185306000972, 0.006283185306000972, 0.0047123889795007284, -0.012173671530376884, 0.01060287520387664, 0.006675884387626033, -0.011780972448751823, -0.00039269908162506076, -0.02081305132612822, 0.007461282550876154, 0.005497787142750851, 0.0070685834692510935, -0.022383847652628464, 0.0)","(0.0, 0.0, 3.284, -14.46, 0.092, -23.016, 0.032, -0.124, -0.252, 1.0, -14.34, -0.028, -22.972, 0.388, 0.54, 0.072, -20.48)"
2017/07/11/15:56:18.717247,2997918,1499759782,663457560,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.056373793954788955, 0.37582529303192636, 1.2601652172478675, -0.8371700149884646, -0.9694758579435815, -0.20401944478876002, 1.1896021010051383, 1.6605342028859604, 0.04678641403050512, 1.8557332581443793, -0.9476166317162144, -1.417014752809151, 0.07209709703061444, 1.2156797743991905, -0.1679708962734528, -12.565987119160338)","(0.0, 0.003141592653000486, -0.014137166938502187, -0.0035342917346255468, -0.01727875959150267, 0.012173671530376884, -0.012959069693627005, 0.001570796326500243, 0.009424777959001457, -0.01060287520387664, 0.0019634954081253035, -0.008246680714126275, 0.011780972448751823, 0.01531526418337737, -0.02042035224450316, -0.018064157754752792, 0.0)","(0.0, 0.0, 3.412, -14.492, 0.152, -23.08, 0.024, -0.116, -0.24, 1.028, -14.34, 0.028, -23.032, 0.388, 0.54, 0.056, -20.48)"
2017/07/11/15:56:18.719805,795264,1499759782,668000000,,['l_gripper_l_finger_joint'],"(0.02083,)","(0.0,)","(0.0,)"
2017/07/11/15:56:18.721763,795265,1499759782,670000128,,['r_gripper_l_finger_joint'],"(0.020014470744132998,)","(0.0,)","(0.0,)"
2017/07/11/15:56:18.727138,2997919,1499759782,673497436,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.056373793954788955, 0.37697577862284043, 1.2605487124448387, -0.8364030245945219, -0.9690923627466101, -0.20401944478876002, 1.1888351106111956, 1.6605342028859604, 0.04678641403050512, 1.8557332581443793, -0.948383622110157, -1.4166312576121796, 0.07209709703061444, 1.215296279202219, -0.1687378866673955, -12.565987119160338)","(0.0, -0.006283185306000972, -0.0023561944897503642, 0.006675884387626033, -0.01610066234662749, 0.0070685834692510935, 0.019634954081253035, -0.0023561944897503642, 0.0027488935713754254, 0.014922565101752308, -0.01531526418337737, 0.01021017612225158, -0.01688606050987761, -0.0007853981632501215, -0.021991148571003403, 0.0070685834692510935, 0.0)","(0.0, 0.0, 3.348, -14.52, 0.124, -23.112, 0.024, -0.124, -0.24, 1.092, -14.34, 0.028, -23.004, 0.388, 0.52, 0.044, -20.48)"
2017/07/11/15:56:18.737235,2997920,1499759782,683491058,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.05560680356084625, 0.37697577862284043, 1.259781722050896, -0.8367865197914932, -0.9690923627466101, -0.20363594959178868, 1.1888351106111956, 1.6605342028859604, 0.04678641403050512, 1.8561167533413507, -0.9476166317162144, -1.4173982480061222, 0.07171360183364309, 1.2156797743991905, -0.16912138186436687, -12.565987119160338)","(0.0, 0.006675884387626033, -0.003926990816250607, 0.006675884387626033, -0.019634954081253035, 0.009032078877376396, 0.00039269908162506076, -0.00039269908162506076, 0.0035342917346255468, 0.01021017612225158, 0.0023561944897503642, 0.004319689897875668, -0.006675884387626033, 0.005497787142750851, 0.0027488935713754254, 0.0019634954081253035, 0.0)","(0.0, 0.0, 3.54, -14.52, 0.216, -23.08, 0.016, -0.132, -0.26, 1.028, -14.368, 0.06, -22.972, 0.396, 0.54, 0.044, -20.48)"
2017/07/11/15:56:18.746917,2997921,1499759782,693473277,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.0559902987578176, 0.37697577862284043, 1.259781722050896, -0.8371700149884646, -0.9690923627466101, -0.20363594959178868, 1.1888351106111956, 1.6609176980829317, 0.04716990922747647, 1.8561167533413507, -0.9476166317162144, -1.417014752809151, 0.07209709703061444, 1.2145292888082764, -0.1687378866673955, -12.565987119160338)","(0.0, 0.001570796326500243, -0.0023561944897503642, 0.0, -0.0023561944897503642, 0.011388273367126762, -0.008246680714126275, -0.013744467856877126, 0.009032078877376396, 0.0047123889795007284, 0.0070685834692510935, -0.0027488935713754254, -0.011388273367126762, 0.003926990816250607, -0.003926990816250607, -0.007461282550876154, 0.0)","(0.0, 0.0, 3.412, -14.584, 0.028, -23.472, 0.032, -0.144, -0.232, 1.0, -14.368, -0.06, -22.944, 0.388, 0.54, 0.056, -20.48)"
2017/07/11/15:56:18.757010,2997922,1499759782,703504904,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.0559902987578176, 0.37697577862284043, 1.2609322076418101, -0.8364030245945219, -0.9683253723526675, -0.20363594959178868, 1.189218605808167, 1.6609176980829317, 0.04716990922747647, 1.8549662677504366, -0.947233136519243, -1.4173982480061222, 0.07171360183364309, 1.2160632695961617, -0.16912138186436687, -12.565987119160338)","(0.0, 0.00510508806112579, 0.0019634954081253035, 0.009817477040626518, -0.02552544030562895, -0.0011780972448751821, 0.008639379795751335, -0.006283185306000972, 0.006675884387626033, -0.03377212101975522, -0.0047123889795007284, -0.0019634954081253035, -0.005890486224375911, -0.0027488935713754254, -0.012173671530376884, -0.003926990816250607, 0.0)","(0.0, 0.0, 3.732, -14.616, 0.06, -24.02, 0.04, -0.124, -0.232, 0.968, -14.368, 0.028, -22.912, 0.376, 0.532, 0.044, -20.48)"
2017/07/11/15:56:18.767157,2997923,1499759782,713496401,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.056373793954788955, 0.37735927381981177, 1.2605487124448387, -0.8375535101854359, -0.9694758579435815, -0.20363594959178868, 1.188068120217253, 1.661301193279903, 0.04716990922747647, 1.8557332581443793, -0.9476166317162144, -1.4173982480061222, 0.07209709703061444, 1.2156797743991905, -0.1687378866673955, -12.565987119160338)","(0.0, -0.01727875959150267, 0.009032078877376396, 0.01060287520387664, 0.005497787142750851, -0.008639379795751335, 0.007461282550876154, -0.008246680714126275, 0.006675884387626033, 0.005890486224375911, 0.0019634954081253035, 0.02552544030562895, 0.006675884387626033, 0.0011780972448751821, 0.018064157754752792, 0.0019634954081253035, 0.0)","(0.0, 0.0, 3.732, -14.8, 0.092, -24.344, 0.04, -0.096, -0.232, 1.028, -14.34, 0.06, -22.944, 0.368, 0.532, 0.064, -20.48)"
