time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/15:59:15.033406,165757,1499759955,33054113,0,358,120,50,246,240,34,50,147
2017/07/11/15:59:15.057475,165758,1499759955,57265043,0,308,126,60,193,185,34,52,146
2017/07/11/15:59:15.071517,165759,1499759955,70933103,0,288,133,65,187,253,38,46,141
2017/07/11/15:59:15.093884,165760,1499759955,93393087,0,284,128,64,173,334,44,42,126
2017/07/11/15:59:15.115840,165761,1499759955,115655899,0,305,135,61,141,321,44,43,143
2017/07/11/15:59:15.130735,165762,1499759955,130562067,0,279,134,59,139,328,44,39,129
2017/07/11/15:59:15.153326,165763,1499759955,153043031,0,271,131,60,131,330,44,38,128
2017/07/11/15:59:15.177452,165764,1499759955,177356958,0,329,129,59,119,281,41,39,131
2017/07/11/15:59:15.191394,165765,1499759955,191026926,0,334,141,60,124,215,38,47,135
2017/07/11/15:59:15.220600,165766,1499759955,220412015,0,299,142,64,112,203,35,44,116
2017/07/11/15:59:15.235643,165767,1499759955,235429048,0,354,132,63,108,191,33,44,101
2017/07/11/15:59:15.251058,165768,1499759955,250830888,0,343,123,59,102,186,32,42,94
2017/07/11/15:59:15.275947,165769,1499759955,275733947,0,315,157,57,100,178,33,44,91
2017/07/11/15:59:15.296094,165770,1499759955,295710086,0,309,157,57,75,89,30,38,86
2017/07/11/15:59:15.311320,165771,1499759955,311022043,0,328,155,56,59,91,30,35,79
2017/07/11/15:59:15.333439,165772,1499759955,333216905,0,303,159,57,57,97,31,37,95
2017/07/11/15:59:15.355860,165773,1499759955,355612993,0,338,187,67,51,97,37,47,111
2017/07/11/15:59:15.386654,165774,1499759955,386353969,0,356,160,76,50,94,38,44,113
2017/07/11/15:59:15.401833,165775,1499759955,401520967,0,392,160,85,41,97,38,45,108
2017/07/11/15:59:15.415756,165776,1499759955,415631055,0,452,165,84,43,80,37,47,119
2017/07/11/15:59:15.430807,165777,1499759955,430635929,0,427,168,92,43,69,38,46,104
2017/07/11/15:59:15.453888,165778,1499759955,453363895,0,436,156,92,47,78,39,45,95
2017/07/11/15:59:15.476242,165779,1499759955,475739002,0,412,218,109,45,88,44,48,97
2017/07/11/15:59:15.500224,165780,1499759955,499944925,0,418,248,141,54,94,54,55,123
2017/07/11/15:59:15.513521,165781,1499759955,513201951,0,465,264,151,66,173,61,63,123
2017/07/11/15:59:15.535614,165782,1499759955,535439968,0,511,268,148,66,183,61,64,136
2017/07/11/15:59:15.552473,165783,1499759955,552263975,0,555,266,162,72,195,60,61,138
