time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:55:49.158393,154243,1499759749,158046960,0,5766,6285,8584,11044,188,1805,274
2017/07/11/15:55:49.180444,154244,1499759749,180269956,0,5766,6291,8597,11030,286,1910,334
2017/07/11/15:55:49.203167,154245,1499759749,202874898,0,5756,6299,8617,11015,312,1951,320
2017/07/11/15:55:49.218353,154246,1499759749,218218088,0,5754,6290,8625,11015,272,1984,337
2017/07/11/15:55:49.240705,154247,1499759749,240489959,0,5750,6284,8631,11016,268,1885,291
2017/07/11/15:55:49.257754,154248,1499759749,257656097,0,5747,6283,8643,11009,251,1917,219
2017/07/11/15:55:49.278122,154249,1499759749,277982950,0,5736,6285,8649,11009,339,1994,240
2017/07/11/15:55:49.301897,154250,1499759749,301672935,0,5722,6275,8647,11023,321,1978,336
2017/07/11/15:55:49.316707,154251,1499759749,315474033,0,5713,6267,8645,11034,242,1891,294
2017/07/11/15:55:49.338793,154252,1499759749,338412046,0,5693,6259,8647,11047,306,1906,246
2017/07/11/15:55:49.368299,154253,1499759749,368199110,0,5676,6243,8640,11071,282,1981,326
2017/07/11/15:55:49.382749,154254,1499759749,382611036,0,5666,6236,8626,11091,296,1953,315
2017/07/11/15:55:49.398719,154255,1499759749,398179054,0,5656,6233,8622,11101,276,1881,271
2017/07/11/15:55:49.422755,154256,1499759749,422525882,0,5641,6227,8621,11112,286,1930,274
2017/07/11/15:55:49.443698,154257,1499759749,443140983,0,5633,6217,8611,11130,336,1977,324
2017/07/11/15:55:49.458365,154258,1499759749,458065032,0,5632,6198,8593,11155,311,1914,363
2017/07/11/15:55:49.480413,154259,1499759749,480190992,0,5624,6178,8578,11181,287,1863,374
2017/07/11/15:55:49.503316,154260,1499759749,503067970,0,5612,6173,8573,11195,283,1866,365
2017/07/11/15:55:49.518839,154261,1499759749,518203020,0,5594,6180,8584,11191,322,1928,275
2017/07/11/15:55:49.540395,154262,1499759749,540195941,0,5583,6178,8595,11189,291,2008,250
2017/07/11/15:55:49.563630,154263,1499759749,563118934,0,5577,6166,8574,11215,389,1994,360
2017/07/11/15:55:49.578181,154264,1499759749,577924013,0,5570,6155,8556,11238,316,1865,385
2017/07/11/15:55:49.601031,154265,1499759749,600944995,0,5567,6157,8561,11234,250,1862,323
2017/07/11/15:55:49.623621,154266,1499759749,623167991,0,5564,6157,8578,11223,279,2033,273
2017/07/11/15:55:49.637828,154267,1499759749,637712955,0,5581,6143,8559,11237,352,2040,368
2017/07/11/15:55:49.660609,154268,1499759749,660337924,0,5594,6127,8531,11260,350,1784,394
2017/07/11/15:55:49.683369,154269,1499759749,683010101,0,5590,6123,8534,11262,349,1780,337
2017/07/11/15:55:49.698334,154270,1499759749,698028087,0,5570,6125,8576,11239,413,2011,294
2017/07/11/15:55:49.722255,154271,1499759749,722049951,0,5560,6120,8623,11211,286,2118,250
2017/07/11/15:55:49.743587,154272,1499759749,743195056,0,5564,6101,8641,11205,371,1988,325
2017/07/11/15:55:49.760029,154273,1499759749,759809970,0,5573,6067,8657,11207,353,1914,361
2017/07/11/15:55:49.780334,154274,1499759749,780162096,0,5566,6031,8691,11204,323,1930,385
2017/07/11/15:55:49.802964,154275,1499759749,802788019,0,5563,5988,8730,11198,288,2013,383
2017/07/11/15:55:49.826286,154276,1499759749,825671911,0,5567,5931,8763,11200,218,2032,339
2017/07/11/15:55:49.840694,154277,1499759749,840481996,0,5571,5861,8786,11217,186,2008,362
2017/07/11/15:55:49.871474,154278,1499759749,871145009,0,5569,5788,8806,11240,226,2038,409
2017/07/11/15:55:49.895404,154279,1499759749,895242929,0,5580,5691,8818,11276,72,2239,385
2017/07/11/15:55:49.900122,154280,1499759749,900043010,0,5593,5597,8857,11284,102,2043,395
2017/07/11/15:55:49.923314,154281,1499759749,922897100,0,5635,5493,8912,11272,78,2051,381
2017/07/11/15:55:49.938158,154282,1499759749,937903881,0,5671,5392,8967,11258,62,2089,386
2017/07/11/15:55:49.960845,154283,1499759749,960552930,0,5706,5277,9027,11247,-23,2106,409
2017/07/11/15:55:49.992534,154284,1499759749,992175102,0,5747,5156,9101,11223,-103,2104,348
2017/07/11/15:55:49.997764,154285,1499759749,997623920,0,5815,5021,9167,11196,-75,2120,403
2017/07/11/15:55:50.028681,154286,1499759750,28462886,0,5888,4882,9230,11167,-86,2032,412
2017/07/11/15:55:50.044500,154287,1499759750,43004989,0,5961,4735,9298,11136,-159,2027,402
2017/07/11/15:55:50.066860,154288,1499759750,66405057,0,6042,4586,9361,11102,-176,2016,392
2017/07/11/15:55:50.080902,154289,1499759750,80435991,0,6144,4419,9415,11067,-246,2020,389
2017/07/11/15:55:50.104398,154290,1499759750,104231119,0,6255,4253,9469,11025,-289,1977,388
2017/07/11/15:55:50.126112,154291,1499759750,125617980,0,6363,4092,9515,10983,-297,1934,450
2017/07/11/15:55:50.140717,154292,1499759750,140496015,0,6471,3932,9567,10933,-344,1901,406
2017/07/11/15:55:50.162896,154293,1499759750,162648916,0,6597,3769,9609,10878,-469,1966,418
2017/07/11/15:55:50.186193,154294,1499759750,185822963,0,6732,3614,9642,10819,-448,1984,407
2017/07/11/15:55:50.201166,154295,1499759750,200814008,0,6855,3464,9660,10775,-457,1973,413
2017/07/11/15:55:50.222698,154296,1499759750,222563982,0,6968,3323,9669,10738,-509,1837,462
2017/07/11/15:55:50.245918,154297,1499759750,245673894,0,7083,3189,9686,10689,-535,1772,452
2017/07/11/15:55:50.260604,154298,1499759750,260404109,0,7208,3063,9710,10620,-643,1876,395
2017/07/11/15:55:50.282811,154299,1499759750,282651901,0,7332,2951,9718,10559,-638,1937,424
2017/07/11/15:55:50.305573,154300,1499759750,305382966,0,7450,2847,9689,10532,-557,1894,537
2017/07/11/15:55:50.327822,154301,1499759750,327682971,0,7548,2752,9654,10519,-584,1710,558
2017/07/11/15:55:50.343064,154302,1499759750,342878103,0,7647,2657,9638,10486,-737,1702,479
2017/07/11/15:55:50.365923,154303,1499759750,365520954,0,7755,2584,9627,10436,-832,1775,398
2017/07/11/15:55:50.382422,154304,1499759750,382208108,0,7876,2536,9582,10398,-722,1790,470
2017/07/11/15:55:50.404254,154305,1499759750,404128074,0,7994,2504,9517,10376,-523,1660,632
2017/07/11/15:55:50.425882,154306,1499759750,425527095,0,8093,2468,9468,10352,-624,1669,518
2017/07/11/15:55:50.440928,154307,1499759750,440628051,0,8189,2435,9426,10323,-774,1713,487
2017/07/11/15:55:50.466392,154308,1499759750,466155052,0,8303,2400,9356,10304,-803,1737,539
2017/07/11/15:55:50.485956,154309,1499759750,485420942,0,8419,2378,9271,10292,-710,1703,590
2017/07/11/15:55:50.500831,154310,1499759750,500518083,0,8527,2352,9178,10292,-697,1660,671
2017/07/11/15:55:50.531584,154311,1499759750,531111955,0,8625,2310,9087,10301,-669,1650,648
2017/07/11/15:55:50.545627,154312,1499759750,545350074,0,8729,2264,8993,10306,-788,1625,627
2017/07/11/15:55:50.561141,154313,1499759750,560782909,0,8841,2242,8910,10288,-897,1625,621
2017/07/11/15:55:50.583158,154314,1499759750,582942962,0,8952,2243,8821,10267,-839,1661,744
2017/07/11/15:55:50.605965,154315,1499759750,605488061,0,9046,2258,8725,10264,-669,1685,762
2017/07/11/15:55:50.620331,154316,1499759750,620186090,0,9126,2266,8623,10277,-678,1643,792
2017/07/11/15:55:50.644103,154317,1499759750,644020080,0,9220,2267,8520,10280,-901,1620,744
2017/07/11/15:55:50.665792,154318,1499759750,665359973,0,9321,2272,8408,10279,-813,1487,779
2017/07/11/15:55:50.680978,154319,1499759750,680541992,0,9408,2302,8302,10279,-646,1468,868
2017/07/11/15:55:50.702968,154320,1499759750,702750921,0,9492,2339,8215,10264,-773,1566,846
2017/07/11/15:55:50.725410,154321,1499759750,725249052,0,9579,2386,8119,10249,-827,1596,852
2017/07/11/15:55:50.740768,154322,1499759750,740458011,0,9666,2439,8006,10244,-688,1506,897
2017/07/11/15:55:50.772189,154323,1499759750,771997928,0,9745,2502,7885,10248,-598,1483,943
2017/07/11/15:55:50.786046,154324,1499759750,785720109,0,9823,2561,7766,10249,-706,1513,946
2017/07/11/15:55:50.800998,154325,1499759750,800543069,0,9910,2610,7643,10245,-729,1529,872
2017/07/11/15:55:50.822741,154326,1499759750,822618961,0,9993,2667,7497,10258,-589,1459,974
2017/07/11/15:55:50.846267,154327,1499759750,845576047,0,10068,2725,7350,10276,-495,1464,1059
2017/07/11/15:55:50.861075,154328,1499759750,860614061,0,10140,2780,7216,10285,-611,1396,1067
2017/07/11/15:55:50.882879,154329,1499759750,882673978,0,10225,2852,7087,10271,-642,1451,1004
2017/07/11/15:55:50.905506,154330,1499759750,905329942,0,10306,2945,6935,10268,-398,1478,1030
2017/07/11/15:55:50.920310,154331,1499759750,920146942,0,10376,3027,6780,10276,-365,1378,1190
2017/07/11/15:55:50.942857,154332,1499759750,942683935,0,10432,3106,6654,10278,-469,1358,1212
2017/07/11/15:55:50.966380,154333,1499759750,965509891,0,10488,3202,6541,10266,-533,1442,1120
2017/07/11/15:55:50.981208,154334,1499759750,980721950,0,10550,3308,6404,10254,-387,1478,1077
2017/07/11/15:55:51.002902,154335,1499759751,2688884,0,10608,3408,6258,10252,-303,1408,1248
2017/07/11/15:55:51.025879,154336,1499759751,25466918,0,10645,3504,6154,10244,-406,1329,1260
2017/07/11/15:55:51.048256,154337,1499759751,47996044,0,10680,3611,6066,10223,-329,1466,1184
2017/07/11/15:55:51.062871,154338,1499759751,62674045,0,10718,3708,5971,10204,-322,1554,1212
2017/07/11/15:55:51.087902,154339,1499759751,87722063,0,10755,3775,5875,10196,-327,1491,1282
2017/07/11/15:55:51.108695,154340,1499759751,108412981,0,10796,3821,5769,10197,-248,1328,1308
2017/07/11/15:55:51.122856,154341,1499759751,122687101,0,10833,3886,5689,10178,-248,1359,1250
2017/07/11/15:55:51.154582,154342,1499759751,153534889,0,10862,3964,5621,10155,-190,1552,1244
2017/07/11/15:55:51.168051,154343,1499759751,167845964,0,10885,4016,5547,10150,-178,1490,1308
2017/07/11/15:55:51.183723,154344,1499759751,183224916,0,10913,4034,5473,10153,-219,1409,1343
2017/07/11/15:55:51.205775,154345,1499759751,205446004,0,10941,4048,5408,10152,-306,1401,1305
2017/07/11/15:55:51.227904,154346,1499759751,227658987,0,10968,4083,5338,10146,-192,1483,1247
2017/07/11/15:55:51.250350,154347,1499759751,250186920,0,10985,4115,5267,10152,-139,1336,1329
2017/07/11/15:55:51.265507,154348,1499759751,265269041,0,10995,4145,5226,10150,-220,1284,1409
2017/07/11/15:55:51.288418,154349,1499759751,288002014,0,11004,4189,5209,10131,-242,1462,1388
2017/07/11/15:55:51.303411,154350,1499759751,303080081,0,11014,4231,5188,10114,-231,1719,1290
2017/07/11/15:55:51.325375,154351,1499759751,325174093,0,11034,4231,5122,10125,-116,1530,1296
2017/07/11/15:55:51.347913,154352,1499759751,347700119,0,11053,4215,5062,10141,-144,1199,1315
2017/07/11/15:55:51.363526,154353,1499759751,363210916,0,11064,4227,5042,10135,-179,1346,1347
2017/07/11/15:55:51.385651,154354,1499759751,385404109,0,11068,4250,5035,10124,-177,1511,1379
2017/07/11/15:55:51.407894,154355,1499759751,407723903,0,11072,4270,5027,10115,-222,1477,1343
2017/07/11/15:55:51.423206,154356,1499759751,423049926,0,11082,4271,5006,10114,-144,1499,1364
2017/07/11/15:55:51.445678,154357,1499759751,445431947,0,11093,4261,4983,10118,-182,1406,1351
2017/07/11/15:55:51.468466,154358,1499759751,468188047,0,11098,4264,4973,10115,-189,1452,1298
2017/07/11/15:55:51.483441,154359,1499759751,483032941,0,11100,4273,4959,10116,-133,1443,1322
2017/07/11/15:55:51.505177,154360,1499759751,505026102,0,11107,4264,4944,10121,-134,1332,1427
2017/07/11/15:55:51.527840,154361,1499759751,527621984,0,11112,4262,4951,10112,-228,1361,1400
2017/07/11/15:55:51.544690,154362,1499759751,544379949,0,11114,4285,4961,10095,-168,1549,1287
2017/07/11/15:55:51.565662,154363,1499759751,565449953,0,11111,4303,4957,10093,-151,1498,1275
2017/07/11/15:55:51.588664,154364,1499759751,588537931,0,11111,4302,4946,10098,-152,1303,1355
2017/07/11/15:55:51.603247,154365,1499759751,603003978,0,11108,4309,4952,10095,-173,1329,1411
2017/07/11/15:55:51.625198,154366,1499759751,625108003,0,11109,4318,4964,10085,-183,1529,1361
2017/07/11/15:55:51.647991,154367,1499759751,647666931,0,11115,4321,4962,10078,-184,1543,1277
2017/07/11/15:55:51.663782,154368,1499759751,663537979,0,11123,4323,4944,10078,-85,1425,1256
2017/07/11/15:55:51.685942,154369,1499759751,685642004,0,11124,4317,4939,10081,-138,1318,1336
2017/07/11/15:55:51.708001,154370,1499759751,707817077,0,11122,4317,4957,10075,-169,1374,1381
2017/07/11/15:55:51.722813,154371,1499759751,722631931,0,11120,4327,4982,10060,-226,1513,1349
2017/07/11/15:55:51.745890,154372,1499759751,745620012,0,11124,4329,4982,10055,-150,1559,1343
2017/07/11/15:55:51.767873,154373,1499759751,767693042,0,11131,4316,4972,10058,-190,1415,1351
2017/07/11/15:55:51.783619,154374,1499759751,783081054,0,11134,4321,4969,10054,-143,1371,1309
2017/07/11/15:55:51.805555,154375,1499759751,805360078,0,11131,4333,4976,10048,-143,1415,1329
2017/07/11/15:55:51.827830,154376,1499759751,827702045,0,11133,4336,4982,10042,-187,1415,1359
2017/07/11/15:55:51.843101,154377,1499759751,842796087,0,11133,4345,4993,10033,-180,1411,1327
2017/07/11/15:55:51.866770,154378,1499759751,866413116,0,11133,4353,5004,10024,-168,1481,1310
2017/07/11/15:55:51.887967,154379,1499759751,887753009,0,11136,4347,5005,10022,-162,1433,1285
2017/07/11/15:55:51.903506,154380,1499759751,903156042,0,11136,4346,5005,10023,-178,1365,1309
