time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:04:35.771472,180526,1499760275,771153926,0,1744,2545,9819,12747,235,1867,432
2017/07/11/16:04:35.786362,180527,1499760275,786179065,0,1729,2528,9806,12762,184,1910,496
2017/07/11/16:04:35.809589,180528,1499760275,809163093,0,1725,2528,9803,12765,174,1937,446
2017/07/11/16:04:35.831351,180529,1499760275,831135034,0,1720,2534,9797,12769,241,1876,495
2017/07/11/16:04:35.853946,180530,1499760275,853713035,0,1712,2536,9793,12773,216,1853,493
2017/07/11/16:04:35.869017,180531,1499760275,868871927,0,1696,2532,9791,12777,255,1908,460
2017/07/11/16:04:35.891440,180532,1499760275,891158103,0,1687,2527,9776,12791,237,2001,460
2017/07/11/16:04:35.915653,180533,1499760275,914244890,0,1687,2525,9758,12805,205,1866,533
2017/07/11/16:04:35.930428,180534,1499760275,930129051,0,1685,2533,9761,12801,169,1831,504
2017/07/11/16:04:35.951681,180535,1499760275,951448917,0,1678,2546,9781,12785,232,1896,442
2017/07/11/16:04:35.982954,180536,1499760275,981911897,0,1669,2557,9794,12774,297,2045,343
2017/07/11/16:04:35.989677,180537,1499760275,989238977,0,1669,2557,9780,12784,227,2078,467
2017/07/11/16:04:36.020763,180538,1499760276,19670963,0,1673,2573,9770,12788,243,1912,489
2017/07/11/16:04:36.042399,180539,1499760276,42175054,0,1662,2607,9788,12769,251,1799,459
2017/07/11/16:04:36.048850,180540,1499760276,48759937,0,1655,2635,9821,12739,342,1807,508
2017/07/11/16:04:36.071213,180541,1499760276,71043014,0,1654,2630,9831,12732,407,1872,534
2017/07/11/16:04:36.102772,180542,1499760276,101917028,0,1648,2606,9859,12716,308,1836,497
2017/07/11/16:04:36.108886,180543,1499760276,108781099,0,1661,2570,9908,12684,252,1877,477
2017/07/11/16:04:36.131900,180544,1499760276,131546974,0,1671,2531,9957,12652,294,1927,501
2017/07/11/16:04:36.154855,180545,1499760276,154344081,0,1665,2478,9999,12630,266,1904,506
2017/07/11/16:04:36.170304,180546,1499760276,170193910,0,1642,2417,10039,12613,206,1881,422
