time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2017/07/11/16:13:04.817771,3098176,1499760788,765894081,,0.784217356772,0.398248007305,0.16767303181,0.623819677092,0.778760618992,0.0580031797312,0.0318832231939,0.000717321050167,-0.00960671809525,-0.000541827384942,0.0132470434379,0.0118489095293,-0.0354667243364,6.29390239716,1.63913416862,-0.835667252541,-0.747595310211,2.67178058624,0.306482613087
2017/07/11/16:13:04.827983,3098177,1499760788,775891449,,0.784205186209,0.398064251174,0.167897712355,0.623769041354,0.778803946356,0.0578542309834,0.0320855753481,-0.0022563345827,0.00339253374145,-0.0182499722437,-0.000769624493394,0.0107056584118,0.0108848097002,6.67675542831,1.65437030792,-0.587124466896,-0.819683611393,2.85383677483,0.30924898386
2017/07/11/16:13:04.837838,3098178,1499760788,785891818,,0.783762332912,0.398326061548,0.167255599181,0.623862598105,0.778771368034,0.0576837167194,0.0313560813953,0.00532989562586,0.0145045322672,0.0073786554477,0.012510461405,-0.0248614552319,0.013212546574,6.34224224091,1.55423605442,-0.648944079876,-0.772921085358,2.69280672073,0.309571415186
2017/07/11/16:13:04.847945,3098179,1499760788,795892480,,0.784358381787,0.398411636217,0.167729334051,0.623497340782,0.778999758952,0.0581491393734,0.0320798874725,-0.0100663107233,0.00231819435828,-0.0116662574991,0.0060338842933,0.0251601557501,-0.0177227712072,6.69837665558,1.89455962181,-0.528167724609,-0.934362232685,2.81042838097,0.285933256149
2017/07/11/16:13:04.858084,3098180,1499760788,805891840,,0.783948214571,0.398223460144,0.16737280456,0.624050268316,0.778607998518,0.0578405963774,0.0313896904874,-0.0128951951319,0.00663368032238,-0.0212869815181,0.0182501463905,0.0359143525675,0.00193860101791,6.66544818878,1.67292261124,-0.272314161062,-0.834630012512,2.83986735344,0.332810342312
2017/07/11/16:13:04.868205,3098181,1499760788,815890904,,0.783561534474,0.398225789694,0.166926748849,0.623736668054,0.77889267585,0.0573567982819,0.0314478317591,-0.0152752112608,-0.00104310108706,-0.0249260494247,-0.00395465748437,0.0414257876994,0.0044604643209,6.753947258,1.79152321815,-0.20957916975,-0.938312292099,2.8653357029,0.271986067295
2017/07/11/16:13:04.877766,3098182,1499760788,825892749,,0.783976131133,0.397766661837,0.166668953806,0.624245392723,0.778462182549,0.0576853262362,0.0314121496127,-0.00649861672586,0.0288422027886,-0.0155350058174,0.00936368776001,0.0053707608478,0.0256060394151,7.01305103302,1.79293084145,-0.0691129043698,-0.85666000843,3.00706100464,0.305183321238
2017/07/11/16:13:04.888105,3098183,1499760788,835890339,,0.783696917415,0.398385868679,0.166688706959,0.624029111064,0.7786463561,0.0577247701416,0.0310704294869,0.00864366921822,-0.00985701862883,-0.00746320248603,-0.0061334184317,-0.0102140719763,-0.00541616600111,6.16994380951,1.44922614098,0.00306802242994,-0.695837676525,2.69443631172,0.322928845882
2017/07/11/16:13:04.898082,3098184,1499760788,845886358,,0.7834980823,0.398728866152,0.166169493449,0.623592520952,0.779012356342,0.0574448548895,0.0311802040681,0.00599807691055,-0.0171025172209,-0.0125267187773,-0.0101837222757,0.000719899609185,-0.0258164977007,5.60774946213,1.58011889458,0.138824611902,-0.783811569214,2.47779726982,0.279150664806
2017/07/11/16:13:04.908186,3098185,1499760788,855893894,,0.784059783219,0.397981082104,0.166551558163,0.623864863824,0.778751960989,0.0577542574246,0.0316616596372,0.00782937327133,-0.00808180763354,-0.0114745474806,0.017651091407,-0.00621038212259,-0.0284429302333,4.89739465714,1.38693153858,0.0851215347648,-0.697549462318,2.20686745644,0.294770151377
2017/07/11/16:13:04.918027,3098186,1499760788,865895132,,0.784366852897,0.397911800709,0.166926641305,0.623908153571,0.778672593628,0.0580514915978,0.0322122983308,0.0093618124277,0.00997323926251,-0.0119304192539,0.0122266734462,-0.0201791887973,-0.00621066409341,5.25268554688,1.53690540791,0.253952503204,-0.776607990265,2.35228180885,0.27374085784
2017/07/11/16:13:04.927989,3098187,1499760788,875889939,,0.784306058661,0.398402344081,0.166268432444,0.623856092206,0.778720627876,0.0582312347887,0.0317314234294,0.0253105738562,-0.0193414139788,-0.00327521654072,0.00883957783146,-0.0541881481231,-0.0243315214775,4.86691904068,1.56212711334,0.868475437164,-0.816953003407,2.21359801292,0.238462746143
2017/07/11/16:13:04.938011,3098188,1499760788,885892834,,0.784731693413,0.397196218521,0.165849482184,0.623971781231,0.778620025798,0.0580387583141,0.0322734284885,0.0310170756448,-0.0299355928073,-0.0236623038894,0.00352679905973,-0.0552510034385,-0.0285519950003,4.67936229706,0.928979277611,1.59598731995,-0.538634777069,2.18990445137,0.309763044119
2017/07/11/16:13:04.947767,3098189,1499760788,895899144,,0.7852412976,0.397816353907,0.166576382776,0.624226607094,0.77833092819,0.0590347332151,0.0325116824134,0.0285584453105,-0.0278607313724,-0.0147573791985,0.00790857501432,-0.0576271847589,-0.0445040684204,4.63279247284,0.431172937155,1.95015215874,-0.273243427277,2.23098063469,0.39427870512
2017/07/11/16:13:04.958026,3098190,1499760788,905892420,,0.784570151878,0.397579416452,0.165262879775,0.624310723577,0.77833884619,0.058418451307,0.0318126623362,0.0180980168379,7.10388818581e-05,-0.0199129897086,0.0289574720143,-0.0475207310169,-0.00673347663364,4.0871925354,0.236721217632,1.99558138847,-0.168104812503,2.00419211388,0.414612829685
2017/07/11/16:13:04.968109,3098191,1499760788,915893982,,0.785775030472,0.397900728846,0.16565083381,0.624430758422,0.778115766253,0.0595922987748,0.0327236943496,0.00842759925161,0.0168828734369,-0.0333170915428,0.0202025299331,-0.0266267163139,0.0309616322573,4.64211940765,0.338245034218,1.8418213129,-0.217623785138,2.23034715652,0.401959478855
