time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:15:47.045544,214039,1499760947,45242071,0,3840,4595,9695,11771,251,1952,263
2017/07/11/16:15:47.060339,214040,1499760947,60144901,0,3843,4593,9688,11777,255,1939,289
2017/07/11/16:15:47.083005,214041,1499760947,82778930,0,3845,4596,9682,11780,278,1923,287
2017/07/11/16:15:47.106385,214042,1499760947,105674028,0,3847,4601,9680,11779,280,1941,271
2017/07/11/16:15:47.122252,214043,1499760947,122014999,0,3850,4606,9678,11777,268,1969,253
2017/07/11/16:15:47.143113,214044,1499760947,142843961,0,3859,4604,9665,11785,240,1965,257
2017/07/11/16:15:47.166893,214045,1499760947,166706085,0,3870,4602,9647,11797,246,1929,260
2017/07/11/16:15:47.180362,214046,1499760947,180042028,0,3880,4602,9635,11804,254,1965,283
2017/07/11/16:15:47.202873,214047,1499760947,202718973,0,3890,4613,9625,11805,252,2034,224
2017/07/11/16:15:47.227208,214048,1499760947,226965904,0,3910,4619,9600,11816,297,2024,223
2017/07/11/16:15:47.247839,214049,1499760947,247620105,0,3946,4619,9562,11835,243,1982,254
2017/07/11/16:15:47.264955,214050,1499760947,264659881,0,3974,4629,9535,11844,309,1924,288
2017/07/11/16:15:47.285939,214051,1499760947,285471916,0,4001,4638,9509,11852,338,1945,339
2017/07/11/16:15:47.308522,214052,1499760947,308105945,0,4049,4638,9480,11858,314,1949,344
2017/07/11/16:15:47.322893,214053,1499760947,322658061,0,4105,4628,9467,11854,339,1930,371
2017/07/11/16:15:47.345433,214054,1499760947,345226049,0,4157,4607,9471,11841,471,1968,449
2017/07/11/16:15:47.368012,214055,1499760947,367628097,0,4218,4541,9488,11831,175,2024,400
2017/07/11/16:15:47.383315,214056,1499760947,382842063,0,4280,4472,9512,11816,202,1985,403
2017/07/11/16:15:47.405470,214057,1499760947,405307054,0,4327,4392,9542,11804,206,1973,414
2017/07/11/16:15:47.428314,214058,1499760947,427947998,0,4365,4293,9578,11798,200,2073,384
2017/07/11/16:15:47.454097,214059,1499760947,453839063,0,4401,4169,9592,11817,238,2173,404
2017/07/11/16:15:47.466961,214060,1499760947,466660976,0,4412,4033,9570,11878,242,2192,450
2017/07/11/16:15:47.487761,214061,1499760947,487552881,0,4459,3865,9588,11901,-82,2012,337
2017/07/11/16:15:47.503424,214062,1499760947,503143072,0,4495,3714,9627,11905,0,1919,431
2017/07/11/16:15:47.527537,214063,1499760947,527199029,0,4550,3544,9686,11888,-46,2042,443
2017/07/11/16:15:47.548184,214064,1499760947,547946929,0,4606,3363,9749,11868,-100,2103,396
2017/07/11/16:15:47.563059,214065,1499760947,562864065,0,4660,3173,9801,11856,-158,2056,418
2017/07/11/16:15:47.585712,214066,1499760947,585355997,0,4722,2976,9851,11841,-234,2034,415
2017/07/11/16:15:47.608356,214067,1499760947,608082056,0,4787,2767,9882,11840,-262,2022,487
2017/07/11/16:15:47.630887,214068,1499760947,630620002,0,4859,2542,9903,11843,-383,1958,471
2017/07/11/16:15:47.645524,214069,1499760947,645298957,0,4944,2327,9940,11822,-429,1932,381
2017/07/11/16:15:47.667994,214070,1499760947,667859077,0,5017,2122,9992,11785,-432,1918,429
2017/07/11/16:15:47.683088,214071,1499760947,682770013,0,5090,1915,10044,11745,-518,1922,484
