time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:08:37.834403,192611,1499760517,834120035,0,2344,3506,10181,12123,248,1945,294
2017/07/11/16:08:37.849197,192612,1499760517,848999977,0,2355,3508,10165,12133,243,1884,307
2017/07/11/16:08:37.871993,192613,1499760517,871717929,0,2362,3517,10164,12131,245,1952,257
2017/07/11/16:08:37.886762,192614,1499760517,886636972,0,2359,3531,10171,12121,325,2072,196
2017/07/11/16:08:37.909123,192615,1499760517,909009933,0,2361,3540,10156,12131,294,2125,231
2017/07/11/16:08:37.932810,192616,1499760517,931987047,0,2390,3544,10131,12145,259,1949,272
2017/07/11/16:08:37.947117,192617,1499760517,946873903,0,2417,3550,10106,12159,278,1856,345
2017/07/11/16:08:37.969988,192618,1499760517,969626903,0,2426,3564,10098,12159,287,1913,349
2017/07/11/16:08:37.992702,192619,1499760517,992506027,0,2416,3581,10103,12152,336,1966,281
2017/07/11/16:08:38.007199,192620,1499760518,6872892,0,2413,3590,10107,12147,309,1966,272
2017/07/11/16:08:38.045770,192621,1499760518,45149087,0,2413,3591,10109,12145,351,1916,342
2017/07/11/16:08:38.051986,192622,1499760518,51821947,0,2401,3579,10129,12134,414,1930,388
2017/07/11/16:08:38.066760,192623,1499760518,66629886,0,2384,3540,10148,12133,287,2008,357
2017/07/11/16:08:38.089528,192624,1499760518,89291095,0,2378,3484,10177,12126,229,2012,337
2017/07/11/16:08:38.112068,192625,1499760518,111680984,0,2370,3417,10217,12113,286,2042,356
2017/07/11/16:08:38.134517,192626,1499760518,134339094,0,2330,3324,10244,12124,415,2096,433
2017/07/11/16:08:38.151404,192627,1499760518,151070117,0,2314,3203,10303,12110,139,2200,188
2017/07/11/16:08:38.173642,192628,1499760518,173535108,0,2311,3068,10329,12123,140,2224,294
2017/07/11/16:08:38.194290,192629,1499760518,194164991,0,2335,2911,10353,12137,103,2110,341
2017/07/11/16:08:38.210150,192630,1499760518,209646940,0,2354,2739,10393,12139,98,2079,341
2017/07/11/16:08:38.233498,192631,1499760518,233338117,0,2360,2550,10430,12147,66,2129,402
2017/07/11/16:08:38.254826,192632,1499760518,254539966,0,2369,2346,10463,12158,-52,2133,343
2017/07/11/16:08:38.269618,192633,1499760518,269433975,0,2395,2127,10498,12163,-141,2106,254
2017/07/11/16:08:38.291776,192634,1499760518,291598081,0,2441,1911,10536,12157,-181,2091,273
2017/07/11/16:08:38.314555,192635,1499760518,314313888,0,2479,1697,10565,12156,-134,1974,418
2017/07/11/16:08:38.329635,192636,1499760518,329422950,0,2515,1475,10599,12148,-229,1981,355
2017/07/11/16:08:38.352285,192637,1499760518,351960897,0,2574,1243,10629,12135,-396,2022,295
2017/07/11/16:08:38.376319,192638,1499760518,376152992,0,2652,1018,10660,12113,-403,1993,247
2017/07/11/16:08:38.390107,192639,1499760518,389724016,0,2726,799,10687,12088,-384,1957,295
2017/07/11/16:08:38.411797,192640,1499760518,411576986,0,2817,574,10696,12072,-499,2018,306
2017/07/11/16:08:38.434501,192641,1499760518,434294939,0,2921,345,10694,12058,-511,1919,323
2017/07/11/16:08:38.449854,192642,1499760518,449600934,0,3022,120,10686,12045,-525,1885,336
2017/07/11/16:08:38.471791,192643,1499760518,471596956,0,3129,-106,10674,12028,-610,1893,358
2017/07/11/16:08:38.494691,192644,1499760518,494471073,0,3231,-333,10662,12008,-675,1867,324
