time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:09:27.462676,195088,1499760567,462296962,0,2363,4106,10202,11912,398,1928,227
2017/07/11/16:09:27.484431,195089,1499760567,484237909,0,2359,4126,10189,11916,382,1922,206
2017/07/11/16:09:27.499361,195090,1499760567,499206066,0,2362,4140,10176,11922,361,1900,205
2017/07/11/16:09:27.522640,195091,1499760567,522044897,0,2364,4152,10172,11921,377,1897,186
2017/07/11/16:09:27.545588,195092,1499760567,545087099,0,2355,4160,10178,11914,428,2022,208
2017/07/11/16:09:27.567216,195093,1499760567,566955089,0,2353,4164,10178,11914,419,2104,214
2017/07/11/16:09:27.582115,195094,1499760567,581841945,0,2364,4158,10166,11924,412,1992,189
2017/07/11/16:09:27.605462,195095,1499760567,605144023,0,2378,4142,10157,11935,414,1878,223
2017/07/11/16:09:27.619982,195096,1499760567,619688987,0,2371,4111,10173,11933,467,1894,210
2017/07/11/16:09:27.642146,195097,1499760567,641927957,0,2333,4059,10211,11926,683,2107,314
2017/07/11/16:09:27.665316,195098,1499760567,664835929,0,2289,3926,10219,11972,471,2224,402
2017/07/11/16:09:27.679413,195099,1499760567,679202079,0,2297,3809,10266,11968,288,2265,134
2017/07/11/16:09:27.702636,195100,1499760567,702179908,0,2308,3667,10324,11961,354,2193,268
2017/07/11/16:09:27.724749,195101,1499760567,724440097,0,2308,3492,10390,11956,411,2183,306
2017/07/11/16:09:27.739636,195102,1499760567,739504098,0,2312,3275,10436,11976,287,2295,295
2017/07/11/16:09:27.770217,195103,1499760567,769927024,0,2341,3029,10482,11995,75,2184,272
2017/07/11/16:09:27.784491,195104,1499760567,784204006,0,2378,2775,10555,11985,42,2117,249
2017/07/11/16:09:27.800839,195105,1499760567,800440073,0,2408,2511,10652,11951,48,2165,223
2017/07/11/16:09:27.821963,195106,1499760567,821840047,0,2444,2228,10738,11924,-48,2223,247
