time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:11:58.236132,203835,1499760718,235924005,0,33,27,19,23,60,46,34,34
2017/07/11/16:11:58.251639,203836,1499760718,251434087,0,72,28,20,23,53,48,53,48
2017/07/11/16:11:58.272287,203837,1499760718,272068977,0,118,31,22,24,49,50,56,55
2017/07/11/16:11:58.289777,203838,1499760718,289354085,0,124,31,24,26,43,55,68,68
2017/07/11/16:11:58.312017,203839,1499760718,311763048,0,129,33,24,24,40,56,70,71
2017/07/11/16:11:58.349060,203840,1499760718,348798990,0,132,33,26,27,39,48,70,71
2017/07/11/16:11:58.350653,203841,1499760718,350450992,0,116,32,25,26,28,40,57,66
2017/07/11/16:11:58.369911,203842,1499760718,369635105,0,71,31,23,27,24,36,53,64
2017/07/11/16:11:58.402043,203843,1499760718,401859998,0,61,30,22,24,26,36,41,53
2017/07/11/16:11:58.407198,203844,1499760718,407001018,0,56,35,26,27,27,34,41,57
2017/07/11/16:11:58.430204,203845,1499760718,429944992,0,52,51,28,28,27,34,38,59
2017/07/11/16:11:58.454164,203846,1499760718,453887939,0,52,58,39,27,28,41,38,53
2017/07/11/16:11:58.468004,203847,1499760718,467614889,0,52,61,44,30,29,41,40,52
2017/07/11/16:11:58.489717,203848,1499760718,489414930,0,53,65,50,32,27,34,43,51
2017/07/11/16:11:58.514335,203849,1499760718,514033079,0,50,75,56,33,26,35,40,46
2017/07/11/16:11:58.527631,203850,1499760718,527307987,0,79,69,56,32,24,33,41,66
2017/07/11/16:11:58.551394,203851,1499760718,551208972,0,134,70,62,37,27,26,42,72
2017/07/11/16:11:58.572697,203852,1499760718,572453975,0,141,75,63,37,26,24,40,89
2017/07/11/16:11:58.587863,203853,1499760718,587593078,0,157,83,63,41,95,37,41,94
2017/07/11/16:11:58.619083,203854,1499760718,618894100,0,171,95,74,44,97,39,39,94
2017/07/11/16:11:58.632244,203855,1499760718,631963014,0,172,109,91,46,101,43,41,97
2017/07/11/16:11:58.651527,203856,1499760718,651010990,0,231,123,91,47,102,44,39,102
2017/07/11/16:11:58.679249,203857,1499760718,678793907,0,249,121,91,49,104,59,83,93
2017/07/11/16:11:58.692646,203858,1499760718,692352056,0,262,133,91,46,53,63,84,91
2017/07/11/16:11:58.707762,203859,1499760718,707288026,0,328,126,88,45,51,75,93,96
2017/07/11/16:11:58.731843,203860,1499760718,731467962,0,324,122,77,46,43,75,96,83
2017/07/11/16:11:58.755139,203861,1499760718,754944086,0,299,119,74,43,39,75,97,74
2017/07/11/16:11:58.796216,203862,1499760718,795197010,0,368,122,73,43,38,82,74,94
2017/07/11/16:11:58.797033,203863,1499760718,796849012,0,405,123,83,46,37,88,81,109
2017/07/11/16:11:58.812621,203864,1499760718,812305927,0,392,147,81,44,38,107,77,117
2017/07/11/16:11:58.835082,203865,1499760718,834884881,0,513,159,78,43,38,120,82,135
2017/07/11/16:11:58.850410,203866,1499760718,850070953,0,503,151,72,41,39,123,87,137
2017/07/11/16:11:58.872207,203867,1499760718,872061014,0,490,156,73,37,36,122,83,125
2017/07/11/16:11:58.895231,203868,1499760718,894932985,0,485,156,69,36,34,120,78,127
2017/07/11/16:11:58.918202,203869,1499760718,917706966,0,548,142,65,39,40,140,94,133
2017/07/11/16:11:58.940721,203870,1499760718,940342903,0,471,128,63,39,37,136,96,121
2017/07/11/16:11:58.956613,203871,1499760718,956203937,0,554,138,71,40,35,137,97,143
2017/07/11/16:11:58.969917,203872,1499760718,969715118,0,598,148,70,41,36,132,102,144
2017/07/11/16:11:58.992298,203873,1499760718,992083072,0,598,143,66,38,35,138,103,149
2017/07/11/16:11:59.014685,203874,1499760719,14549016,0,562,146,63,35,27,101,92,139
2017/07/11/16:11:59.030094,203875,1499760719,29702901,0,587,147,64,31,33,142,89,145
2017/07/11/16:11:59.068244,203876,1499760719,68130016,0,553,161,69,40,38,160,100,157
2017/07/11/16:11:59.084240,203877,1499760719,83271980,0,502,146,71,39,38,162,97,159
2017/07/11/16:11:59.090166,203878,1499760719,89637994,0,501,142,65,40,38,158,96,155
2017/07/11/16:11:59.119662,203879,1499760719,119456052,0,546,149,70,39,40,168,98,200
2017/07/11/16:11:59.134733,203880,1499760719,134506940,0,517,147,69,41,40,161,119,198
2017/07/11/16:11:59.151773,203881,1499760719,151469945,0,487,120,57,34,44,159,116,192
2017/07/11/16:11:59.174242,203882,1499760719,173979997,0,509,135,53,36,48,171,131,223
2017/07/11/16:11:59.195164,203883,1499760719,194780111,0,563,179,63,43,52,167,130,231
2017/07/11/16:11:59.209920,203884,1499760719,209763050,0,518,166,55,42,52,158,131,200
2017/07/11/16:11:59.235105,203885,1499760719,234658002,0,553,174,59,42,52,159,122,233
2017/07/11/16:11:59.257491,203886,1499760719,255228042,0,616,183,72,47,67,221,149,246
2017/07/11/16:11:59.269614,203887,1499760719,269453048,0,588,172,71,45,66,218,138,225
2017/07/11/16:11:59.293344,203888,1499760719,292237043,0,583,135,64,39,64,226,144,222
2017/07/11/16:11:59.317634,203889,1499760719,317495107,0,559,127,65,40,64,232,156,260
2017/07/11/16:11:59.345549,203890,1499760719,345374107,0,531,114,64,42,63,216,151,276
2017/07/11/16:11:59.352057,203891,1499760719,351916074,0,521,102,53,38,48,150,123,267
2017/07/11/16:11:59.383806,203892,1499760719,383297920,0,528,105,63,42,69,223,134,275
2017/07/11/16:11:59.397500,203893,1499760719,397298097,0,493,97,67,42,70,219,131,284
2017/07/11/16:11:59.412350,203894,1499760719,412173986,0,510,109,63,41,70,213,115,280
2017/07/11/16:11:59.443199,203895,1499760719,443034887,0,491,131,69,43,71,213,115,274
2017/07/11/16:11:59.450374,203896,1499760719,449853897,0,453,138,71,44,66,210,127,306
2017/07/11/16:11:59.472446,203897,1499760719,472150087,0,449,141,69,42,48,123,125,333
2017/07/11/16:11:59.495104,203898,1499760719,494786024,0,469,142,70,46,54,136,133,399
2017/07/11/16:11:59.509594,203899,1499760719,509485960,0,455,135,71,51,58,130,137,390
2017/07/11/16:11:59.532331,203900,1499760719,532115936,0,536,130,79,60,59,142,143,384
2017/07/11/16:11:59.564164,203901,1499760719,563244104,0,616,146,86,62,61,235,150,379
2017/07/11/16:11:59.569960,203902,1499760719,569695949,0,684,151,85,63,63,253,171,360
2017/07/11/16:11:59.592331,203903,1499760719,592061996,0,658,154,83,61,59,260,176,310
2017/07/11/16:11:59.623739,203904,1499760719,623243093,0,739,167,87,64,58,263,180,333
2017/07/11/16:11:59.630512,203905,1499760719,629890918,0,693,155,87,55,57,255,181,345
2017/07/11/16:11:59.652094,203906,1499760719,651923894,0,638,131,89,57,64,206,179,320
2017/07/11/16:11:59.676502,203907,1499760719,676299095,0,589,128,91,54,61,188,160,326
2017/07/11/16:11:59.690031,203908,1499760719,689718008,0,573,119,92,57,64,250,186,312
2017/07/11/16:11:59.712508,203909,1499760719,712151050,0,516,124,106,60,63,252,179,297
2017/07/11/16:11:59.735056,203910,1499760719,734637022,0,573,149,105,71,72,260,176,287
2017/07/11/16:11:59.757689,203911,1499760719,757437944,0,529,157,97,67,65,231,194,294
2017/07/11/16:11:59.773008,203912,1499760719,772557973,0,555,168,99,69,62,246,202,369
2017/07/11/16:11:59.794972,203913,1499760719,794749021,0,634,172,102,70,61,168,185,361
2017/07/11/16:11:59.817718,203914,1499760719,817341089,0,731,165,92,64,60,167,190,366
2017/07/11/16:11:59.840340,203915,1499760719,839803934,0,697,155,84,53,56,191,192,385
2017/07/11/16:11:59.855085,203916,1499760719,854815959,0,702,161,85,53,60,199,177,423
2017/07/11/16:11:59.877786,203917,1499760719,877420902,0,698,155,82,59,70,185,169,383
2017/07/11/16:11:59.892102,203918,1499760719,891968965,0,638,158,85,60,75,215,161,390
2017/07/11/16:11:59.914938,203919,1499760719,914782047,0,507,160,87,73,85,233,154,406
2017/07/11/16:11:59.937741,203920,1499760719,937421083,0,510,162,93,72,82,221,153,399
