time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:15:47.037730,215252,1499760947,37508964,0,29,30,24,22,20,20,21,31
2017/07/11/16:15:47.053021,215253,1499760947,52755117,0,33,30,24,21,20,20,26,44
2017/07/11/16:15:47.075713,215254,1499760947,75309038,0,35,28,24,20,18,21,26,45
2017/07/11/16:15:47.098375,215255,1499760947,98031997,0,37,31,26,20,20,21,26,47
2017/07/11/16:15:47.121493,215256,1499760947,121120929,0,49,61,27,21,20,21,31,53
2017/07/11/16:15:47.135795,215257,1499760947,135421991,0,116,76,30,21,23,27,31,61
2017/07/11/16:15:47.166200,215258,1499760947,165836095,0,137,81,33,22,24,28,26,56
2017/07/11/16:15:47.172640,215259,1499760947,172430992,0,178,84,34,26,25,27,34,79
2017/07/11/16:15:47.195226,215260,1499760947,194988012,0,198,89,33,24,24,26,37,104
2017/07/11/16:15:47.227208,215261,1499760947,225929021,0,219,97,37,26,23,28,38,126
2017/07/11/16:15:47.232993,215262,1499760947,232702970,0,198,85,37,27,20,23,39,129
2017/07/11/16:15:47.264941,215263,1499760947,263703107,0,197,84,40,30,20,26,39,137
2017/07/11/16:15:47.277978,215264,1499760947,277641057,0,191,84,41,30,21,31,49,172
2017/07/11/16:15:47.293118,215265,1499760947,292658090,0,184,95,44,33,24,44,60,170
2017/07/11/16:15:47.315546,215266,1499760947,315316915,0,160,73,41,32,26,48,62,161
2017/07/11/16:15:47.337570,215267,1499760947,337430000,0,187,90,43,32,27,52,75,184
2017/07/11/16:15:47.353319,215268,1499760947,352933883,0,175,90,47,28,28,53,81,196
2017/07/11/16:15:47.375221,215269,1499760947,375020980,0,158,98,51,30,29,57,76,174
2017/07/11/16:15:47.398272,215270,1499760947,397684097,0,185,92,52,27,30,74,76,170
2017/07/11/16:15:47.412743,215271,1499760947,412513017,0,188,92,54,28,30,81,84,166
2017/07/11/16:15:47.435986,215272,1499760947,435583114,0,177,85,60,29,30,80,77,141
2017/07/11/16:15:47.465913,215273,1499760947,465689897,0,179,96,62,33,29,80,72,119
2017/07/11/16:15:47.472843,215274,1499760947,472610950,0,177,103,77,37,27,78,68,96
2017/07/11/16:15:47.495520,215275,1499760947,495188951,0,138,103,82,40,27,69,75,93
2017/07/11/16:15:47.526399,215276,1499760947,526058912,0,146,111,83,40,30,69,95,93
2017/07/11/16:15:47.533130,215277,1499760947,532814025,0,149,133,82,40,30,77,92,103
2017/07/11/16:15:47.555626,215278,1499760947,555427074,0,220,134,81,39,30,86,101,112
2017/07/11/16:15:47.577755,215279,1499760947,577605962,0,216,137,66,34,33,96,112,114
2017/07/11/16:15:47.592838,215280,1499760947,592613935,0,216,162,87,35,32,102,121,119
2017/07/11/16:15:47.615142,215281,1499760947,614993095,0,223,172,91,37,28,134,104,116
