time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2017/07/11/16:16:06.367740,3116683,1499760970,313691850,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.0559902987578176, 0.3781262642137545, 1.2640001692175808, -0.8413884621551494, -0.9679418771556961, -0.20401944478876002, 1.1911360817930239, 1.6605342028859604, 0.04716990922747647, 1.8553497629474078, -0.947233136519243, -1.4166312576121796, 0.07209709703061444, 1.2168302599901044, -0.16835439147042416, -12.565987119160338)","(0.0, 0.009032078877376396, -0.022776546734253524, 0.0011780972448751821, -0.007853981632501214, 0.02670353755050413, -0.012173671530376884, -0.0023561944897503642, -0.003926990816250607, -0.003926990816250607, -0.003926990816250607, 0.013351768775252066, -0.00510508806112579, -0.0035342917346255468, -0.007461282550876154, -0.0011780972448751821, 0.0)","(0.0, 0.0, 4.144, -14.956, 1.056, -23.504, 0.408, -0.2, -0.28, 1.184, -14.22, -0.06, -23.004, 0.388, 0.54, 0.044, -20.48)"
2017/07/11/16:16:06.378152,3116684,1499760970,323721810,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.056373793954788955, 0.37850975941072584, 1.2632331788236382, -0.8421554525490922, -0.9671748867617533, -0.2044029399857314, 1.1907525865960524, 1.660150707688989, 0.047553404424447825, 1.8553497629474078, -0.9476166317162144, -1.417014752809151, 0.07171360183364309, 1.2160632695961617, -0.1679708962734528, -12.565987119160338)","(0.0, 0.0, -0.02081305132612822, 0.0027488935713754254, -0.018064157754752792, 0.02120575040775328, 0.014529866020127248, -0.009817477040626518, 0.004319689897875668, -0.006675884387626033, 0.0047123889795007284, 0.019242254999627974, 0.001570796326500243, -0.023561944897503646, -0.010995574285501701, -0.011388273367126762, 0.0)","(0.0, 0.0, 4.208, -14.928, 1.028, -23.6, 0.38, -0.172, -0.268, 1.248, -14.248, 0.092, -23.032, 0.388, 0.552, 0.056, -20.48)"
2017/07/11/16:16:06.389208,3116685,1499760970,333679478,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.05560680356084625, 0.3781262642137545, 1.2640001692175808, -0.8417719573521208, -0.9675583819587247, -0.20363594959178868, 1.1899855962021098, 1.6609176980829317, 0.04716990922747647, 1.8557332581443793, -0.9476166317162144, -1.417014752809151, 0.07286408742455715, 1.215296279202219, -0.1687378866673955, -12.565987119160338)","(0.0, -0.011780972448751823, -0.007853981632501214, 0.01727875959150267, -0.023169245815878585, 0.01531526418337737, 0.011388273367126762, -0.019634954081253035, -0.005497787142750851, -0.013744467856877126, -0.009032078877376396, 0.0019634954081253035, 0.0019634954081253035, -0.013351768775252066, -0.010995574285501701, 0.018064157754752792, 0.0)","(0.0, 0.0, 4.304, -15.02, 1.028, -23.696, 0.388, -0.164, -0.268, 1.124, -14.248, 0.028, -22.972, 0.376, 0.572, 0.044, -20.48)"
2017/07/11/16:16:06.390877,938851,1499760970,337999872,,['r_gripper_l_finger_joint'],"(0.020014470744132998,)","(0.0,)","(0.0,)"
2017/07/11/16:16:06.397805,3116686,1499760970,343720426,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.0559902987578176, 0.3781262642137545, 1.2640001692175808, -0.8421554525490922, -0.9675583819587247, -0.20363594959178868, 1.190369091399081, 1.660150707688989, 0.04793689962141918, 1.8561167533413507, -0.947233136519243, -1.417014752809151, 0.07209709703061444, 1.2149127840052476, -0.1679708962734528, -12.565987119160338)","(0.0, 0.009032078877376396, -0.007461282550876154, 0.01021017612225158, -0.013744467856877126, 0.011780972448751823, 0.01021017612225158, -0.0200276531628781, 0.0011780972448751821, -0.0070685834692510935, 0.01531526418337737, 0.005497787142750851, 0.003141592653000486, 0.0019634954081253035, -0.0047123889795007284, 0.028667032958629435, 0.0)","(0.0, 0.0, 4.24, -15.02, 1.056, -23.828, 0.4, -0.152, -0.28, 1.156, -14.248, -0.028, -22.972, 0.376, 0.56, 0.056, -20.48)"
2017/07/11/16:16:06.399931,938852,1499760970,347000064,,['l_gripper_l_finger_joint'],"(0.02083,)","(0.0,)","(0.0,)"
2017/07/11/16:16:06.408195,3116687,1499760970,353717160,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.0559902987578176, 0.3777427690167831, 1.2643836644145523, -0.8417719573521208, -0.966791391564782, -0.20401944478876002, 1.190369091399081, 1.6605342028859604, 0.04678641403050512, 1.8549662677504366, -0.9476166317162144, -1.417014752809151, 0.0732475826215285, 1.2164467647931332, -0.1687378866673955, -12.565987119160338)","(0.0, 0.005497787142750851, -0.007461282550876154, 0.0011780972448751821, -0.02513274122400389, 0.0329867228565051, -0.01649336142825255, -0.012173671530376884, 0.003141592653000486, -0.006675884387626033, 0.001570796326500243, -0.013351768775252066, -0.00510508806112579, 0.03180862561162992, 0.005890486224375911, -0.001570796326500243, 0.0)","(0.0, 0.0, 4.336, -15.052, 0.964, -23.924, 0.4, -0.152, -0.26, 1.28, -14.248, -0.028, -23.064, 0.388, 0.56, 0.064, -20.48)"
2017/07/11/16:16:06.417862,3116688,1499760970,363712921,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.056373793954788955, 0.3777427690167831, 1.2643836644145523, -0.8425389477460635, -0.966791391564782, -0.20401944478876002, 1.1911360817930239, 1.6609176980829317, 0.04716990922747647, 1.8553497629474078, -0.9476166317162144, -1.4166312576121796, 0.07209709703061444, 1.2156797743991905, -0.16835439147042416, -12.565987119160338)","(0.0, 0.0007853981632501215, -0.005890486224375911, -0.003926990816250607, -0.0200276531628781, 0.024740042142378828, -0.012173671530376884, 0.0200276531628781, 0.013351768775252066, 0.011388273367126762, 0.004319689897875668, 0.0011780972448751821, -0.00039269908162506076, 0.0035342917346255468, 0.0027488935713754254, -0.011780972448751823, 0.0)","(0.0, 0.0, 4.24, -15.052, 0.996, -24.02, 0.388, -0.164, -0.268, 1.28, -14.248, 0.124, -23.004, 0.388, 0.56, 0.044, -20.48)"
2017/07/11/16:16:06.427838,3116689,1499760970,373736098,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.05560680356084625, 0.3781262642137545, 1.2640001692175808, -0.8433059381400062, -0.9660244011708393, -0.2044029399857314, 1.1907525865960524, 1.6605342028859604, 0.04716990922747647, 1.8561167533413507, -0.948383622110157, -1.4173982480061222, 0.07209709703061444, 1.215296279202219, -0.16835439147042416, -12.565987119160338)","(0.0, 0.008246680714126275, 0.012959069693627005, -0.00039269908162506076, -0.023954643979128706, 0.03259402377488004, -0.0007853981632501215, 0.004319689897875668, 0.00039269908162506076, 0.0, -0.008639379795751335, 0.0, -0.00039269908162506076, -0.023561944897503646, 0.007853981632501214, 0.003141592653000486, 0.0)","(0.0, 0.0, 4.304, -15.052, 1.088, -24.088, 0.4, -0.184, -0.296, 1.184, -14.28, 0.092, -23.096, 0.388, 0.56, 0.036, -20.48)"
2017/07/11/16:16:06.437808,3116690,1499760970,383722826,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.05560680356084625, 0.3781262642137545, 1.2647671596115235, -0.8436894333369775, -0.965640905973868, -0.20401944478876002, 1.1907525865960524, 1.661301193279903, 0.04793689962141918, 1.8561167533413507, -0.9476166317162144, -1.4166312576121796, 0.07286408742455715, 1.2156797743991905, -0.1679708962734528, -12.565987119160338)","(0.0, -0.00039269908162506076, -0.004319689897875668, 0.012959069693627005, -0.039662607244131134, 0.034950218264630406, -0.004319689897875668, 0.0023561944897503642, -0.003926990816250607, 0.009032078877376396, 0.011780972448751823, -0.0007853981632501215, 0.01531526418337737, -0.014529866020127248, 0.001570796326500243, 0.014137166938502187, 0.0)","(0.0, 0.0, 4.368, -15.08, 1.028, -24.052, 0.416, -0.164, -0.28, 1.216, -14.28, 0.06, -23.004, 0.376, 0.54, 0.072, -20.48)"
