time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:12:30.184942,204211,1499760750,184613943,0,3273,4052,9860,12002,250,2038,233
2017/07/11/16:12:30.207398,204212,1499760750,207153081,0,3285,4058,9862,11996,325,2024,359
2017/07/11/16:12:30.229865,204213,1499760750,229644060,0,3291,4058,9866,11991,340,2002,368
2017/07/11/16:12:30.245402,204214,1499760750,245174884,0,3292,4044,9895,11971,328,2023,326
2017/07/11/16:12:30.267441,204215,1499760750,267222881,0,3300,4000,9939,11947,277,2003,442
2017/07/11/16:12:30.290038,204216,1499760750,289824962,0,3309,3935,9994,11920,258,2036,394
2017/07/11/16:12:30.312563,204217,1499760750,311305046,0,3311,3847,10053,11899,255,2115,298
2017/07/11/16:12:30.327814,204218,1499760750,327485084,0,3307,3722,10108,11893,193,2185,316
2017/07/11/16:12:30.342885,204219,1499760750,342550992,0,3280,3549,10122,11941,237,2198,438
2017/07/11/16:12:30.364703,204220,1499760750,364515066,0,3326,3368,10194,11920,-77,2215,102
2017/07/11/16:12:30.387949,204221,1499760750,387686014,0,3364,3179,10244,11919,-22,2083,334
2017/07/11/16:12:30.402850,204222,1499760750,402615070,0,3412,2967,10294,11916,-51,2106,404
2017/07/11/16:12:30.425370,204223,1499760750,425046920,0,3465,2738,10345,11912,-163,2160,348
2017/07/11/16:12:30.447706,204224,1499760750,447458028,0,3521,2497,10408,11893,-306,2090,291
2017/07/11/16:12:30.463350,204225,1499760750,463113069,0,3589,2255,10483,11855,-373,2083,288
2017/07/11/16:12:30.485115,204226,1499760750,484735965,0,3674,2013,10545,11818,-400,2118,331
2017/07/11/16:12:30.507351,204227,1499760750,507133960,0,3759,1762,10584,11796,-423,2048,375
2017/07/11/16:12:30.522456,204228,1499760750,522247076,0,3851,1504,10606,11782,-513,1969,324
2017/07/11/16:12:30.545086,204229,1499760750,544672012,0,3949,1253,10630,11758,-571,1923,270
2017/07/11/16:12:30.567452,204230,1499760750,567202091,0,4060,1012,10662,11714,-624,1896,276
2017/07/11/16:12:30.582435,204231,1499760750,582257986,0,4168,782,10696,11663,-630,1945,322
2017/07/11/16:12:30.604767,204232,1499760750,604605913,0,4279,558,10712,11620,-658,1954,320
2017/07/11/16:12:30.627446,204233,1499760750,627191066,0,4384,335,10709,11593,-703,1908,343
2017/07/11/16:12:30.642635,204234,1499760750,642426967,0,4488,117,10700,11566,-790,1806,299
2017/07/11/16:12:30.664880,204235,1499760750,664629936,0,4599,-86,10690,11531,-818,1783,301
2017/07/11/16:12:30.687873,204236,1499760750,687553882,0,4714,-282,10668,11503,-840,1777,341
2017/07/11/16:12:30.703195,204237,1499760750,702595949,0,4829,-471,10639,11476,-854,1714,363
2017/07/11/16:12:30.725004,204238,1499760750,724802017,0,4949,-655,10604,11447,-935,1681,315
2017/07/11/16:12:30.747296,204239,1499760750,747148036,0,5070,-822,10566,11418,-1001,1678,284
2017/07/11/16:12:30.762723,204240,1499760750,762377977,0,5183,-973,10508,11410,-980,1681,356
2017/07/11/16:12:30.785745,204241,1499760750,785259962,0,5300,-1107,10444,11403,-1007,1618,325
2017/07/11/16:12:30.807727,204242,1499760750,807476043,0,5411,-1223,10375,11401,-1060,1587,326
2017/07/11/16:12:30.822605,204243,1499760750,822345018,0,5522,-1320,10297,11408,-1038,1597,364
2017/07/11/16:12:30.845282,204244,1499760750,845051050,0,5628,-1404,10211,11424,-1051,1554,369
2017/07/11/16:12:30.867665,204245,1499760750,867352962,0,5731,-1480,10119,11444,-1058,1522,435
2017/07/11/16:12:30.882741,204246,1499760750,882438898,0,5835,-1546,10013,11477,-1089,1526,481
2017/07/11/16:12:30.905004,204247,1499760750,904738903,0,5951,-1599,9907,11502,-1156,1471,442
2017/07/11/16:12:30.927521,204248,1499760750,927292108,0,6051,-1631,9806,11532,-1094,1463,465
2017/07/11/16:12:30.949977,204249,1499760750,949762105,0,6123,-1664,9681,11595,-1073,1603,561
2017/07/11/16:12:30.965055,204250,1499760750,964819908,0,6207,-1712,9528,11669,-1162,1380,602
2017/07/11/16:12:30.987476,204251,1499760750,987288951,0,6322,-1746,9379,11722,-1227,1214,652
2017/07/11/16:12:31.009964,204252,1499760751,9751081,0,6440,-1732,9275,11744,-1165,1368,668
2017/07/11/16:12:31.028795,204253,1499760751,28584003,0,6504,-1704,9171,11794,-1010,1652,710
2017/07/11/16:12:31.057973,204254,1499760751,57164907,0,6557,-1698,9024,11878,-1067,1475,672
2017/07/11/16:12:31.069827,204255,1499760751,69669008,0,6636,-1702,8869,11951,-1143,1187,799
2017/07/11/16:12:31.085678,204256,1499760751,85099935,0,6731,-1687,8755,11984,-1176,1259,879
2017/07/11/16:12:31.108038,204257,1499760751,107748031,0,6801,-1655,8649,12026,-1061,1518,833
2017/07/11/16:12:31.130649,204258,1499760751,130068063,0,6850,-1643,8515,12095,-996,1460,745
2017/07/11/16:12:31.145442,204259,1499760751,145051002,0,6910,-1646,8352,12173,-1088,1214,883
2017/07/11/16:12:31.167318,204260,1499760751,167109012,0,6985,-1637,8204,12232,-1078,1180,980
2017/07/11/16:12:31.190502,204261,1499760751,190049886,0,7055,-1630,8062,12288,-1034,1289,1058
2017/07/11/16:12:31.205927,204262,1499760751,205674886,0,7121,-1635,7905,12351,-1152,1281,974
2017/07/11/16:12:31.236617,204263,1499760751,235655069,0,7186,-1621,7754,12410,-1133,1243,936
2017/07/11/16:12:31.250164,204264,1499760751,249878883,0,7234,-1600,7596,12483,-960,1220,1058
2017/07/11/16:12:31.272902,204265,1499760751,272536039,0,7279,-1591,7437,12553,-1030,1174,1098
2017/07/11/16:12:31.287301,204266,1499760751,287112951,0,7338,-1587,7273,12615,-1083,1089,1211
2017/07/11/16:12:31.309766,204267,1499760751,309612989,0,7407,-1563,7134,12657,-1097,1136,1141
2017/07/11/16:12:31.326838,204268,1499760751,326569080,0,7459,-1510,7012,12701,-998,1242,1152
2017/07/11/16:12:31.347814,204269,1499760751,347481966,0,7488,-1466,6875,12765,-908,1171,1206
2017/07/11/16:12:31.370911,204270,1499760751,370558977,0,7526,-1431,6726,12825,-1001,946,1246
