time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:28:04.823234,71168,1499758084,822990894,0,7336,6501,7185,10987,263,1861,574
2017/07/11/15:28:04.845438,71169,1499758084,845206022,0,7333,6483,7134,11032,224,1858,693
2017/07/11/15:28:04.859887,71170,1499758084,859679937,0,7325,6481,7078,11075,245,1852,704
2017/07/11/15:28:04.882323,71171,1499758084,882123947,0,7319,6484,7020,11114,329,1896,637
2017/07/11/15:28:04.905025,71172,1499758084,904772043,0,7322,6490,6962,11144,291,1864,665
2017/07/11/15:28:04.919596,71173,1499758084,919516086,0,7332,6504,6891,11174,375,1751,697
2017/07/11/15:28:04.942676,71174,1499758084,942234992,0,7331,6525,6860,11182,352,1690,757
2017/07/11/15:28:04.964793,71175,1499758084,964607000,0,7329,6553,6854,11170,253,1832,699
2017/07/11/15:28:04.980015,71176,1499758084,979795932,0,7332,6583,6838,11161,333,1937,680
2017/07/11/15:28:05.002771,71177,1499758085,2257108,0,7356,6606,6796,11157,364,1761,667
2017/07/11/15:28:05.026125,71178,1499758085,25604009,0,7376,6637,6768,11142,414,1706,631
2017/07/11/15:28:05.047221,71179,1499758085,47044992,0,7376,6662,6755,11135,397,1743,727
2017/07/11/15:28:05.062449,71180,1499758085,62295913,0,7384,6686,6748,11120,339,1823,693
2017/07/11/15:28:05.084896,71181,1499758085,84675073,0,7386,6726,6748,11094,387,1811,585
2017/07/11/15:28:05.099669,71182,1499758085,99505901,0,7394,6758,6748,11069,453,1830,581
2017/07/11/15:28:05.122762,71183,1499758085,122550010,0,7403,6772,6753,11051,449,1825,612
2017/07/11/15:28:05.146982,71184,1499758085,146846055,0,7406,6790,6770,11028,485,1835,634
2017/07/11/15:28:05.161570,71185,1499758085,161135911,0,7419,6789,6805,10998,427,1980,685
2017/07/11/15:28:05.183422,71186,1499758085,183339118,0,7425,6772,6837,10985,385,1960,654
