time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:18:05.601584,41249,1499757485,601274967,0,-181,1518,10381,12582,332,1988,368
2017/07/11/15:18:05.616418,41250,1499757485,616143941,0,-189,1518,10355,12603,288,1980,290
2017/07/11/15:18:05.639096,41251,1499757485,638747930,0,-202,1518,10304,12645,314,1901,476
2017/07/11/15:18:05.661242,41252,1499757485,661030054,0,-210,1527,10276,12666,301,1775,450
2017/07/11/15:18:05.683808,41253,1499757485,683594942,0,-222,1543,10284,12658,334,1871,400
2017/07/11/15:18:05.698607,41254,1499757485,698429107,0,-233,1559,10308,12636,353,1966,366
2017/07/11/15:18:05.721366,41255,1499757485,721117973,0,-247,1570,10317,12627,340,1949,352
2017/07/11/15:18:05.738934,41256,1499757485,738821029,0,-267,1570,10294,12645,284,1939,437
2017/07/11/15:18:05.761570,41257,1499757485,758420944,0,-283,1582,10269,12664,311,1829,455
2017/07/11/15:18:05.781096,41258,1499757485,780914068,0,-293,1594,10262,12668,318,1814,432
2017/07/11/15:18:05.797876,41259,1499757485,797673940,0,-299,1601,10268,12662,347,1910,424
2017/07/11/15:18:05.818566,41260,1499757485,818413019,0,-304,1597,10264,12666,354,2019,359
2017/07/11/15:18:05.841327,41261,1499757485,841088056,0,-310,1594,10222,12700,308,1934,474
2017/07/11/15:18:05.856477,41262,1499757485,856036901,0,-327,1610,10173,12736,395,1783,466
2017/07/11/15:18:05.883205,41263,1499757485,882926940,0,-336,1622,10166,12740,389,1789,448
2017/07/11/15:18:05.901140,41264,1499757485,901015043,0,-329,1628,10190,12721,368,1892,347
2017/07/11/15:18:05.917902,41265,1499757485,917448043,0,-324,1627,10186,12724,390,2045,424
2017/07/11/15:18:05.938963,41266,1499757485,938774108,0,-338,1634,10137,12762,405,1932,491
2017/07/11/15:18:05.961343,41267,1499757485,961064100,0,-352,1650,10090,12797,412,1733,442
2017/07/11/15:18:05.976019,41268,1499757485,975914955,0,-345,1660,10081,12803,366,1729,439
2017/07/11/15:18:05.998568,41269,1499757485,998455047,0,-313,1666,10097,12790,371,1949,454
2017/07/11/15:18:06.021114,41270,1499757486,20971059,0,-281,1658,10083,12803,348,2037,475
2017/07/11/15:18:06.037611,41271,1499757486,37419080,0,-268,1662,10040,12836,352,1832,481
2017/07/11/15:18:06.058732,41272,1499757486,58546066,0,-233,1664,10031,12844,402,1774,465
2017/07/11/15:18:06.081547,41273,1499757486,81336975,0,-169,1656,10054,12828,364,1937,440
2017/07/11/15:18:06.104211,41274,1499757486,103976011,0,-126,1637,10052,12833,420,2008,542
2017/07/11/15:18:06.119000,41275,1499757486,118738889,0,-114,1610,10008,12870,484,1803,643
2017/07/11/15:18:06.141105,41276,1499757486,140932083,0,-70,1546,9991,12892,331,1838,501
2017/07/11/15:18:06.163972,41277,1499757486,163710117,0,-9,1467,10006,12890,301,2029,505
2017/07/11/15:18:06.178655,41278,1499757486,178453922,0,46,1380,10018,12890,328,2272,478
2017/07/11/15:18:06.201408,41279,1499757486,201136112,0,76,1288,9994,12917,238,2159,516
2017/07/11/15:18:06.223695,41280,1499757486,223516941,0,128,1174,9976,12942,57,1942,563
2017/07/11/15:18:06.242281,41281,1499757486,238626956,0,189,1063,10001,12931,112,2044,561
2017/07/11/15:18:06.261443,41282,1499757486,261300086,0,268,936,10056,12897,32,2191,476
2017/07/11/15:18:06.283777,41283,1499757486,283593893,0,339,801,10078,12887,79,2175,562
2017/07/11/15:18:06.298641,41284,1499757486,298481941,0,413,653,10085,12889,-76,2025,523
2017/07/11/15:18:06.322254,41285,1499757486,321445941,0,514,493,10110,12872,-211,1958,472
2017/07/11/15:18:06.343755,41286,1499757486,343573093,0,637,330,10153,12838,-171,2036,487
2017/07/11/15:18:06.358899,41287,1499757486,358592033,0,752,170,10189,12807,-185,2025,491
2017/07/11/15:18:06.381138,41288,1499757486,380944013,0,858,20,10219,12777,-248,1907,467
2017/07/11/15:18:06.403647,41289,1499757486,403462886,0,973,-126,10250,12743,-276,1898,452
2017/07/11/15:18:06.418702,41290,1499757486,418467044,0,1093,-271,10286,12702,-275,1922,434
2017/07/11/15:18:06.441310,41291,1499757486,441150903,0,1211,-411,10311,12668,-340,1908,411
2017/07/11/15:18:06.463574,41292,1499757486,463388919,0,1329,-545,10325,12639,-345,1824,470
2017/07/11/15:18:06.482510,41293,1499757486,482091903,0,1452,-673,10350,12599,-355,1790,459
2017/07/11/15:18:06.501640,41294,1499757486,501370906,0,1560,-792,10369,12563,-369,1871,433
2017/07/11/15:18:06.523812,41295,1499757486,523583889,0,1660,-904,10377,12537,-402,1899,371
2017/07/11/15:18:06.538957,41296,1499757486,538743972,0,1764,-1017,10371,12518,-459,1794,415
2017/07/11/15:18:06.569913,41297,1499757486,569212913,0,1865,-1123,10375,12491,-433,1773,395
2017/07/11/15:18:06.583763,41298,1499757486,583554983,0,1962,-1228,10381,12462,-488,1887,417
2017/07/11/15:18:06.598897,41299,1499757486,598463058,0,2054,-1330,10371,12444,-572,1906,426
2017/07/11/15:18:06.621194,41300,1499757486,620968103,0,2145,-1426,10357,12430,-618,1760,381
2017/07/11/15:18:06.644684,41301,1499757486,643830060,0,2237,-1512,10356,12405,-565,1760,376
2017/07/11/15:18:06.658729,41302,1499757486,658555984,0,2322,-1592,10361,12374,-605,1869,391
2017/07/11/15:18:06.681272,41303,1499757486,680999994,0,2397,-1665,10350,12360,-639,1915,413
2017/07/11/15:18:06.703813,41304,1499757486,703613996,0,2465,-1741,10312,12368,-660,1813,431
2017/07/11/15:18:06.719336,41305,1499757486,718935966,0,2535,-1818,10276,12373,-719,1715,398
2017/07/11/15:18:06.741160,41306,1499757486,740992069,0,2616,-1889,10260,12359,-755,1749,367
2017/07/11/15:18:06.763638,41307,1499757486,763469934,0,2705,-1953,10249,12339,-752,1857,367
2017/07/11/15:18:06.780160,41308,1499757486,779953956,0,2780,-2010,10221,12336,-698,1839,449
2017/07/11/15:18:06.801249,41309,1499757486,801091909,0,2845,-2069,10181,12344,-761,1804,418
2017/07/11/15:18:06.823833,41310,1499757486,823586940,0,2926,-2134,10146,12343,-915,1756,401
2017/07/11/15:18:06.838934,41311,1499757486,838633060,0,3013,-2189,10116,12337,-887,1785,432
2017/07/11/15:18:06.861084,41312,1499757486,860956907,0,3084,-2236,10089,12333,-817,1794,466
2017/07/11/15:18:06.886196,41313,1499757486,883671045,0,3152,-2288,10046,12342,-882,1820,453
2017/07/11/15:18:06.898760,41314,1499757486,898623943,0,3234,-2347,9997,12349,-961,1714,428
2017/07/11/15:18:06.921656,41315,1499757486,921381950,0,3324,-2398,9953,12351,-994,1715,440
2017/07/11/15:18:06.943836,41316,1499757486,943603992,0,3404,-2442,9907,12358,-949,1747,526
2017/07/11/15:18:06.958650,41317,1499757486,958435058,0,3475,-2486,9852,12373,-963,1761,489
2017/07/11/15:18:06.981311,41318,1499757486,981041908,0,3556,-2531,9791,12389,-1049,1663,447
2017/07/11/15:18:07.003591,41319,1499757487,3427982,0,3644,-2563,9743,12395,-1017,1536,466
2017/07/11/15:18:07.019568,41320,1499757487,19407987,0,3726,-2580,9713,12391,-952,1628,486
2017/07/11/15:18:07.041545,41321,1499757487,41342020,0,3794,-2591,9674,12399,-929,1646,532
2017/07/11/15:18:07.063535,41322,1499757487,63405036,0,3864,-2608,9617,12418,-1021,1577,534
2017/07/11/15:18:07.086202,41323,1499757487,86044073,0,3953,-2622,9566,12426,-1075,1502,514
