time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:19:53.549386,227549,1499761193,548657894,0,73,366,204,96,65,74,155,153
2017/07/11/16:19:53.565511,227550,1499761193,565042018,0,79,388,201,99,70,72,195,167
2017/07/11/16:19:53.587539,227551,1499761193,587282896,0,119,437,217,109,80,78,214,169
2017/07/11/16:19:53.608892,227552,1499761193,608392953,0,164,561,251,104,89,82,237,171
2017/07/11/16:19:53.623819,227553,1499761193,623423099,0,165,559,240,89,82,80,281,195
2017/07/11/16:19:53.645824,227554,1499761193,645627975,0,183,626,246,89,83,92,334,261
2017/07/11/16:19:53.668740,227555,1499761193,668386936,0,204,635,251,91,113,100,337,269
2017/07/11/16:19:53.683474,227556,1499761193,683198928,0,198,634,239,80,128,112,339,282
2017/07/11/16:19:53.706787,227557,1499761193,706079006,0,174,598,196,77,134,121,359,305
2017/07/11/16:19:53.728320,227558,1499761193,728044986,0,180,608,203,91,150,133,366,283
2017/07/11/16:19:53.743479,227559,1499761193,743103027,0,185,565,173,84,163,131,357,228
2017/07/11/16:19:53.766071,227560,1499761193,765860080,0,213,654,190,89,148,130,336,262
2017/07/11/16:19:53.788565,227561,1499761193,788161039,0,243,673,225,94,139,136,363,279
2017/07/11/16:19:53.803389,227562,1499761193,803131103,0,248,618,229,103,192,133,358,258
2017/07/11/16:19:53.825659,227563,1499761193,825439929,0,268,659,254,117,189,128,370,283
2017/07/11/16:19:53.848177,227564,1499761193,848007917,0,266,757,320,136,190,131,498,393
2017/07/11/16:19:53.863899,227565,1499761193,863473892,0,257,716,353,142,242,147,546,491
2017/07/11/16:19:53.887623,227566,1499761193,887506961,0,233,729,363,148,243,135,552,510
2017/07/11/16:19:53.908412,227567,1499761193,908206939,0,245,724,354,146,200,140,557,522
2017/07/11/16:19:53.923589,227568,1499761193,923290967,0,229,702,376,136,215,166,623,536
2017/07/11/16:19:53.947937,227569,1499761193,947679996,0,218,629,332,122,212,163,528,479
2017/07/11/16:19:53.968487,227570,1499761193,968230962,0,198,639,318,108,171,159,504,374
2017/07/11/16:19:53.983194,227571,1499761193,982990026,0,188,608,285,102,183,164,499,336
2017/07/11/16:19:54.006373,227572,1499761194,5964040,0,155,583,280,92,182,166,495,324
2017/07/11/16:19:54.028181,227573,1499761194,28012990,0,158,565,214,78,157,133,427,316
2017/07/11/16:19:54.044151,227574,1499761194,43581008,0,162,491,208,80,180,156,467,379
2017/07/11/16:19:54.065607,227575,1499761194,65490007,0,144,461,172,88,166,147,474,391
2017/07/11/16:19:54.088517,227576,1499761194,88299989,0,149,493,188,79,162,160,518,460
2017/07/11/16:19:54.111369,227577,1499761194,111033916,0,169,582,201,93,169,163,549,463
2017/07/11/16:19:54.126436,227578,1499761194,126004934,0,153,564,204,91,166,163,533,499
2017/07/11/16:19:54.148171,227579,1499761194,147969961,0,158,650,248,108,149,138,507,477
2017/07/11/16:19:54.171397,227580,1499761194,171044111,0,181,674,238,98,140,135,513,480
2017/07/11/16:19:54.186367,227581,1499761194,186105012,0,206,693,235,104,126,107,475,453
2017/07/11/16:19:54.208203,227582,1499761194,207958936,0,192,657,239,100,122,108,540,501
2017/07/11/16:19:54.230867,227583,1499761194,230715036,0,194,707,262,111,135,156,553,496
2017/07/11/16:19:54.245934,227584,1499761194,245719909,0,194,637,217,91,124,170,537,464
2017/07/11/16:19:54.268500,227585,1499761194,268302917,0,172,590,225,111,144,177,548,437
2017/07/11/16:19:54.290816,227586,1499761194,290679931,0,148,556,207,106,144,188,532,412
2017/07/11/16:19:54.306266,227587,1499761194,306003093,0,141,531,211,106,143,181,436,352
2017/07/11/16:19:54.328273,227588,1499761194,328083038,0,142,476,183,98,143,147,406,325
2017/07/11/16:19:54.350942,227589,1499761194,350656986,0,132,506,182,101,139,138,432,365
2017/07/11/16:19:54.367007,227590,1499761194,366904020,0,131,498,172,89,114,129,382,367
2017/07/11/16:19:54.389112,227591,1499761194,388567924,0,122,487,172,88,111,116,390,341
2017/07/11/16:19:54.410896,227592,1499761194,410526037,0,131,488,160,80,101,111,380,359
2017/07/11/16:19:54.425902,227593,1499761194,425695896,0,131,471,155,83,91,126,421,341
2017/07/11/16:19:54.448466,227594,1499761194,448240041,0,132,501,185,78,79,121,374,294
2017/07/11/16:19:54.471003,227595,1499761194,470702886,0,128,472,176,70,88,119,396,310
2017/07/11/16:19:54.485659,227596,1499761194,485457897,0,144,446,180,81,101,122,418,423
2017/07/11/16:19:54.508982,227597,1499761194,508469104,0,151,513,199,94,103,125,425,414
2017/07/11/16:19:54.531312,227598,1499761194,530810117,0,147,540,215,90,104,95,352,403
2017/07/11/16:19:54.546942,227599,1499761194,546375989,0,146,501,199,95,119,104,394,435
2017/07/11/16:19:54.568524,227600,1499761194,568273067,0,150,566,208,96,119,119,406,418
2017/07/11/16:19:54.591253,227601,1499761194,590859889,0,131,583,237,102,112,124,389,329
2017/07/11/16:19:54.606020,227602,1499761194,605761051,0,124,594,248,93,119,117,406,321
2017/07/11/16:19:54.628554,227603,1499761194,628350019,0,136,631,252,96,116,138,458,320
2017/07/11/16:19:54.651022,227604,1499761194,650791883,0,137,628,242,88,103,135,467,286
2017/07/11/16:19:54.666266,227605,1499761194,665945053,0,135,581,236,97,102,119,453,277
2017/07/11/16:19:54.688559,227606,1499761194,688235998,0,129,558,209,90,110,120,442,272
2017/07/11/16:19:54.711294,227607,1499761194,711051940,0,130,546,177,90,103,125,433,302
2017/07/11/16:19:54.725678,227608,1499761194,725521087,0,144,466,148,101,134,118,433,369
2017/07/11/16:19:54.748435,227609,1499761194,748229026,0,134,432,146,106,139,121,421,376
2017/07/11/16:19:54.772093,227610,1499761194,770992994,0,136,454,148,103,149,155,397,411
2017/07/11/16:19:54.793883,227611,1499761194,793440103,0,152,464,140,94,141,157,412,455
2017/07/11/16:19:54.808990,227612,1499761194,808698892,0,165,381,130,101,143,154,389,440
2017/07/11/16:19:54.831439,227613,1499761194,831075906,0,176,517,142,83,125,143,334,390
2017/07/11/16:19:54.846397,227614,1499761194,845833063,0,191,541,149,78,121,139,333,411
2017/07/11/16:19:54.868148,227615,1499761194,867913961,0,197,536,164,69,104,115,356,430
2017/07/11/16:19:54.890621,227616,1499761194,890458106,0,201,532,195,80,107,126,326,407
2017/07/11/16:19:54.906223,227617,1499761194,905930995,0,193,574,193,68,104,131,344,399
2017/07/11/16:19:54.928580,227618,1499761194,928318977,0,186,494,182,69,88,140,347,404
2017/07/11/16:19:54.951266,227619,1499761194,950861930,0,188,520,189,68,84,143,301,377
2017/07/11/16:19:54.965921,227620,1499761194,965713977,0,196,502,182,65,87,136,297,426
2017/07/11/16:19:54.988195,227621,1499761194,988050937,0,197,520,154,65,105,117,320,426
2017/07/11/16:19:55.010724,227622,1499761195,10607957,0,195,476,149,73,101,117,275,458
2017/07/11/16:19:55.025911,227623,1499761195,25727987,0,183,425,145,73,107,109,270,473
2017/07/11/16:19:55.058558,227624,1499761195,57708978,0,191,371,146,86,116,101,270,475
2017/07/11/16:19:55.071232,227625,1499761195,70976972,0,185,378,142,93,111,95,232,390
2017/07/11/16:19:55.094033,227626,1499761195,93482017,0,174,452,152,89,86,92,196,352
2017/07/11/16:19:55.108534,227627,1499761195,108302116,0,225,441,149,84,91,94,242,428
2017/07/11/16:19:55.130969,227628,1499761195,130527019,0,229,439,151,88,86,100,234,394
2017/07/11/16:19:55.153391,227629,1499761195,153033971,0,229,448,157,80,75,102,269,404
2017/07/11/16:19:55.168478,227630,1499761195,168286085,0,225,486,164,77,82,104,309,428
2017/07/11/16:19:55.191558,227631,1499761195,191101074,0,232,363,145,72,96,120,338,474
2017/07/11/16:19:55.213347,227632,1499761195,213181018,0,193,338,144,76,94,130,328,384
2017/07/11/16:19:55.228085,227633,1499761195,227961063,0,181,367,145,70,90,125,330,400
2017/07/11/16:19:55.251262,227634,1499761195,250983953,0,188,359,122,69,96,140,362,434
2017/07/11/16:19:55.273809,227635,1499761195,273554086,0,208,382,143,102,118,148,360,432
2017/07/11/16:19:55.288228,227636,1499761195,288019895,0,198,381,146,109,112,144,339,395
2017/07/11/16:19:55.310762,227637,1499761195,310580015,0,190,400,158,116,131,136,332,393
2017/07/11/16:19:55.334469,227638,1499761195,334099054,0,219,376,164,124,145,150,346,402
2017/07/11/16:19:55.348282,227639,1499761195,348140954,0,228,457,185,128,143,135,285,385
2017/07/11/16:19:55.371542,227640,1499761195,371068000,0,204,379,156,100,125,128,267,366
2017/07/11/16:19:55.393188,227641,1499761195,393007993,0,216,370,150,94,120,129,254,383
2017/07/11/16:19:55.408492,227642,1499761195,408236026,0,256,391,157,94,120,126,262,406
2017/07/11/16:19:55.431228,227643,1499761195,430844068,0,257,420,166,87,107,112,237,422
2017/07/11/16:19:55.453651,227644,1499761195,453234910,0,241,304,146,80,102,115,256,391
2017/07/11/16:19:55.468310,227645,1499761195,468019962,0,257,300,142,83,102,142,260,419
2017/07/11/16:19:55.491179,227646,1499761195,490823984,0,278,300,143,82,113,154,294,431
2017/07/11/16:19:55.513727,227647,1499761195,513318061,0,245,288,136,69,88,151,264,399
2017/07/11/16:19:55.535956,227648,1499761195,535701036,0,247,259,117,69,85,156,269,377
2017/07/11/16:19:55.552144,227649,1499761195,551980018,0,236,250,106,70,90,159,282,369
2017/07/11/16:19:55.573719,227650,1499761195,573317050,0,261,257,117,75,97,193,329,420
2017/07/11/16:19:55.588920,227651,1499761195,588644027,0,239,265,128,78,94,200,295,403
2017/07/11/16:19:55.611292,227652,1499761195,611022949,0,240,211,109,76,93,202,319,404
2017/07/11/16:19:55.633103,227653,1499761195,632961988,0,237,196,114,81,101,206,321,416
2017/07/11/16:19:55.648590,227654,1499761195,648309946,0,263,201,113,82,102,214,309,439
2017/07/11/16:19:55.670758,227655,1499761195,670608043,0,232,197,101,81,112,184,250,426
2017/07/11/16:19:55.693565,227656,1499761195,693336009,0,255,228,107,83,113,160,278,424
2017/07/11/16:19:55.708086,227657,1499761195,707948923,0,248,229,117,84,111,154,253,419
2017/07/11/16:19:55.739658,227658,1499761195,739170074,0,240,225,119,79,103,150,264,403
2017/07/11/16:19:55.753677,227659,1499761195,753298997,0,222,353,149,78,101,151,242,399
2017/07/11/16:19:55.768869,227660,1499761195,768589019,0,212,372,161,73,74,123,221,348
2017/07/11/16:19:55.790780,227661,1499761195,790656089,0,179,359,151,80,86,140,199,351
2017/07/11/16:19:55.813506,227662,1499761195,813143014,0,177,360,145,78,87,141,210,365
2017/07/11/16:19:55.830208,227663,1499761195,829937934,0,158,422,168,70,86,131,208,355
2017/07/11/16:19:55.851308,227664,1499761195,850935935,0,163,340,147,80,99,122,201,356
2017/07/11/16:19:55.873365,227665,1499761195,873130083,0,167,315,139,82,106,121,209,326
2017/07/11/16:19:55.890297,227666,1499761195,888005971,0,167,373,167,78,96,102,197,306
2017/07/11/16:19:55.911205,227667,1499761195,910680055,0,169,378,172,82,104,129,211,310
2017/07/11/16:19:55.933958,227668,1499761195,933585882,0,170,296,142,90,122,177,246,315
2017/07/11/16:19:55.948285,227669,1499761195,948081970,0,198,283,143,82,119,176,267,322
2017/07/11/16:19:55.970710,227670,1499761195,970519065,0,194,353,156,78,116,176,275,350
