time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:19:34.035589,226575,1499761174,34519910,0,69,201,71,29,32,28,36,52
2017/07/11/16:19:34.036879,226576,1499761174,36403894,0,82,192,71,30,32,30,37,72
2017/07/11/16:19:34.057341,226577,1499761174,57156085,0,92,222,105,43,37,31,82,88
2017/07/11/16:19:34.078198,226578,1499761174,77899932,0,97,260,121,47,41,34,113,99
2017/07/11/16:19:34.099324,226579,1499761174,99011898,0,120,403,137,52,41,38,181,134
2017/07/11/16:19:34.117769,226580,1499761174,117583990,0,138,454,148,56,43,38,192,138
2017/07/11/16:19:34.138304,226581,1499761174,137943029,0,172,486,176,87,57,47,213,145
2017/07/11/16:19:34.171863,226582,1499761174,170325994,0,178,508,199,97,63,49,213,150
2017/07/11/16:19:34.176969,226583,1499761174,176414966,0,188,582,231,108,65,54,229,166
2017/07/11/16:19:34.198258,226584,1499761174,198029994,0,192,530,235,118,73,64,204,169
2017/07/11/16:19:34.221992,226585,1499761174,221882104,0,189,555,263,135,88,70,226,190
2017/07/11/16:19:34.263387,226586,1499761174,263200044,0,189,683,289,122,86,82,292,192
2017/07/11/16:19:34.265587,226587,1499761174,265382051,0,188,794,338,137,148,105,328,197
2017/07/11/16:19:34.274889,226588,1499761174,274704933,0,182,769,323,137,189,114,336,195
2017/07/11/16:19:34.313359,226589,1499761174,313039064,0,186,753,337,141,192,119,367,252
2017/07/11/16:19:34.318493,226590,1499761174,318275928,0,231,873,370,137,200,135,428,263
2017/07/11/16:19:34.334651,226591,1499761174,334475994,0,227,781,343,139,199,130,410,263
2017/07/11/16:19:34.355457,226592,1499761174,355351924,0,234,679,282,127,165,117,399,274
2017/07/11/16:19:34.379128,226593,1499761174,378537893,0,235,726,293,124,197,130,413,284
2017/07/11/16:19:34.403203,226594,1499761174,402884006,0,223,724,277,133,295,197,393,259
2017/07/11/16:19:34.423714,226595,1499761174,423252105,0,183,584,216,123,299,195,327,251
2017/07/11/16:19:34.438615,226596,1499761174,438112974,0,170,621,248,128,311,208,343,251
2017/07/11/16:19:34.455100,226597,1499761174,454871892,0,168,607,258,130,314,212,343,285
2017/07/11/16:19:34.475770,226598,1499761174,475522994,0,165,505,234,124,272,199,312,268
2017/07/11/16:19:34.499657,226599,1499761174,499514102,0,162,531,229,96,157,140,416,349
2017/07/11/16:19:34.531646,226600,1499761174,531294107,0,146,480,211,92,132,131,424,338
2017/07/11/16:19:34.537880,226601,1499761174,537427902,0,129,430,168,77,98,109,395,334
2017/07/11/16:19:34.559688,226602,1499761174,559431076,0,113,453,156,48,72,104,421,363
2017/07/11/16:19:34.575003,226603,1499761174,574697971,0,110,441,152,49,64,109,421,364
2017/07/11/16:19:34.595975,226604,1499761174,595561981,0,113,439,146,62,53,96,326,281
2017/07/11/16:19:34.629030,226605,1499761174,628859043,0,116,414,139,63,51,92,312,283
2017/07/11/16:19:34.634910,226606,1499761174,634726047,0,109,464,154,69,53,90,307,292
2017/07/11/16:19:34.656385,226607,1499761174,655834913,0,111,440,154,65,51,82,282,226
2017/07/11/16:19:34.678192,226608,1499761174,677994012,0,114,511,160,72,64,88,293,254
2017/07/11/16:19:34.696080,226609,1499761174,695492982,0,112,555,197,85,90,95,289,239
2017/07/11/16:19:34.717585,226610,1499761174,717415094,0,126,556,195,84,96,109,323,300
2017/07/11/16:19:34.738630,226611,1499761174,738177061,0,141,545,189,82,97,111,320,332
2017/07/11/16:19:34.754597,226612,1499761174,754496097,0,135,517,171,85,102,112,319,335
2017/07/11/16:19:34.777557,226613,1499761174,777281045,0,129,535,194,82,98,107,328,362
2017/07/11/16:19:34.800574,226614,1499761174,798532962,0,123,495,176,62,82,115,407,403
2017/07/11/16:19:34.815935,226615,1499761174,815309047,0,117,491,178,68,79,102,394,400
2017/07/11/16:19:34.837929,226616,1499761174,837483882,0,108,436,189,76,79,103,417,375
2017/07/11/16:19:34.858946,226617,1499761174,858717918,0,110,504,208,87,76,109,422,392
2017/07/11/16:19:34.875844,226618,1499761174,875488042,0,120,421,184,88,86,114,517,407
2017/07/11/16:19:34.897696,226619,1499761174,897486925,0,138,386,170,85,80,98,465,395
2017/07/11/16:19:34.918050,226620,1499761174,917939901,0,132,384,168,80,77,102,461,378
2017/07/11/16:19:34.934986,226621,1499761174,934791088,0,160,367,145,75,83,133,569,500
2017/07/11/16:19:34.958476,226622,1499761174,958178997,0,164,405,132,67,87,135,612,510
2017/07/11/16:19:34.980489,226623,1499761174,980102062,0,172,428,146,61,75,128,553,484
2017/07/11/16:19:35.001169,226624,1499761175,718116,0,159,460,157,64,78,126,563,470
2017/07/11/16:19:35.017087,226625,1499761175,16982078,0,167,464,158,68,87,133,611,495
2017/07/11/16:19:35.038363,226626,1499761175,38223028,0,143,502,155,64,78,102,510,394
