time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/15:19:43.071484,47434,1499757583,71134090,0,50,197,82,31,22,25,40,75
2017/07/11/15:19:43.088296,47435,1499757583,88001012,0,81,267,146,38,23,25,49,91
2017/07/11/15:19:43.108644,47436,1499757583,108486890,0,92,261,164,50,32,30,72,106
2017/07/11/15:19:43.124295,47437,1499757583,123953104,0,95,236,160,49,35,33,75,131
2017/07/11/15:19:43.147675,47438,1499757583,147531986,0,93,236,160,51,37,35,85,132
2017/07/11/15:19:43.168789,47439,1499757583,168605089,0,108,394,250,63,49,42,95,135
2017/07/11/15:19:43.184033,47440,1499757583,183731079,0,108,487,272,77,61,50,101,133
2017/07/11/15:19:43.206265,47441,1499757583,206075906,0,127,521,301,78,63,57,117,148
2017/07/11/15:19:43.228871,47442,1499757583,228585004,0,133,563,321,89,67,69,184,144
2017/07/11/15:19:43.251224,47443,1499757583,251051902,0,140,667,365,105,80,85,194,151
2017/07/11/15:19:43.266260,47444,1499757583,266057968,0,142,643,323,119,92,97,248,172
2017/07/11/15:19:43.289566,47445,1499757583,289021015,0,166,636,304,116,92,107,286,181
2017/07/11/15:19:43.311252,47446,1499757583,311113119,0,153,656,281,124,104,112,348,226
2017/07/11/15:19:43.327860,47447,1499757583,327728033,0,288,656,268,126,105,107,332,226
2017/07/11/15:19:43.348861,47448,1499757583,348714113,0,310,663,255,117,99,103,350,238
2017/07/11/15:19:43.367346,47449,1499757583,366940021,0,353,696,264,106,88,94,337,271
2017/07/11/15:19:43.386250,47450,1499757583,386085987,0,352,627,240,105,83,87,355,335
2017/07/11/15:19:43.408805,47451,1499757583,408638954,0,357,597,245,96,67,82,318,326
2017/07/11/15:19:43.423838,47452,1499757583,423661947,0,270,703,267,96,70,97,329,331
2017/07/11/15:19:43.446329,47453,1499757583,446096897,0,268,621,233,102,71,95,330,321
2017/07/11/15:19:43.468893,47454,1499757583,468656063,0,215,592,225,96,72,117,463,349
2017/07/11/15:19:43.485239,47455,1499757583,485090017,0,205,623,228,89,71,118,454,297
2017/07/11/15:19:43.506167,47456,1499757583,506050109,0,209,691,273,110,79,118,464,309
2017/07/11/15:19:43.528913,47457,1499757583,528670072,0,205,620,285,107,74,115,504,317
2017/07/11/15:19:43.543713,47458,1499757583,543519020,0,177,682,306,105,75,117,540,324
2017/07/11/15:19:43.566315,47459,1499757583,566097974,0,162,690,320,110,79,107,451,264
2017/07/11/15:19:43.588891,47460,1499757583,588684082,0,150,673,318,118,89,116,459,262
2017/07/11/15:19:43.603860,47461,1499757583,603565931,0,132,648,292,112,87,117,444,240
2017/07/11/15:19:43.626862,47462,1499757583,626590967,0,128,625,260,108,88,112,399,239
2017/07/11/15:19:43.649738,47463,1499757583,649476051,0,119,548,233,100,92,106,363,240
2017/07/11/15:19:43.671749,47464,1499757583,671546936,0,132,510,199,99,96,102,358,236
2017/07/11/15:19:43.681338,47465,1499757583,681183099,0,132,510,199,99,96,102,358,236
2017/07/11/15:19:43.682062,47466,1499757583,681900978,0,352,627,240,105,83,87,355,335
2017/07/11/15:19:43.683946,47467,1499757583,683701038,0,357,597,245,96,67,82,318,326
2017/07/11/15:19:43.689634,47468,1499757583,689294099,0,270,703,267,96,70,97,329,331
2017/07/11/15:19:43.690519,47469,1499757583,690386056,0,155,563,234,99,87,91,387,270
2017/07/11/15:19:43.709257,47470,1499757583,708760023,0,151,662,262,84,81,105,439,273
2017/07/11/15:19:43.731169,47471,1499757583,731005907,0,154,777,324,99,89,116,459,291
2017/07/11/15:19:43.746396,47472,1499757583,746191978,0,162,795,338,99,86,132,492,298
2017/07/11/15:19:43.768728,47473,1499757583,768572092,0,152,776,340,90,73,125,493,309
2017/07/11/15:19:43.791343,47474,1499757583,791163921,0,122,767,352,95,73,126,466,284
