time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:17:46.672091,40304,1499757466,671835899,0,-533,1267,10164,12775,337,1916,451
2017/07/11/15:17:46.686318,40305,1499757466,686049938,0,-549,1276,10151,12784,295,1930,444
2017/07/11/15:17:46.708552,40306,1499757466,708383083,0,-557,1291,10151,12783,305,1908,407
2017/07/11/15:17:46.731264,40307,1499757466,730989933,0,-561,1300,10141,12790,292,1930,416
2017/07/11/15:17:46.746183,40308,1499757466,746012926,0,-584,1305,10098,12822,345,2028,569
2017/07/11/15:17:46.768723,40309,1499757466,768472909,0,-609,1330,10064,12845,303,1825,490
2017/07/11/15:17:46.791335,40310,1499757466,791090965,0,-636,1358,10069,12837,349,1725,428
2017/07/11/15:17:46.806345,40311,1499757466,806065082,0,-651,1362,10080,12827,307,1906,523
2017/07/11/15:17:46.828554,40312,1499757466,828386068,0,-661,1378,10064,12837,403,1939,480
2017/07/11/15:17:46.851414,40313,1499757466,851141929,0,-680,1404,10035,12856,457,1757,494
2017/07/11/15:17:46.866078,40314,1499757466,865886926,0,-695,1407,10007,12877,383,1738,514
2017/07/11/15:17:46.889098,40315,1499757466,888803958,0,-702,1409,9991,12889,365,1807,515
2017/07/11/15:17:46.911223,40316,1499757466,911092042,0,-704,1423,9999,12881,469,1851,461
2017/07/11/15:17:46.927331,40317,1499757466,927124023,0,-685,1429,10024,12862,395,1947,403
2017/07/11/15:17:46.950479,40318,1499757466,950289964,0,-666,1429,10023,12863,383,1969,461
2017/07/11/15:17:46.979725,40319,1499757466,979115962,0,-654,1440,9992,12887,376,1771,541
2017/07/11/15:17:46.986038,40320,1499757466,985869884,0,-625,1450,9989,12890,383,1789,496
2017/07/11/15:17:47.010086,40321,1499757467,9880065,0,-585,1450,10015,12871,454,1921,471
2017/07/11/15:17:47.031053,40322,1499757467,30919075,0,-541,1435,10006,12882,457,1918,641
2017/07/11/15:17:47.047803,40323,1499757467,47524929,0,-496,1404,9970,12915,383,1780,569
2017/07/11/15:17:47.068649,40324,1499757467,68455934,0,-457,1355,9974,12919,340,1820,497
2017/07/11/15:17:47.091084,40325,1499757467,90887069,0,-422,1309,10010,12896,389,2041,449
2017/07/11/15:17:47.106415,40326,1499757467,106158971,0,-389,1247,10033,12886,385,2129,521
2017/07/11/15:17:47.128536,40327,1499757467,128355979,0,-380,1172,10016,12906,272,1964,620
2017/07/11/15:17:47.151497,40328,1499757467,151334047,0,-380,1095,10011,12917,250,1918,571
2017/07/11/15:17:47.173942,40329,1499757467,173696041,0,-332,986,10060,12889,107,2071,430
2017/07/11/15:17:47.188721,40330,1499757467,188507080,0,-300,891,10096,12868,193,2156,523
2017/07/11/15:17:47.211181,40331,1499757467,210946083,0,-264,782,10110,12865,142,2072,543
2017/07/11/15:17:47.221226,40332,1499757467,221105098,0,-234,674,10119,12865,92,2000,539
2017/07/11/15:17:47.233652,40333,1499757467,233437061,0,-185,546,10144,12853,-34,2031,480
2017/07/11/15:17:47.256099,40334,1499757467,255923986,0,-126,415,10171,12836,-42,2008,485
2017/07/11/15:17:47.279611,40335,1499757467,279367923,0,-59,282,10198,12819,-4,2014,480
2017/07/11/15:17:47.301726,40336,1499757467,301526069,0,5,140,10229,12797,-74,1976,478
2017/07/11/15:17:47.316315,40337,1499757467,315994977,0,60,2,10256,12776,-65,2027,501
2017/07/11/15:17:47.339344,40338,1499757467,339168071,0,129,-159,10270,12763,-171,1995,499
2017/07/11/15:17:47.369494,40339,1499757467,369216918,0,197,-314,10290,12743,-233,1886,457
