time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2017/07/11/15:22:35.465843,2795241,1499757759,415265600,,0.78337126322,0.400439466815,0.167830578828,0.623086125318,0.77932615044,0.0585570787003,0.0313926776532,-0.00828586370177,0.0219044831841,0.00777219656318,0.0188696659649,0.00227533062098,0.0202961565529,3.90018939972,1.46446537971,-1.47382593155,-0.877333462238,1.73955905437,0.16219446063
2017/07/11/15:22:35.475660,2795242,1499757759,425261707,,0.783037815396,0.400948742083,0.167563827894,0.622806256633,0.779580684563,0.0582975946417,0.0311080924239,-0.0118803175279,0.0101578853603,-0.00377373378875,0.00432870424737,0.0192999354297,0.0181816406466,3.8967397213,1.30056214333,-1.54366004467,-0.719697415829,1.73494780064,0.207258015871
2017/07/11/15:22:35.485810,2795243,1499757759,435264956,,0.783429883889,0.40071333058,0.167777462622,0.623298443888,0.779151103744,0.0587002500505,0.031255207958,0.00101398712246,0.0113019590672,0.000760370753991,0.000932214837232,-0.00678536697481,0.0263436708944,4.15416955948,1.55355715752,-1.60545194149,-0.93996232748,1.83243656158,0.146274372935
2017/07/11/15:22:35.496058,2795244,1499757759,445262178,,0.782955241487,0.400853068354,0.167717983907,0.622721551096,0.779660829968,0.0582089946403,0.030960829394,-0.0084539537608,0.00570589789623,-0.0105520739221,0.000443170210969,0.0301477649031,0.0133211816727,4.10124492645,1.22624242306,-1.47250890732,-0.707005023956,1.83372163773,0.216770201921
2017/07/11/15:22:35.505747,2795245,1499757759,455266263,,0.782908955826,0.401000189193,0.167620200118,0.622676078174,0.779694082481,0.0582175054072,0.031021951556,-0.0100570309448,0.00613554367674,-0.00250145637096,-0.0149935642368,0.0161125266782,0.03850260161,4.34913444519,1.46360075474,-1.49036455154,-0.798018097878,1.90941333771,0.191774785519
2017/07/11/15:22:35.515878,2795246,1499757759,465267705,,0.783237747755,0.40055930421,0.167471439481,0.622943487942,0.779471196191,0.0582304421531,0.0312294852038,-0.000934962539834,-0.0207358648173,0.00302233298543,-0.0458016014792,-0.00595534193019,-0.0045949833187,4.2530002594,1.26528692245,-1.30832767487,-0.652364730835,1.92749965191,0.241265803576
2017/07/11/15:22:35.525751,2795247,1499757759,475267104,,0.782799905484,0.401550517671,0.167618455612,0.622077951774,0.780171473402,0.0582167838455,0.0310209620248,-0.00863851611192,0.00501108093095,-0.014604118782,0.00152608863794,0.0196367468158,0.00216336133264,4.62299585342,1.44960355759,-1.27816426754,-0.674898505211,2.06447267532,0.264522820711
2017/07/11/15:22:35.536031,2795248,1499757759,485266934,,0.782755107364,0.401242373831,0.167810356845,0.622733684498,0.779650939565,0.058281962865,0.0308282894584,0.0062172108994,-0.00413243181879,0.00193941582965,-0.00716679337498,-0.0161206912028,-0.00158016601449,3.99385142326,1.26794266701,-1.2971804142,-0.66674387455,1.82596814632,0.250868052244
2017/07/11/15:22:35.545791,2795249,1499757759,495263858,,0.783220956378,0.400653614832,0.167845064997,0.622731532172,0.779624476541,0.0582955789522,0.0315077750964,0.0102847932778,-0.00678946449354,0.0129125505902,0.0150601097152,-0.0216046830554,-0.0244246799479,3.71075081825,1.38504552841,-1.34379839897,-0.706794321537,1.69715547562,0.218404024839
2017/07/11/15:22:35.556071,2795250,1499757759,505270681,,0.783139067736,0.400763581179,0.167735721379,0.623117140674,0.779329971698,0.0582864939446,0.0311850739036,0.00316292822043,-0.0118935033462,-0.00761630432717,-0.00134674354306,0.011697599442,-0.0233196424519,3.48824524879,1.45109367371,-1.35222995281,-0.72011756897,1.61402201653,0.20715855062
