time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:19:34.010776,225368,1499761174,10549068,0,3323,4045,9511,12270,248,1979,392
2017/07/11/16:19:34.036891,225369,1499761174,35398006,0,3321,4074,9512,12260,259,1966,369
2017/07/11/16:19:34.056557,225370,1499761174,56355953,0,3311,4104,9507,12256,292,1933,371
2017/07/11/16:19:34.073022,225371,1499761174,72812080,0,3307,4128,9499,12255,231,1959,441
2017/07/11/16:19:34.093891,225372,1499761174,93674898,0,3300,4169,9499,12243,266,1908,382
2017/07/11/16:19:34.117535,225373,1499761174,116547107,0,3293,4206,9505,12228,270,1990,367
2017/07/11/16:19:34.131098,225374,1499761174,130765914,0,3281,4243,9500,12223,326,1910,366
2017/07/11/16:19:34.169667,225375,1499761174,169475078,0,3272,4272,9482,12229,354,1936,357
2017/07/11/16:19:34.171871,225376,1499761174,171124935,0,3258,4300,9473,12229,336,1915,347
2017/07/11/16:19:34.191369,225377,1499761174,191029071,0,3249,4325,9453,12239,337,1910,393
2017/07/11/16:19:34.221975,225378,1499761174,221220970,0,3251,4350,9428,12248,332,1873,377
2017/07/11/16:19:34.236712,225379,1499761174,236500978,0,3254,4370,9405,12258,357,1873,374
2017/07/11/16:19:34.264543,225380,1499761174,264331102,0,3254,4389,9387,12266,349,1844,379
2017/07/11/16:19:34.274207,225381,1499761174,273843050,0,3249,4401,9359,12283,375,1834,420
2017/07/11/16:19:34.312428,225382,1499761174,312203884,0,3240,4410,9332,12303,410,1770,421
2017/07/11/16:19:34.314211,225383,1499761174,314078092,0,3240,4416,9319,12311,400,1841,377
2017/07/11/16:19:34.333845,225384,1499761174,333678007,0,3237,4424,9320,12308,387,1886,386
2017/07/11/16:19:34.348153,225385,1499761174,347971916,0,3234,4434,9328,12299,374,1921,382
2017/07/11/16:19:34.371318,225386,1499761174,371015071,0,3233,4435,9319,12306,390,1916,386
2017/07/11/16:19:34.402093,225387,1499761174,401758909,0,3226,4429,9303,12322,407,1853,366
