time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:22:29.992620,234152,1499761349,992301940,0,2115,3663,10026,12247,342,1929,295
2017/07/11/16:22:30.007838,234153,1499761350,7672071,0,2111,3667,10022,12250,347,1863,287
2017/07/11/16:22:30.028867,234154,1499761350,28619050,0,2108,3666,10019,12254,358,1879,300
2017/07/11/16:22:30.052101,234155,1499761350,51492929,0,2107,3662,10019,12255,346,1951,270
2017/07/11/16:22:30.066048,234156,1499761350,65838098,0,2109,3651,10012,12263,310,2016,327
2017/07/11/16:22:30.088536,234157,1499761350,88380098,0,2110,3652,9994,12278,347,1928,307
2017/07/11/16:22:30.119402,234158,1499761350,119286060,0,2111,3651,9982,12288,332,1949,289
2017/07/11/16:22:30.134464,234159,1499761350,133992910,0,2115,3651,9969,12297,345,1926,285
2017/07/11/16:22:30.157370,234160,1499761350,156968116,0,2116,3647,9948,12316,419,1996,287
2017/07/11/16:22:30.172104,234161,1499761350,171473979,0,2122,3639,9922,12338,376,1947,310
2017/07/11/16:22:30.186231,234162,1499761350,186016082,0,2141,3629,9890,12363,326,1920,318
2017/07/11/16:22:30.208773,234163,1499761350,208467960,0,2162,3619,9856,12389,331,1903,349
2017/07/11/16:22:30.231527,234164,1499761350,231360912,0,2178,3622,9821,12414,406,1873,346
2017/07/11/16:22:30.246425,234165,1499761350,246126890,0,2186,3622,9796,12432,380,1844,375
2017/07/11/16:22:30.268687,234166,1499761350,268558025,0,2199,3618,9778,12445,325,1884,394
2017/07/11/16:22:30.291568,234167,1499761350,291215896,0,2211,3610,9766,12455,366,1895,406
2017/07/11/16:22:30.306535,234168,1499761350,306307077,0,2221,3601,9747,12470,398,1877,385
2017/07/11/16:22:30.329089,234169,1499761350,328824996,0,2223,3587,9723,12493,385,1814,448
2017/07/11/16:22:30.351113,234170,1499761350,350929975,0,2223,3573,9713,12504,399,1795,436
2017/07/11/16:22:30.375515,234171,1499761350,375114917,0,2215,3552,9722,12505,490,1831,451
2017/07/11/16:22:30.389259,234172,1499761350,388962984,0,2203,3511,9730,12512,391,1890,447
2017/07/11/16:22:30.411171,234173,1499761350,411003112,0,2190,3461,9745,12517,354,1856,433
2017/07/11/16:22:30.433883,234174,1499761350,433695077,0,2179,3399,9776,12512,309,1875,460
2017/07/11/16:22:30.457876,234175,1499761350,457693099,0,2164,3333,9812,12504,295,1938,442
2017/07/11/16:22:30.471335,234176,1499761350,471175909,0,2141,3269,9847,12497,281,1936,408
2017/07/11/16:22:30.517693,234177,1499761350,517486095,0,2128,3189,9876,12497,277,1946,414
2017/07/11/16:22:30.519786,234178,1499761350,519551038,0,2130,3105,9900,12499,233,1950,413
2017/07/11/16:22:30.531408,234179,1499761350,531029939,0,2136,3019,9928,12497,264,1998,393
2017/07/11/16:22:30.554458,234180,1499761350,553837060,0,2133,2932,9953,12498,286,2089,369
2017/07/11/16:22:30.570718,234181,1499761350,570344924,0,2110,2853,9953,12520,428,2215,408
2017/07/11/16:22:30.591505,234182,1499761350,591262102,0,2105,2698,9865,12625,-106,2246,530
2017/07/11/16:22:30.613590,234183,1499761350,613395929,0,2106,2583,9841,12667,132,1613,431
2017/07/11/16:22:30.629050,234184,1499761350,628793954,0,2107,2469,9890,12652,239,1933,486
2017/07/11/16:22:30.653179,234185,1499761350,652894020,0,2118,2338,9946,12631,73,2161,487
2017/07/11/16:22:30.673810,234186,1499761350,673592090,0,2121,2199,9972,12635,135,2179,484
2017/07/11/16:22:30.689200,234187,1499761350,688884973,0,2140,2048,9981,12650,-28,2020,448
2017/07/11/16:22:30.711382,234188,1499761350,711213111,0,2171,1897,10012,12643,-67,1936,450
2017/07/11/16:22:30.733801,234189,1499761350,733540058,0,2206,1745,10053,12627,-53,1999,470
2017/07/11/16:22:30.748857,234190,1499761350,748481035,0,2239,1592,10099,12604,-101,2042,431
2017/07/11/16:22:30.772976,234191,1499761350,772758960,0,2278,1433,10137,12586,-153,2004,445
2017/07/11/16:22:30.793724,234192,1499761350,793505907,0,2324,1273,10180,12560,-183,1950,424
2017/07/11/16:22:30.810920,234193,1499761350,809838056,0,2376,1115,10229,12525,-248,1968,419
