time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:09:27.454776,196311,1499760567,454498052,0,79,67,35,26,23,31,41,56
2017/07/11/16:09:27.469296,196312,1499760567,469151973,0,78,73,36,28,34,34,43,58
2017/07/11/16:09:27.491640,196313,1499760567,491528034,0,75,73,36,32,38,40,41,54
2017/07/11/16:09:27.516467,196314,1499760567,515997886,0,78,78,37,33,38,45,33,50
2017/07/11/16:09:27.529624,196315,1499760567,529412984,0,74,70,45,37,40,48,31,48
2017/07/11/16:09:27.552218,196316,1499760567,552015066,0,111,64,48,38,41,49,30,60
2017/07/11/16:09:27.574403,196317,1499760567,574232101,0,122,54,48,37,33,47,30,62
2017/07/11/16:09:27.589322,196318,1499760567,589152097,0,137,64,52,34,32,61,38,65
2017/07/11/16:09:27.612534,196319,1499760567,612168073,0,176,69,65,36,30,57,38,73
2017/07/11/16:09:27.635531,196320,1499760567,634223937,0,177,73,79,34,28,65,41,86
2017/07/11/16:09:27.649828,196321,1499760567,649539947,0,161,72,83,35,28,67,43,83
2017/07/11/16:09:27.671939,196322,1499760567,671716928,0,211,80,84,35,31,72,53,88
2017/07/11/16:09:27.694876,196323,1499760567,694389104,0,255,93,84,38,32,75,58,96
2017/07/11/16:09:27.709342,196324,1499760567,709180116,0,280,110,92,40,35,76,60,91
2017/07/11/16:09:27.732366,196325,1499760567,732063055,0,306,140,83,44,37,73,61,87
2017/07/11/16:09:27.754802,196326,1499760567,754544019,0,323,143,79,42,39,88,73,90
2017/07/11/16:09:27.770993,196327,1499760567,770749092,0,300,144,87,51,39,87,71,93
2017/07/11/16:09:27.792495,196328,1499760567,792186021,0,291,135,88,54,38,76,67,90
2017/07/11/16:09:27.814846,196329,1499760567,814593076,0,249,118,73,53,38,87,73,94
2017/07/11/16:09:27.829633,196330,1499760567,829377889,0,235,102,65,51,37,117,77,106
2017/07/11/16:09:27.852014,196331,1499760567,851664066,0,338,121,65,52,36,108,76,122
2017/07/11/16:09:27.875231,196332,1499760567,874707937,0,387,133,57,45,37,111,90,129
2017/07/11/16:09:27.889362,196333,1499760567,889192104,0,378,133,55,37,36,129,108,127
2017/07/11/16:09:27.912361,196334,1499760567,911890029,0,381,138,52,35,33,133,111,125
2017/07/11/16:09:27.934708,196335,1499760567,934446096,0,439,154,57,31,31,108,111,113
2017/07/11/16:09:27.950007,196336,1499760567,949800014,0,481,146,64,29,33,122,118,106
2017/07/11/16:09:27.972065,196337,1499760567,971960067,0,443,132,62,26,31,122,119,90
2017/07/11/16:09:27.994793,196338,1499760567,994445085,0,443,132,60,28,31,119,107,91
2017/07/11/16:09:28.009922,196339,1499760568,9656906,0,490,141,57,27,30,105,104,92
2017/07/11/16:09:28.032656,196340,1499760568,32254934,0,492,135,57,30,32,103,103,116
2017/07/11/16:09:28.054237,196341,1499760568,54096937,0,406,141,66,35,37,131,102,118
2017/07/11/16:09:28.069600,196342,1499760568,69245100,0,453,148,67,37,41,132,103,134
2017/07/11/16:09:28.108572,196343,1499760568,107780933,0,457,152,72,37,40,127,100,135
2017/07/11/16:09:28.114601,196344,1499760568,114300012,0,440,137,72,38,44,135,98,144
2017/07/11/16:09:28.129291,196345,1499760568,129096984,0,432,139,70,40,44,145,116,128
2017/07/11/16:09:28.152680,196346,1499760568,152199029,0,472,154,60,37,39,137,119,131
2017/07/11/16:09:28.174491,196347,1499760568,174304962,0,447,154,60,36,36,136,110,124
2017/07/11/16:09:28.189296,196348,1499760568,189069986,0,473,150,53,34,35,135,123,129
2017/07/11/16:09:28.212488,196349,1499760568,212052106,0,518,168,57,36,34,131,148,157
2017/07/11/16:09:28.234958,196350,1499760568,234544038,0,504,151,56,32,34,123,141,160
2017/07/11/16:09:28.256915,196351,1499760568,256731033,0,453,128,49,30,33,86,131,157
2017/07/11/16:09:28.271935,196352,1499760568,271709918,0,513,148,54,33,35,115,134,160
2017/07/11/16:09:28.294632,196353,1499760568,294365882,0,570,177,67,38,43,122,129,183
2017/07/11/16:09:28.327001,196354,1499760568,326334953,0,525,166,66,36,41,129,115,193
2017/07/11/16:09:28.331796,196355,1499760568,331610918,0,522,167,66,37,40,144,113,198
2017/07/11/16:09:28.354777,196356,1499760568,354456901,0,585,174,70,41,46,160,123,258
2017/07/11/16:09:28.385609,196357,1499760568,385380029,0,553,152,73,43,50,140,118,259
