time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:12:48.291874,205114,1499760768,291627883,0,3191,3834,9915,12051,393,2198,570
2017/07/11/16:12:48.297202,205115,1499760768,297085046,0,3198,3616,9968,12073,-55,2382,314
2017/07/11/16:12:48.321481,205116,1499760768,320326089,0,3211,3415,9997,12104,-51,2311,359
2017/07/11/16:12:48.335664,205117,1499760768,335187911,0,3262,3181,10057,12104,-125,2039,442
2017/07/11/16:12:48.358104,205118,1499760768,357875108,0,3313,2942,10145,12077,-128,2066,397
2017/07/11/16:12:48.381398,205119,1499760768,380925893,0,3363,2700,10246,12034,-127,2210,336
2017/07/11/16:12:48.403183,205120,1499760768,402915954,0,3415,2440,10312,12019,-209,2136,419
2017/07/11/16:12:48.417550,205121,1499760768,417107105,0,3479,2163,10363,12009,-347,2027,350
2017/07/11/16:12:48.442601,205122,1499760768,441813945,0,3559,1888,10424,11980,-452,1938,311
2017/07/11/16:12:48.455401,205123,1499760768,455099105,0,3649,1624,10495,11929,-484,1912,345
2017/07/11/16:12:48.477613,205124,1499760768,477377891,0,3746,1365,10561,11874,-494,1970,358
2017/07/11/16:12:48.501175,205125,1499760768,500859022,0,3843,1107,10600,11835,-542,2000,342
2017/07/11/16:12:48.515553,205126,1499760768,515099048,0,3953,854,10615,11806,-587,1939,292
2017/07/11/16:12:48.537449,205127,1499760768,537221908,0,4062,611,10620,11780,-641,1826,305
2017/07/11/16:12:48.562034,205128,1499760768,561260938,0,4182,381,10626,11742,-735,1810,271
2017/07/11/16:12:48.575453,205129,1499760768,575098991,0,4310,170,10619,11706,-729,1812,344
2017/07/11/16:12:48.598000,205130,1499760768,597700119,0,4427,-31,10590,11691,-767,1842,367
2017/07/11/16:12:48.620477,205131,1499760768,620305061,0,4548,-226,10553,11675,-840,1839,258
2017/07/11/16:12:48.635047,205132,1499760768,634844064,0,4663,-400,10505,11668,-833,1757,286
2017/07/11/16:12:48.657529,205133,1499760768,657387971,0,4775,-553,10445,11670,-803,1711,396
2017/07/11/16:12:48.681045,205134,1499760768,680779933,0,4870,-692,10386,11676,-782,1746,416
2017/07/11/16:12:48.694961,205135,1499760768,694813013,0,4953,-823,10322,11690,-854,1745,418
2017/07/11/16:12:48.718207,205136,1499760768,717557907,0,5054,-947,10249,11701,-913,1698,386
2017/07/11/16:12:48.742429,205137,1499760768,741693019,0,5165,-1062,10173,11710,-941,1614,435
