time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:07:27.244852,189089,1499760447,244307994,0,1929,2826,9928,12575,204,1986,435
2017/07/11/16:07:27.267290,189090,1499760447,266835927,0,1938,2848,9916,12578,229,1922,405
2017/07/11/16:07:27.283498,189091,1499760447,283307075,0,1960,2872,9904,12579,325,1943,394
2017/07/11/16:07:27.304177,189092,1499760447,304011106,0,1989,2879,9892,12582,357,1870,440
2017/07/11/16:07:27.327401,189093,1499760447,327070951,0,2000,2861,9884,12591,385,1938,532
2017/07/11/16:07:27.342868,189094,1499760447,342751026,0,1999,2844,9904,12579,430,1913,525
2017/07/11/16:07:27.373265,189095,1499760447,372452020,0,2017,2780,9966,12541,319,1974,485
2017/07/11/16:07:27.395088,189096,1499760447,394898891,0,2043,2680,10049,12493,235,2105,463
2017/07/11/16:07:27.409446,189097,1499760447,409179925,0,2057,2546,10124,12458,162,2220,516
2017/07/11/16:07:27.429249,189098,1499760447,429032087,0,2048,2372,10162,12463,173,2261,582
2017/07/11/16:07:27.447198,189099,1499760447,446965932,0,2006,2149,10155,12516,71,2302,600
2017/07/11/16:07:27.477684,189100,1499760447,477385997,0,2006,1928,10191,12522,-230,2202,360
2017/07/11/16:07:27.484900,189101,1499760447,484491109,0,2017,1700,10253,12503,-230,2113,417
2017/07/11/16:07:27.507316,189102,1499760447,506853103,0,2056,1466,10319,12472,-277,2173,437
2017/07/11/16:07:27.529352,189103,1499760447,529086112,0,2106,1226,10370,12447,-285,2152,446
2017/07/11/16:07:27.559829,189104,1499760447,559663057,0,2163,977,10420,12417,-363,2039,384
2017/07/11/16:07:27.566817,189105,1499760447,566605091,0,2222,735,10483,12371,-404,2058,288
2017/07/11/16:07:27.589417,189106,1499760447,589248895,0,2283,505,10551,12313,-421,2090,296
2017/07/11/16:07:27.613760,189107,1499760447,612591981,0,2351,282,10590,12275,-410,2035,360
2017/07/11/16:07:27.626812,189108,1499760447,626669883,0,2424,57,10612,12244,-476,1902,349
2017/07/11/16:07:27.649519,189109,1499760447,649266004,0,2524,-162,10639,12199,-530,1844,275
2017/07/11/16:07:27.673245,189110,1499760447,672192096,0,2620,-364,10671,12146,-521,1891,303
