time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:17:11.083803,219443,1499761031,83364963,0,70,41,42,37,70,94,83,85
2017/07/11/16:17:11.099735,219444,1499761031,99411964,0,78,43,48,40,62,94,82,105
2017/07/11/16:17:11.112936,219445,1499761031,112667083,0,70,41,54,49,85,96,121,104
2017/07/11/16:17:11.135349,219446,1499761031,135142087,0,74,42,53,52,90,117,138,110
2017/07/11/16:17:11.158642,219447,1499761031,158409118,0,74,41,54,53,89,137,131,109
2017/07/11/16:17:11.173661,219448,1499761031,173079013,0,141,47,53,52,85,133,130,117
2017/07/11/16:17:11.197989,219449,1499761031,197438001,0,228,66,51,47,84,136,137,112
2017/07/11/16:17:11.217961,219450,1499761031,217650890,0,240,65,46,40,53,130,109,119
2017/07/11/16:17:11.238498,219451,1499761031,238151073,0,251,68,43,33,40,110,94,115
2017/07/11/16:17:11.256144,219452,1499761031,255606889,0,257,74,47,30,29,66,91,115
2017/07/11/16:17:11.278184,219453,1499761031,277997016,0,263,84,52,31,28,76,87,122
2017/07/11/16:17:11.300397,219454,1499761031,300105094,0,278,77,51,33,26,79,84,123
2017/07/11/16:17:11.316283,219455,1499761031,315608978,0,289,87,53,33,30,154,86,117
2017/07/11/16:17:11.337930,219456,1499761031,337790966,0,291,86,53,34,29,154,80,118
2017/07/11/16:17:11.361298,219457,1499761031,361120939,0,299,93,54,36,32,163,80,128
2017/07/11/16:17:11.375463,219458,1499761031,375207901,0,482,139,58,35,34,166,106,160
2017/07/11/16:17:11.397826,219459,1499761031,397638082,0,475,159,64,37,35,162,103,167
2017/07/11/16:17:11.420563,219460,1499761031,420277118,0,503,165,64,37,32,139,113,182
2017/07/11/16:17:11.443405,219461,1499761031,443072080,0,510,169,65,37,32,136,111,185
2017/07/11/16:17:11.457964,219462,1499761031,457669019,0,563,173,59,36,30,127,116,179
2017/07/11/16:17:11.480946,219463,1499761031,480659008,0,497,141,57,37,30,138,124,145
2017/07/11/16:17:11.496027,219464,1499761031,495676994,0,473,123,49,33,28,141,123,130
2017/07/11/16:17:11.518383,219465,1499761031,518095970,0,575,144,49,34,32,115,108,131
2017/07/11/16:17:11.548597,219466,1499761031,548384904,0,592,148,52,36,34,121,109,132
2017/07/11/16:17:11.555370,219467,1499761031,555134057,0,577,145,53,39,36,122,109,134
2017/07/11/16:17:11.578000,219468,1499761031,577764987,0,564,140,46,38,37,150,93,124
2017/07/11/16:17:11.600358,219469,1499761031,600146055,0,618,150,52,40,39,150,92,129
2017/07/11/16:17:11.615475,219470,1499761031,615309000,0,502,118,49,38,37,146,95,107
2017/07/11/16:17:11.638167,219471,1499761031,637800931,0,481,115,50,40,38,150,105,114
2017/07/11/16:17:11.660808,219472,1499761031,660479068,0,497,122,50,37,36,159,114,119
2017/07/11/16:17:11.675738,219473,1499761031,675488948,0,570,140,53,37,36,126,119,133
2017/07/11/16:17:11.702835,219474,1499761031,699193954,0,542,129,50,41,45,143,124,134
2017/07/11/16:17:11.720742,219475,1499761031,720519065,0,554,139,49,42,43,141,122,140
2017/07/11/16:17:11.737556,219476,1499761031,737222909,0,573,147,50,39,45,138,112,173
2017/07/11/16:17:11.758386,219477,1499761031,757966041,0,534,144,52,43,47,128,100,176
2017/07/11/16:17:11.780648,219478,1499761031,780297040,0,397,125,48,42,48,129,118,172
2017/07/11/16:17:11.796369,219479,1499761031,795731067,0,350,123,48,36,41,149,135,193
2017/07/11/16:17:11.818172,219480,1499761031,817835092,0,401,121,52,38,43,150,138,205
2017/07/11/16:17:11.840701,219481,1499761031,840382099,0,402,114,55,39,44,147,177,189
2017/07/11/16:17:11.855577,219482,1499761031,855206966,0,465,123,58,36,41,145,181,182
2017/07/11/16:17:11.878218,219483,1499761031,878009080,0,478,128,59,38,48,176,163,213
2017/07/11/16:17:11.900588,219484,1499761031,900336027,0,519,130,59,42,51,149,151,207
2017/07/11/16:17:11.915906,219485,1499761031,915630102,0,572,138,57,42,53,147,166,195
2017/07/11/16:17:11.937752,219486,1499761031,937599897,0,565,146,64,41,51,146,128,194
2017/07/11/16:17:11.960300,219487,1499761031,960117101,0,525,130,59,41,54,158,127,197
2017/07/11/16:17:11.976194,219488,1499761031,975735902,0,559,128,63,41,49,113,126,182
2017/07/11/16:17:11.997889,219489,1499761031,997708082,0,568,131,68,44,55,151,139,202
2017/07/11/16:17:12.029624,219490,1499761032,28707981,0,483,120,90,59,64,200,120,235
2017/07/11/16:17:12.035732,219491,1499761032,35476922,0,474,111,90,60,64,217,135,231
2017/07/11/16:17:12.058358,219492,1499761032,57921886,0,520,118,92,61,66,220,143,252
2017/07/11/16:17:12.081097,219493,1499761032,80475091,0,476,119,92,64,69,224,147,272
2017/07/11/16:17:12.095415,219494,1499761032,95180034,0,572,148,91,62,63,208,143,268
2017/07/11/16:17:12.118006,219495,1499761032,117798089,0,584,146,73,49,57,183,144,259
2017/07/11/16:17:12.140593,219496,1499761032,140264987,0,588,144,64,52,59,168,141,319
2017/07/11/16:17:12.156110,219497,1499761032,155577898,0,544,150,65,51,57,160,141,306
2017/07/11/16:17:12.177901,219498,1499761032,177761077,0,536,150,69,51,56,162,134,295
2017/07/11/16:17:12.200815,219499,1499761032,200329065,0,452,125,73,54,61,202,142,310
2017/07/11/16:17:12.222788,219500,1499761032,222657918,0,473,122,70,60,66,185,141,315
2017/07/11/16:17:12.238239,219501,1499761032,237956047,0,497,125,72,64,73,187,139,282
2017/07/11/16:17:12.260774,219502,1499761032,260514974,0,492,114,75,69,76,189,136,286
2017/07/11/16:17:12.283144,219503,1499761032,282815933,0,518,115,76,70,74,194,155,293
2017/07/11/16:17:12.297835,219504,1499761032,297625064,0,559,140,74,69,70,162,165,328
