time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:13:04.827433,207159,1499760784,827188968,0,61,80,47,28,28,39,38,51
2017/07/11/16:13:04.849930,207160,1499760784,849675893,0,77,85,45,27,24,39,44,64
2017/07/11/16:13:04.865307,207161,1499760784,864973068,0,79,84,46,28,34,25,48,57
2017/07/11/16:13:04.888091,207162,1499760784,887562036,0,81,86,47,29,45,25,50,60
2017/07/11/16:13:04.902469,207163,1499760784,902281999,0,100,85,48,32,48,25,51,68
2017/07/11/16:13:04.925313,207164,1499760784,924952983,0,96,72,38,30,49,25,60,73
2017/07/11/16:13:04.947398,207165,1499760784,947174072,0,111,73,42,32,54,25,58,67
2017/07/11/16:13:04.962370,207166,1499760784,962204933,0,231,78,41,32,49,34,60,94
2017/07/11/16:13:04.985479,207167,1499760784,985055923,0,245,78,40,39,53,40,59,102
2017/07/11/16:13:05.007954,207168,1499760785,7556915,0,257,136,72,40,50,43,58,100
2017/07/11/16:13:05.031156,207169,1499760785,30251979,0,271,142,76,43,52,46,53,111
2017/07/11/16:13:05.045342,207170,1499760785,45118093,0,265,141,79,44,49,53,53,121
2017/07/11/16:13:05.067164,207171,1499760785,67043066,0,179,139,82,46,49,53,75,111
2017/07/11/16:13:05.090072,207172,1499760785,89879989,0,165,139,82,41,32,52,89,126
2017/07/11/16:13:05.104967,207173,1499760785,104609966,0,182,87,59,40,33,51,100,134
2017/07/11/16:13:05.135562,207174,1499760785,135301113,0,184,78,59,40,30,51,95,123
2017/07/11/16:13:05.149842,207175,1499760785,149636983,0,219,81,57,40,29,52,114,129
2017/07/11/16:13:05.165297,207176,1499760785,164987087,0,221,78,52,36,26,48,103,136
2017/07/11/16:13:05.189102,207177,1499760785,188915967,0,233,95,55,37,26,44,97,119
2017/07/11/16:13:05.209798,207178,1499760785,209645032,0,229,99,60,36,25,43,90,120
2017/07/11/16:13:05.225044,207179,1499760785,224644899,0,284,103,62,38,27,70,97,127
2017/07/11/16:13:05.247895,207180,1499760785,247402906,0,264,108,57,35,32,99,79,111
2017/07/11/16:13:05.270080,207181,1499760785,269798994,0,265,110,60,39,33,103,74,93
2017/07/11/16:13:05.285531,207182,1499760785,285104036,0,296,109,65,39,38,142,119,99
2017/07/11/16:13:05.308987,207183,1499760785,308763980,0,309,111,69,44,42,146,121,109
2017/07/11/16:13:05.330096,207184,1499760785,329813957,0,261,111,63,42,41,138,117,110
2017/07/11/16:13:05.344872,207185,1499760785,344643115,0,255,103,66,42,39,117,122,112
2017/07/11/16:13:05.367458,207186,1499760785,367233991,0,340,121,64,39,39,119,132,125
2017/07/11/16:13:05.391837,207187,1499760785,391550064,0,320,120,60,38,35,86,97,135
2017/07/11/16:13:05.407358,207188,1499760785,407147884,0,370,127,52,35,30,81,93,134
2017/07/11/16:13:05.436122,207189,1499760785,435544013,0,399,126,56,35,32,92,96,136
2017/07/11/16:13:05.449925,207190,1499760785,449698925,0,435,137,56,36,35,117,90,145
2017/07/11/16:13:05.464787,207191,1499760785,464574098,0,383,130,63,36,36,115,79,146
2017/07/11/16:13:05.496411,207192,1499760785,496288061,0,435,148,64,38,38,104,64,135
2017/07/11/16:13:05.510533,207193,1499760785,509943008,0,380,143,65,38,41,111,80,129
2017/07/11/16:13:05.525092,207194,1499760785,524723052,0,395,147,66,41,44,108,98,121
2017/07/11/16:13:05.557069,207195,1499760785,555629968,0,394,140,64,40,40,101,94,116
2017/07/11/16:13:05.570121,207196,1499760785,569859027,0,433,138,58,39,40,119,100,109
2017/07/11/16:13:05.584779,207197,1499760785,584641933,0,409,108,54,36,39,134,108,112
2017/07/11/16:13:05.608477,207198,1499760785,607378005,0,563,122,51,34,50,156,100,118
2017/07/11/16:13:05.629952,207199,1499760785,629755020,0,569,112,48,32,51,154,81,119
2017/07/11/16:13:05.645131,207200,1499760785,644848108,0,561,117,47,31,52,157,110,112
2017/07/11/16:13:05.667848,207201,1499760785,667567968,0,545,115,49,33,53,150,109,106
2017/07/11/16:13:05.690213,207202,1499760785,689868927,0,548,123,49,34,55,154,109,113
2017/07/11/16:13:05.704821,207203,1499760785,704616069,0,421,121,54,36,47,155,119,133
2017/07/11/16:13:05.730443,207204,1499760785,729979991,0,398,126,54,36,44,154,122,150
2017/07/11/16:13:05.752869,207205,1499760785,752559900,0,479,136,57,38,63,175,125,171
2017/07/11/16:13:05.765519,207206,1499760785,765137910,0,496,149,70,43,65,178,123,196
2017/07/11/16:13:05.787900,207207,1499760785,787419080,0,516,152,75,45,67,200,125,197
2017/07/11/16:13:05.810634,207208,1499760785,810117959,0,595,151,76,45,69,190,142,207
2017/07/11/16:13:05.825082,207209,1499760785,824886083,0,648,145,76,44,67,189,142,219
2017/07/11/16:13:05.849600,207210,1499760785,849461078,0,604,139,79,49,50,163,140,231
2017/07/11/16:13:05.870223,207211,1499760785,869976997,0,606,138,70,51,73,194,154,229
2017/07/11/16:13:05.888853,207212,1499760785,888622999,0,567,134,64,50,74,163,153,231
2017/07/11/16:13:05.907718,207213,1499760785,907437086,0,511,125,56,50,71,156,134,223
2017/07/11/16:13:05.929904,207214,1499760785,929605960,0,470,121,57,52,75,163,147,241
2017/07/11/16:13:05.944935,207215,1499760785,944745063,0,455,114,47,47,77,186,136,237
2017/07/11/16:13:05.967361,207216,1499760785,967156887,0,471,107,50,43,56,181,129,275
2017/07/11/16:13:05.990463,207217,1499760785,989950895,0,473,102,49,43,52,184,128,282
2017/07/11/16:13:06.015830,207218,1499760786,14971971,0,547,132,58,49,56,191,123,297
2017/07/11/16:13:06.017158,207219,1499760786,16048908,0,547,132,58,49,56,191,123,297
2017/07/11/16:13:06.017885,207220,1499760786,16937017,0,398,126,54,36,44,154,122,150
2017/07/11/16:13:06.022579,207221,1499760786,22252082,0,479,136,57,38,63,175,125,171
2017/07/11/16:13:06.024059,207222,1499760786,23936986,0,496,149,70,43,65,178,123,196
2017/07/11/16:13:06.029196,207223,1499760786,29026985,0,542,139,59,50,55,191,109,287
2017/07/11/16:13:06.060918,207224,1499760786,59941053,0,539,146,66,53,60,175,100,284
2017/07/11/16:13:06.072682,207225,1499760786,72509050,0,506,138,63,56,62,164,128,249
2017/07/11/16:13:06.087412,207226,1499760786,87150096,0,516,141,69,61,71,174,135,270
2017/07/11/16:13:06.111665,207227,1499760786,111440896,0,542,128,60,57,73,184,141,265
2017/07/11/16:13:06.132715,207228,1499760786,132405996,0,554,149,66,54,72,186,163,256
2017/07/11/16:13:06.148145,207229,1499760786,147643089,0,566,148,64,58,79,209,165,246
2017/07/11/16:13:06.170029,207230,1499760786,169842004,0,590,149,68,56,76,200,164,259
2017/07/11/16:13:06.192467,207231,1499760786,192215919,0,635,153,63,57,76,203,180,280
2017/07/11/16:13:06.207635,207232,1499760786,207396984,0,563,147,71,60,77,203,187,275
2017/07/11/16:13:06.229748,207233,1499760786,229589939,0,581,147,77,66,81,202,176,317
2017/07/11/16:13:06.252585,207234,1499760786,252372980,0,622,151,94,69,73,212,191,357
2017/07/11/16:13:06.267854,207235,1499760786,267462015,0,658,167,98,67,72,229,183,384
2017/07/11/16:13:06.299515,207236,1499760786,298332929,0,686,180,105,63,63,227,172,371
2017/07/11/16:13:06.312698,207237,1499760786,312350034,0,658,185,108,67,68,239,163,387
2017/07/11/16:13:06.327416,207238,1499760786,327205896,0,608,164,108,66,68,234,164,373
2017/07/11/16:13:06.349677,207239,1499760786,349534034,0,549,159,96,63,69,246,155,339
2017/07/11/16:13:06.372715,207240,1499760786,372417926,0,523,155,95,65,76,258,170,331
2017/07/11/16:13:06.389128,207241,1499760786,388869047,0,505,140,90,64,79,309,174,315
2017/07/11/16:13:06.410278,207242,1499760786,409966945,0,498,131,90,67,73,297,170,309
2017/07/11/16:13:06.432636,207243,1499760786,432435989,0,592,139,83,75,84,389,183,294
2017/07/11/16:13:06.448198,207244,1499760786,447556972,0,609,144,82,74,84,369,191,298
2017/07/11/16:13:06.469714,207245,1499760786,469556093,0,603,131,77,72,78,349,168,273
2017/07/11/16:13:06.492540,207246,1499760786,492275953,0,573,125,76,77,89,311,189,285
2017/07/11/16:13:06.507359,207247,1499760786,507159948,0,565,118,69,72,87,323,198,305
2017/07/11/16:13:06.530619,207248,1499760786,529977083,0,494,111,71,69,79,238,223,297
2017/07/11/16:13:06.552680,207249,1499760786,552553892,0,631,145,73,70,85,234,228,368
2017/07/11/16:13:06.567833,207250,1499760786,567473888,0,647,153,82,74,92,259,245,395
2017/07/11/16:13:06.589794,207251,1499760786,589565992,0,619,172,97,75,83,301,238,402
2017/07/11/16:13:06.614618,207252,1499760786,614428997,0,680,211,111,73,94,296,256,403
2017/07/11/16:13:06.627402,207253,1499760786,627171993,0,723,224,116,82,110,356,248,409
2017/07/11/16:13:06.649852,207254,1499760786,649631023,0,655,214,118,79,104,384,233,392
2017/07/11/16:13:06.672259,207255,1499760786,672116041,0,698,228,115,76,98,374,219,384
2017/07/11/16:13:06.688123,207256,1499760786,687735080,0,760,242,125,77,102,352,225,403
2017/07/11/16:13:06.718155,207257,1499760786,717984914,0,810,265,153,90,113,400,221,419
2017/07/11/16:13:06.735209,207258,1499760786,734981060,0,836,266,153,82,99,341,197,428
2017/07/11/16:13:06.747253,207259,1499760786,747085094,0,797,266,162,104,115,311,208,422
2017/07/11/16:13:06.779858,207260,1499760786,778935909,0,731,263,162,104,123,337,211,410
2017/07/11/16:13:06.792579,207261,1499760786,792205095,0,730,247,148,105,128,334,228,386
2017/07/11/16:13:06.810122,207262,1499760786,809411048,0,691,207,114,96,115,269,212,345
2017/07/11/16:13:06.829866,207263,1499760786,829618930,0,604,197,107,97,119,266,204,351
2017/07/11/16:13:06.852412,207264,1499760786,852173089,0,624,187,92,86,119,310,217,311
2017/07/11/16:13:06.868925,207265,1499760786,868680000,0,612,202,110,91,120,324,218,328
2017/07/11/16:13:06.890125,207266,1499760786,889945030,0,590,208,117,91,113,308,174,325
2017/07/11/16:13:06.912613,207267,1499760786,912333965,0,521,195,122,105,124,300,173,338
2017/07/11/16:13:06.944976,207268,1499760786,944444894,0,587,205,127,104,126,370,198,359
2017/07/11/16:13:06.950046,207269,1499760786,949877977,0,592,200,126,99,117,393,227,358
2017/07/11/16:13:06.972317,207270,1499760786,972091913,0,673,198,112,99,112,362,224,341
2017/07/11/16:13:06.994775,207271,1499760786,994647026,0,662,182,104,95,108,387,228,347
2017/07/11/16:13:07.010078,207272,1499760787,9861946,0,717,188,88,82,98,405,257,333
2017/07/11/16:13:07.032538,207273,1499760787,32319068,0,666,170,84,78,86,336,238,285
2017/07/11/16:13:07.055609,207274,1499760787,55282115,0,653,176,90,83,82,258,198,282
2017/07/11/16:13:07.071649,207275,1499760787,71489095,0,622,153,90,79,77,263,207,255
2017/07/11/16:13:07.092533,207276,1499760787,92271089,0,603,151,87,81,90,236,229,229
2017/07/11/16:13:07.115213,207277,1499760787,114939928,0,539,141,88,86,89,210,188,225
2017/07/11/16:13:07.129774,207278,1499760787,129585981,0,750,181,87,87,88,201,192,245
2017/07/11/16:13:07.152756,207279,1499760787,152424097,0,784,175,78,85,92,205,183,228
2017/07/11/16:13:07.175337,207280,1499760787,174963951,0,769,175,74,83,92,202,203,240
2017/07/11/16:13:07.191663,207281,1499760787,191437959,0,780,175,75,79,82,204,195,235
2017/07/11/16:13:07.212476,207282,1499760787,212217092,0,780,170,70,68,74,199,204,232
2017/07/11/16:13:07.235260,207283,1499760787,234946966,0,654,148,68,69,81,256,280,193
2017/07/11/16:13:07.249876,207284,1499760787,249691963,0,670,163,64,59,75,256,281,251
2017/07/11/16:13:07.275028,207285,1499760787,274861097,0,652,152,58,60,76,229,262,230
2017/07/11/16:13:07.295209,207286,1499760787,294919967,0,665,157,62,69,83,208,256,266
2017/07/11/16:13:07.309832,207287,1499760787,309636116,0,646,155,64,70,83,299,260,250
2017/07/11/16:13:07.333134,207288,1499760787,332731008,0,556,139,67,67,75,261,180,262
2017/07/11/16:13:07.355039,207289,1499760787,354789018,0,517,125,72,67,70,261,179,217
2017/07/11/16:13:07.369751,207290,1499760787,369610071,0,496,123,72,66,69,278,188,225
2017/07/11/16:13:07.393368,207291,1499760787,392955064,0,439,107,68,72,81,352,187,185
2017/07/11/16:13:07.415836,207292,1499760787,415200948,0,498,124,70,72,83,315,180,197
2017/07/11/16:13:07.430673,207293,1499760787,430131912,0,515,125,64,72,87,315,175,209
2017/07/11/16:13:07.452333,207294,1499760787,452112913,0,504,131,59,72,89,308,169,216
2017/07/11/16:13:07.475963,207295,1499760787,475219011,0,566,142,68,78,95,380,169,221
2017/07/11/16:13:07.491576,207296,1499760787,491435050,0,567,149,66,61,74,319,153,213
2017/07/11/16:13:07.513291,207297,1499760787,512603044,0,552,139,61,57,70,283,145,214
