time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:16:06.373005,215004,1499760966,372725963,0,3421,4640,9729,11854,368,2032,207
2017/07/11/16:16:06.395799,215005,1499760966,395472049,0,3409,4657,9745,11838,326,2153,208
2017/07/11/16:16:06.418550,215006,1499760966,418370962,0,3416,4673,9734,11839,326,2166,290
2017/07/11/16:16:06.433601,215007,1499760966,433087110,0,3424,4700,9715,11841,393,2017,225
2017/07/11/16:16:06.455209,215008,1499760966,455035924,0,3407,4726,9719,11833,409,1946,171
2017/07/11/16:16:06.477991,215009,1499760966,477802038,0,3363,4739,9735,11827,414,1966,231
2017/07/11/16:16:06.493060,215010,1499760966,492782115,0,3300,4743,9749,11831,501,2070,262
2017/07/11/16:16:06.515517,215011,1499760966,515191078,0,3231,4719,9766,11846,602,1788,464
2017/07/11/16:16:06.537849,215012,1499760966,537628889,0,3190,4668,9913,11754,241,2084,79
2017/07/11/16:16:06.553597,215013,1499760966,553050994,0,3161,4590,10016,11706,245,2314,427
2017/07/11/16:16:06.575872,215014,1499760966,575628042,0,3126,4502,10138,11644,344,2227,311
2017/07/11/16:16:06.598000,215015,1499760966,597779035,0,3094,4375,10212,11636,354,2253,241
2017/07/11/16:16:06.612725,215016,1499760966,612536907,0,3060,4223,10265,11655,272,2165,203
2017/07/11/16:16:06.635713,215017,1499760966,635395050,0,3053,4046,10330,11662,175,2008,146
2017/07/11/16:16:06.666086,215018,1499760966,665803909,0,3060,3853,10419,11647,158,1998,188
2017/07/11/16:16:06.673153,215019,1499760966,672888994,0,3062,3651,10528,11613,152,2035,219
2017/07/11/16:16:06.695472,215020,1499760966,695321083,0,3069,3439,10631,11582,95,2058,194
2017/07/11/16:16:06.717920,215021,1499760966,717734098,0,3079,3219,10719,11561,61,2108,148
2017/07/11/16:16:06.732839,215022,1499760966,732609033,0,3091,2986,10782,11562,-10,2072,161
2017/07/11/16:16:06.755556,215023,1499760966,755414962,0,3121,2747,10830,11569,-109,1958,186
2017/07/11/16:16:06.778031,215024,1499760966,777774095,0,3168,2509,10896,11548,-153,1904,147
2017/07/11/16:16:06.793356,215025,1499760966,793097019,0,3225,2272,10973,11508,-233,1924,120
