time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:55:08.477983,152209,1499759708,477591037,0,6122,5862,8102,11442,233,1866,527
2017/07/11/15:55:08.492869,152210,1499759708,492693901,0,6101,5868,8112,11443,236,1864,448
2017/07/11/15:55:08.515848,152211,1499759708,515520095,0,6084,5876,8132,11434,276,1876,497
2017/07/11/15:55:08.538163,152212,1499759708,537945032,0,6064,5881,8159,11423,236,1911,488
2017/07/11/15:55:08.554730,152213,1499759708,554514884,0,6044,5877,8174,11424,251,1935,461
2017/07/11/15:55:08.575482,152214,1499759708,575299978,0,6025,5876,8177,11433,226,1940,464
2017/07/11/15:55:08.598193,152215,1499759708,597928047,0,6007,5887,8181,11434,283,1898,452
2017/07/11/15:55:08.613280,152216,1499759708,612926959,0,5993,5903,8192,11425,250,1896,441
2017/07/11/15:55:08.635595,152217,1499759708,635247945,0,5972,5924,8202,11417,293,1887,439
2017/07/11/15:55:08.657948,152218,1499759708,657716989,0,5949,5928,8204,11427,286,1939,438
2017/07/11/15:55:08.673120,152219,1499759708,672861099,0,5932,5923,8201,11440,255,1965,451
2017/07/11/15:55:08.703750,152220,1499759708,703474044,0,5932,5926,8187,11449,320,1912,516
2017/07/11/15:55:08.717665,152221,1499759708,717523097,0,5922,5939,8181,11452,287,1793,466
2017/07/11/15:55:08.733561,152222,1499759708,733117103,0,5899,5949,8186,11455,297,1967,407
2017/07/11/15:55:08.755336,152223,1499759708,755151033,0,5885,5953,8194,11454,319,2139,431
2017/07/11/15:55:08.778601,152224,1499759708,778218984,0,5886,5961,8182,11458,279,1992,454
2017/07/11/15:55:08.793456,152225,1499759708,793129920,0,5887,5974,8172,11458,321,1733,485
2017/07/11/15:55:08.815639,152226,1499759708,815443992,0,5865,5993,8187,11448,396,1832,471
2017/07/11/15:55:08.837901,152227,1499759708,837739944,0,5818,6008,8233,11431,397,1982,486
2017/07/11/15:55:08.852953,152228,1499759708,852741003,0,5788,6003,8291,11407,217,2031,456
2017/07/11/15:55:08.875577,152229,1499759708,875386953,0,5780,5986,8337,11386,365,1987,520
2017/07/11/15:55:08.901178,152230,1499759708,900954961,0,5760,5948,8375,11389,390,1890,505
2017/07/11/15:55:08.913005,152231,1499759708,912731885,0,5720,5894,8432,11395,282,1858,442
2017/07/11/15:55:08.936108,152232,1499759708,935759067,0,5693,5832,8514,11380,205,2043,438
2017/07/11/15:55:08.957556,152233,1499759708,957467079,0,5686,5749,8589,11369,245,2133,471
2017/07/11/15:55:08.981901,152234,1499759708,981102943,0,5689,5639,8657,11371,83,2239,339
2017/07/11/15:55:08.996089,152235,1499759708,995598077,0,5647,5559,8721,11382,219,2068,439
2017/07/11/15:55:09.017699,152236,1499759709,17548084,0,5645,5449,8809,11368,138,2081,401
2017/07/11/15:55:09.041272,152237,1499759709,41023015,0,5660,5327,8918,11334,44,2125,388
2017/07/11/15:55:09.055377,152238,1499759709,55119991,0,5687,5196,9021,11300,2,2174,416
2017/07/11/15:55:09.077741,152239,1499759709,77640056,0,5713,5060,9113,11274,-4,2142,376
2017/07/11/15:55:09.101718,152240,1499759709,101212978,0,5754,4915,9204,11244,-123,2091,396
2017/07/11/15:55:09.115966,152241,1499759709,115365982,0,5811,4767,9297,11202,-139,2067,364
2017/07/11/15:55:09.137995,152242,1499759709,137778043,0,5873,4620,9387,11155,-146,2008,361
2017/07/11/15:55:09.161963,152243,1499759709,160934925,0,5934,4478,9476,11106,-177,1981,360
2017/07/11/15:55:09.175899,152244,1499759709,175729990,0,5990,4346,9570,11048,-206,1983,327
2017/07/11/15:55:09.198055,152245,1499759709,197801113,0,6047,4215,9663,10987,-240,2006,309
2017/07/11/15:55:09.221110,152246,1499759709,220979928,0,6121,4084,9740,10926,-259,1979,340
2017/07/11/15:55:09.237875,152247,1499759709,237680912,0,6198,3952,9806,10873,-252,1875,344
2017/07/11/15:55:09.257706,152248,1499759709,257563114,0,6266,3826,9875,10816,-327,1845,334
2017/07/11/15:55:09.282117,152249,1499759709,281169891,0,6339,3703,9941,10755,-396,1900,309
2017/07/11/15:55:09.295752,152250,1499759709,295416116,0,6423,3576,9990,10703,-423,1911,327
2017/07/11/15:55:09.317781,152251,1499759709,317569971,0,6509,3447,10027,10659,-428,1839,342
2017/07/11/15:55:09.342151,152252,1499759709,341309070,0,6599,3323,10058,10614,-440,1807,365
2017/07/11/15:55:09.355287,152253,1499759709,355096101,0,6693,3198,10084,10568,-482,1833,373
2017/07/11/15:55:09.377756,152254,1499759709,377603054,0,6791,3067,10109,10521,-580,1898,309
2017/07/11/15:55:09.410162,152255,1499759709,409092903,0,6894,2931,10114,10488,-609,1900,326
2017/07/11/15:55:09.415962,152256,1499759709,415503025,0,7012,2790,10099,10462,-612,1768,414
2017/07/11/15:55:09.439002,152257,1499759709,438186883,0,7129,2655,10096,10422,-619,1778,458
2017/07/11/15:55:09.460210,152258,1499759709,460052967,0,7235,2524,10093,10384,-715,1936,409
2017/07/11/15:55:09.476302,152259,1499759709,475198030,0,7337,2391,10065,10371,-773,1899,375
2017/07/11/15:55:09.498258,152260,1499759709,497965097,0,7435,2253,10036,10361,-811,1737,389
2017/07/11/15:55:09.523604,152261,1499759709,523430109,0,7541,2120,9998,10348,-855,1667,493
2017/07/11/15:55:09.537360,152262,1499759709,537142992,0,7649,2011,9968,10320,-793,1704,487
2017/07/11/15:55:09.559441,152263,1499759709,559250116,0,7754,1902,9931,10298,-821,1823,509
2017/07/11/15:55:09.580373,152264,1499759709,580123901,0,7846,1793,9884,10293,-880,1768,428
2017/07/11/15:55:09.598200,152265,1499759709,595417022,0,7948,1679,9824,10291,-950,1638,404
2017/07/11/15:55:09.618711,152266,1499759709,618444919,0,8076,1571,9741,10287,-976,1614,531
2017/07/11/15:55:09.640477,152267,1499759709,640182018,0,8198,1499,9676,10263,-894,1543,547
2017/07/11/15:55:09.663859,152268,1499759709,663373947,0,8302,1439,9615,10246,-897,1705,592
2017/07/11/15:55:09.686100,152269,1499759709,685967922,0,8399,1377,9544,10241,-971,1704,522
2017/07/11/15:55:09.717017,152270,1499759709,716547012,0,8493,1319,9461,10248,-990,1646,534
2017/07/11/15:55:09.719453,152271,1499759709,719218969,0,8597,1272,9373,10248,-1063,1579,583
2017/07/11/15:55:09.738494,152272,1499759709,738044977,0,8704,1234,9279,10248,-1018,1570,649
2017/07/11/15:55:09.760673,152273,1499759709,760471105,0,8800,1204,9179,10260,-899,1542,695
2017/07/11/15:55:09.775959,152274,1499759709,775289058,0,8885,1183,9087,10271,-930,1530,715
2017/07/11/15:55:09.798532,152275,1499759709,798307895,0,8969,1167,9000,10276,-1029,1577,709
2017/07/11/15:55:09.820485,152276,1499759709,820297956,0,9051,1162,8906,10288,-1018,1559,661
2017/07/11/15:55:09.835529,152277,1499759709,835186004,0,9135,1157,8802,10303,-972,1504,727
2017/07/11/15:55:09.858684,152278,1499759709,858469963,0,9202,1166,8703,10326,-893,1355,892
2017/07/11/15:55:09.880204,152279,1499759709,880038976,0,9256,1186,8626,10340,-971,1444,851
2017/07/11/15:55:09.895180,152280,1499759709,894989967,0,9319,1203,8548,10346,-1083,1573,798
2017/07/11/15:55:09.919462,152281,1499759709,919152021,0,9383,1225,8446,10369,-980,1432,821
2017/07/11/15:55:09.948221,152282,1499759709,948133945,0,9434,1262,8350,10397,-871,1268,915
2017/07/11/15:55:09.955683,152283,1499759709,955472946,0,9475,1327,8290,10400,-929,1300,941
2017/07/11/15:55:09.978147,152284,1499759709,977961063,0,9520,1415,8243,10384,-961,1518,872
2017/07/11/15:55:10.000274,152285,1499759710,123977,0,9561,1500,8166,10395,-800,1501,930
2017/07/11/15:55:10.015535,152286,1499759710,15312910,0,9595,1563,8080,10422,-831,1326,988
2017/07/11/15:55:10.038067,152287,1499759710,37678956,0,9638,1639,8008,10426,-959,1307,1019
2017/07/11/15:55:10.060878,152288,1499759710,60662031,0,9682,1748,7950,10412,-858,1411,980
