time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:58:47.156309,163126,1499759927,155734062,0,3894,4252,9070,12365,229,1933,453
2017/07/11/15:58:47.170655,163127,1499759927,170474052,0,3888,4266,9086,12351,354,1866,549
2017/07/11/15:58:47.193141,163128,1499759927,192975997,0,3872,4269,9108,12338,258,1793,489
2017/07/11/15:58:47.216354,163129,1499759927,215734004,0,3845,4266,9142,12323,237,1830,514
2017/07/11/15:58:47.231498,163130,1499759927,230587959,0,3827,4270,9185,12295,203,1957,416
2017/07/11/15:58:47.254014,163131,1499759927,253521919,0,3809,4276,9226,12268,265,1954,418
2017/07/11/15:58:47.276459,163132,1499759927,276149034,0,3788,4281,9252,12253,240,1939,365
2017/07/11/15:58:47.291103,163133,1499759927,290874004,0,3768,4294,9269,12242,261,2015,340
2017/07/11/15:58:47.313559,163134,1499759927,313354969,0,3760,4306,9268,12240,307,1961,428
2017/07/11/15:58:47.336379,163135,1499759927,336030960,0,3760,4316,9270,12235,220,1838,407
2017/07/11/15:58:47.350852,163136,1499759927,350558996,0,3752,4327,9265,12238,275,1859,446
2017/07/11/15:58:47.373487,163137,1499759927,373186111,0,3733,4329,9274,12236,263,1885,463
2017/07/11/15:58:47.398647,163138,1499759927,398343086,0,3719,4341,9289,12225,229,2030,374
2017/07/11/15:58:47.411268,163139,1499759927,410875082,0,3716,4358,9284,12223,303,1978,407
2017/07/11/15:58:47.433109,163140,1499759927,432976961,0,3707,4376,9271,12229,275,1834,358
2017/07/11/15:58:47.456318,163141,1499759927,455804109,0,3688,4396,9263,12234,261,1910,416
2017/07/11/15:58:47.471141,163142,1499759927,470824003,0,3674,4415,9254,12238,404,1948,449
2017/07/11/15:58:47.493666,163143,1499759927,493283987,0,3662,4414,9260,12238,258,1942,391
2017/07/11/15:58:47.515898,163144,1499759927,515711069,0,3667,4422,9245,12245,200,1930,363
2017/07/11/15:58:47.538681,163145,1499759927,538600921,0,3653,4444,9224,12257,398,1822,400
2017/07/11/15:58:47.553274,163146,1499759927,553100109,0,3637,4446,9220,12264,337,1972,365
2017/07/11/15:58:47.576072,163147,1499759927,575777053,0,3638,4437,9208,12275,317,2038,430
2017/07/11/15:58:47.591024,163148,1499759927,590826034,0,3633,4449,9188,12288,415,1785,429
2017/07/11/15:58:47.613730,163149,1499759927,613270998,0,3620,4451,9203,12280,372,1790,398
2017/07/11/15:58:47.635722,163150,1499759927,635521888,0,3625,4439,9244,12252,300,2019,412
2017/07/11/15:58:47.651255,163151,1499759927,650935888,0,3636,4416,9265,12241,466,1970,552
2017/07/11/15:58:47.673334,163152,1499759927,673085927,0,3651,4373,9288,12235,311,1896,443
2017/07/11/15:58:47.695635,163153,1499759927,695425033,0,3663,4302,9314,12237,316,1936,444
2017/07/11/15:58:47.711471,163154,1499759927,711230039,0,3674,4222,9334,12245,313,1946,436
2017/07/11/15:58:47.733152,163155,1499759927,732944011,0,3682,4133,9372,12244,295,1948,449
2017/07/11/15:58:47.756397,163156,1499759927,756050109,0,3695,4024,9427,12235,202,2036,437
