time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:53:33.461019,147465,1499759613,460705995,0,5660,5866,8611,11306,300,2104,417
2017/07/11/15:53:33.482518,147466,1499759613,482377052,0,5649,5856,8626,11304,195,1998,366
2017/07/11/15:53:33.498309,147467,1499759613,497886896,0,5640,5865,8632,11299,243,1890,298
2017/07/11/15:53:33.520242,147468,1499759613,520040035,0,5629,5871,8635,11300,270,1879,375
2017/07/11/15:53:33.542523,147469,1499759613,542380094,0,5621,5882,8641,11294,249,1973,351
2017/07/11/15:53:33.558483,147470,1499759613,558029890,0,5610,5891,8640,11295,272,2001,359
2017/07/11/15:53:33.580689,147471,1499759613,580209970,0,5604,5911,8630,11295,267,1973,278
2017/07/11/15:53:33.602816,147472,1499759613,602634906,0,5599,5908,8624,11304,323,1869,428
2017/07/11/15:53:33.625304,147473,1499759613,625152111,0,5578,5916,8623,11311,174,1770,376
2017/07/11/15:53:33.641751,147474,1499759613,641463994,0,5545,5939,8631,11309,333,2003,304
2017/07/11/15:53:33.662941,147475,1499759613,662683010,0,5517,5952,8643,11307,315,2283,233
2017/07/11/15:53:33.677773,147476,1499759613,677607059,0,5523,5942,8613,11332,267,2028,396
2017/07/11/15:53:33.701916,147477,1499759613,701323986,0,5530,5949,8570,11357,284,1726,430
2017/07/11/15:53:33.722528,147478,1499759613,722394943,0,5519,5962,8551,11370,368,1789,456
2017/07/11/15:53:33.737982,147479,1499759613,737819910,0,5505,5971,8547,11375,308,1967,424
2017/07/11/15:53:33.760403,147480,1499759613,760126113,0,5497,5979,8554,11369,376,1985,415
2017/07/11/15:53:33.782732,147481,1499759613,782505035,0,5499,5972,8575,11357,385,1904,451
2017/07/11/15:53:33.798119,147482,1499759613,797918081,0,5494,5955,8617,11336,313,2030,351
2017/07/11/15:53:33.820231,147483,1499759613,820035934,0,5468,5926,8666,11327,346,2137,345
2017/07/11/15:53:33.842441,147484,1499759613,842345952,0,5434,5887,8698,11339,343,2034,431
2017/07/11/15:53:33.865450,147485,1499759613,865173101,0,5382,5850,8727,11360,418,2086,453
2017/07/11/15:53:33.881054,147486,1499759613,880546092,0,5380,5785,8841,11306,-14,2140,255
2017/07/11/15:53:33.902808,147487,1499759613,902594089,0,5349,5727,8902,11302,303,2088,470
2017/07/11/15:53:33.925355,147488,1499759613,925134897,0,5333,5661,8991,11273,198,2113,300
2017/07/11/15:53:33.940667,147489,1499759613,940418004,0,5328,5567,9087,11245,100,2127,304
2017/07/11/15:53:33.963027,147490,1499759613,962759971,0,5330,5462,9188,11214,94,2101,292
2017/07/11/15:53:33.985316,147491,1499759613,985141992,0,5333,5355,9291,11178,92,2095,323
2017/07/11/15:53:34.007914,147492,1499759614,7705926,0,5344,5243,9406,11131,55,2063,321
2017/07/11/15:53:34.022419,147493,1499759614,22273063,0,5363,5122,9521,11080,31,2115,276
2017/07/11/15:53:34.045484,147494,1499759614,45231103,0,5377,4986,9630,11040,10,2089,275
2017/07/11/15:53:34.060858,147495,1499759614,60410022,0,5405,4839,9736,11000,-114,2036,256
2017/07/11/15:53:34.082460,147496,1499759614,82325935,0,5466,4675,9839,10948,-157,1987,307
2017/07/11/15:53:34.105368,147497,1499759614,105036020,0,5524,4519,9951,10883,-129,1929,274
2017/07/11/15:53:34.127625,147498,1499759614,127357006,0,5578,4363,10054,10825,-157,2053,243
2017/07/11/15:53:34.143131,147499,1499759614,142853975,0,5639,4199,10145,10773,-252,2063,193
2017/07/11/15:53:34.165735,147500,1499759614,165472030,0,5708,4031,10227,10723,-308,1937,214
2017/07/11/15:53:34.180590,147501,1499759614,180321931,0,5789,3865,10308,10662,-315,1842,260
2017/07/11/15:53:34.202522,147502,1499759614,202409982,0,5866,3707,10400,10587,-377,1920,242
2017/07/11/15:53:34.225101,147503,1499759614,224915981,0,5946,3543,10479,10521,-426,1999,230
2017/07/11/15:53:34.240879,147504,1499759614,240319013,0,6038,3370,10531,10473,-505,1963,199
2017/07/11/15:53:34.262892,147505,1499759614,262617111,0,6150,3194,10572,10422,-589,1824,247
2017/07/11/15:53:34.286047,147506,1499759614,285449028,0,6271,3023,10607,10365,-580,1796,244
2017/07/11/15:53:34.300676,147507,1499759614,300173044,0,6388,2856,10626,10321,-571,1824,276
2017/07/11/15:53:34.322407,147508,1499759614,322292089,0,6503,2684,10635,10286,-655,1876,223
2017/07/11/15:53:34.345666,147509,1499759614,345289945,0,6640,2495,10624,10259,-785,1849,237
2017/07/11/15:53:34.361127,147510,1499759614,360387086,0,6792,2313,10599,10227,-822,1737,272
2017/07/11/15:53:34.390914,147511,1499759614,390713930,0,6945,2144,10576,10184,-834,1759,274
2017/07/11/15:53:34.406377,147512,1499759614,405677080,0,7089,1978,10537,10160,-831,1848,304
