time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/15:56:50.448593,158547,1499759810,448381900,0,290,119,31,41,34,24,45,129
2017/07/11/15:56:50.479023,158548,1499759810,478866100,0,263,119,31,51,42,24,45,129
2017/07/11/15:56:50.492979,158549,1499759810,492759943,0,248,119,30,67,64,24,40,124
2017/07/11/15:56:50.508190,158550,1499759810,507944107,0,249,127,33,70,66,24,34,92
2017/07/11/15:56:50.531059,158551,1499759810,530749082,0,305,148,70,72,68,24,38,116
2017/07/11/15:56:50.553049,158552,1499759810,552855968,0,329,157,74,73,68,25,39,130
2017/07/11/15:56:50.568659,158553,1499759810,568088054,0,333,160,75,65,63,26,41,131
2017/07/11/15:56:50.590792,158554,1499759810,590529918,0,385,161,75,45,58,24,36,118
2017/07/11/15:56:50.612916,158555,1499759810,612786054,0,400,157,74,43,57,27,37,120
2017/07/11/15:56:50.628356,158556,1499759810,628021001,0,327,107,47,38,56,27,34,96
2017/07/11/15:56:50.651002,158557,1499759810,650660991,0,289,91,49,37,55,28,31,74
2017/07/11/15:56:50.673062,158558,1499759810,672859907,0,305,121,55,39,56,30,33,74
2017/07/11/15:56:50.695382,158559,1499759810,695192098,0,339,129,55,42,35,32,36,87
2017/07/11/15:56:50.712074,158560,1499759810,711992025,0,329,128,59,39,32,34,36,88
2017/07/11/15:56:50.733306,158561,1499759810,732846975,0,323,205,102,50,33,36,38,83
2017/07/11/15:56:50.756781,158562,1499759810,756273984,0,418,223,110,52,37,36,42,98
2017/07/11/15:56:50.771614,158563,1499759810,770885944,0,469,223,111,52,36,35,41,97
2017/07/11/15:56:50.801002,158564,1499759810,800853967,0,420,293,137,57,40,35,41,87
2017/07/11/15:56:50.815400,158565,1499759810,815191030,0,440,415,179,66,38,31,44,86
2017/07/11/15:56:50.830833,158566,1499759810,830377101,0,483,388,160,62,42,33,43,91
2017/07/11/15:56:50.861091,158567,1499759810,860841035,0,440,383,154,62,40,32,40,81
2017/07/11/15:56:50.876079,158568,1499759810,875487089,0,460,388,166,65,50,37,37,81
2017/07/11/15:56:50.894449,158569,1499759810,894258975,0,486,361,207,81,81,40,40,84
2017/07/11/15:56:50.912969,158570,1499759810,912713050,0,515,222,183,78,105,43,42,102
2017/07/11/15:56:50.935616,158571,1499759810,935269117,0,527,231,192,83,144,51,46,108
2017/07/11/15:56:50.951946,158572,1499759810,951709985,0,507,241,199,85,150,52,50,116
2017/07/11/15:56:50.973345,158573,1499759810,972946882,0,472,275,209,87,171,50,55,134
2017/07/11/15:56:50.995589,158574,1499759810,995250940,0,455,258,157,71,161,49,52,131
2017/07/11/15:56:51.010296,158575,1499759811,10148048,0,455,291,158,70,149,49,50,140
2017/07/11/15:56:51.033307,158576,1499759811,32883882,0,493,300,161,71,123,39,53,167
2017/07/11/15:56:51.055911,158577,1499759811,55613040,0,548,367,175,73,133,42,52,171
2017/07/11/15:56:51.071189,158578,1499759811,71007013,0,559,335,163,69,104,50,47,160
2017/07/11/15:56:51.102440,158579,1499759811,102302074,0,605,372,199,89,105,66,48,179
2017/07/11/15:56:51.115467,158580,1499759811,115272998,0,605,371,204,89,104,67,49,161
