time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:02:44.675567,174979,1499760164,675194978,0,2092,3092,9950,12469,103,1862,367
2017/07/11/16:02:44.696496,174980,1499760164,696290016,0,2069,3103,9927,12488,327,1842,473
2017/07/11/16:02:44.718800,174981,1499760164,718648910,0,2052,3119,9931,12484,312,1779,363
2017/07/11/16:02:44.735321,174982,1499760164,735130071,0,2073,3111,9939,12476,250,1990,345
2017/07/11/16:02:44.756219,174983,1499760164,756036996,0,2100,3113,9922,12484,314,1936,340
2017/07/11/16:02:44.779696,174984,1499760164,779333114,0,2123,3113,9889,12506,424,1912,342
2017/07/11/16:02:44.794581,174985,1499760164,794039011,0,2134,3101,9854,12535,373,1876,392
2017/07/11/16:02:44.817900,174986,1499760164,817562103,0,2156,3081,9834,12552,314,1902,426
2017/07/11/16:02:44.843532,174987,1499760164,843410015,0,2121,3093,10036,12394,206,2046,252
2017/07/11/16:02:44.851086,174988,1499760164,850672006,0,2111,3088,10036,12397,247,2066,284
2017/07/11/16:02:44.854964,174989,1499760164,854814052,0,2195,3022,9868,12533,239,1948,427
2017/07/11/16:02:44.876606,174990,1499760164,876307964,0,2209,2983,9895,12519,192,2051,404
2017/07/11/16:02:44.898683,174991,1499760164,898395061,0,2221,2943,9900,12522,214,2000,424
2017/07/11/16:02:44.915439,174992,1499760164,915232896,0,2232,2894,9891,12538,239,1879,494
2017/07/11/16:02:44.938335,174993,1499760164,938131093,0,2239,2840,9897,12545,175,1874,454
2017/07/11/16:02:44.958676,174994,1499760164,958499908,0,2239,2780,9925,12536,142,2013,384
2017/07/11/16:02:44.981280,174995,1499760164,981060981,0,2251,2716,9943,12534,142,2132,412
2017/07/11/16:02:45.005118,174996,1499760165,4920005,0,2254,2643,9942,12550,199,2099,448
2017/07/11/16:02:45.034131,174997,1499760165,33998966,0,2254,2553,9932,12576,129,2012,432
2017/07/11/16:02:45.041137,174998,1499760165,40971040,0,2237,2471,9929,12598,174,2229,420
2017/07/11/16:02:45.056631,174999,1499760165,56334972,0,2272,2356,9954,12594,-43,2127,391
2017/07/11/16:02:45.079077,175000,1499760165,78826904,0,2301,2237,9960,12605,85,1997,505
2017/07/11/16:02:45.101036,175001,1499760165,100925922,0,2338,2109,9983,12603,47,2053,477
2017/07/11/16:02:45.116656,175002,1499760165,116321086,0,2367,1973,10015,12594,0,2069,493
2017/07/11/16:02:45.139359,175003,1499760165,138971090,0,2396,1829,10050,12582,-98,2104,436
2017/07/11/16:02:45.161147,175004,1499760165,160919904,0,2444,1672,10089,12564,-193,2149,393
2017/07/11/16:02:45.177096,175005,1499760165,176486968,0,2498,1519,10104,12560,-130,2055,454
2017/07/11/16:02:45.198654,175006,1499760165,198550939,0,2548,1364,10113,12561,-142,1904,542
2017/07/11/16:02:45.221701,175007,1499760165,221438884,0,2606,1203,10151,12535,-263,1898,477
2017/07/11/16:02:45.236312,175008,1499760165,236035108,0,2677,1038,10205,12491,-369,2033,398
2017/07/11/16:02:45.268189,175009,1499760165,268101930,0,2761,879,10229,12465,-337,2010,457
2017/07/11/16:02:45.281939,175010,1499760165,281464099,0,2840,721,10226,12460,-287,1843,516
2017/07/11/16:02:45.296458,175011,1499760165,296174049,0,2920,555,10232,12445,-388,1780,496
2017/07/11/16:02:45.319037,175012,1499760165,318667888,0,3024,377,10251,12411,-529,1879,441
2017/07/11/16:02:45.342084,175013,1499760165,341501951,0,3148,200,10247,12388,-548,1920,450
2017/07/11/16:02:45.356123,175014,1499760165,355969905,0,3265,26,10226,12377,-548,1872,511
2017/07/11/16:02:45.378689,175015,1499760165,378563880,0,3373,-148,10197,12370,-641,1841,522
2017/07/11/16:02:45.401877,175016,1499760165,401388883,0,3496,-331,10173,12353,-769,1822,460
2017/07/11/16:02:45.416165,175017,1499760165,415998935,0,3633,-497,10154,12323,-806,1827,481
2017/07/11/16:02:45.438729,175018,1499760165,438560962,0,3759,-640,10138,12292,-729,1836,493
2017/07/11/16:02:45.461837,175019,1499760165,461354970,0,3865,-778,10106,12277,-742,1853,505
2017/07/11/16:02:45.476006,175020,1499760165,475888967,0,3968,-917,10067,12267,-826,1706,488
2017/07/11/16:02:45.498498,175021,1499760165,498357057,0,4089,-1048,10037,12241,-898,1656,484
2017/07/11/16:02:45.530022,175022,1499760165,529474020,0,4203,-1151,10024,12204,-845,1756,453
2017/07/11/16:02:45.536553,175023,1499760165,536266088,0,4294,-1239,9993,12189,-788,1808,499
2017/07/11/16:02:45.558680,175024,1499760165,558572053,0,4363,-1329,9940,12199,-808,1666,522
2017/07/11/16:02:45.582834,175025,1499760165,581866025,0,4439,-1426,9885,12205,-909,1556,490
2017/07/11/16:02:45.604250,175026,1499760165,603683948,0,4530,-1513,9845,12193,-976,1561,498
2017/07/11/16:02:45.620750,175027,1499760165,620615959,0,4622,-1580,9804,12184,-924,1606,536
2017/07/11/16:02:45.641765,175028,1499760165,641427993,0,4695,-1639,9752,12189,-866,1635,567
2017/07/11/16:02:45.656660,175029,1499760165,656210899,0,4755,-1707,9691,12205,-860,1588,536
2017/07/11/16:02:45.679526,175030,1499760165,679107904,0,4823,-1785,9626,12219,-988,1562,529
2017/07/11/16:02:45.703177,175031,1499760165,702897071,0,4899,-1854,9551,12238,-1046,1556,595
2017/07/11/16:02:45.723992,175032,1499760165,723561048,0,4972,-1911,9479,12255,-974,1542,605
2017/07/11/16:02:45.746917,175033,1499760165,746449947,0,5040,-1963,9418,12266,-1008,1524,617
2017/07/11/16:02:45.761783,175034,1499760165,761264085,0,5100,-2009,9365,12274,-1057,1563,616
2017/07/11/16:02:45.783745,175035,1499760165,783529043,0,5164,-2050,9297,12293,-1087,1596,578
2017/07/11/16:02:45.806626,175036,1499760165,806163072,0,5227,-2084,9207,12328,-1048,1493,656
2017/07/11/16:02:45.821029,175037,1499760165,820919036,0,5286,-2109,9121,12363,-1056,1413,743
2017/07/11/16:02:45.852523,175038,1499760165,851788043,0,5343,-2130,9060,12379,-1116,1460,715
2017/07/11/16:02:45.859142,175039,1499760165,858793020,0,5399,-2145,9000,12396,-1113,1568,675
2017/07/11/16:02:45.881317,175040,1499760165,881021022,0,5452,-2154,8918,12431,-1091,1470,705
2017/07/11/16:02:45.903744,175041,1499760165,903558015,0,5503,-2153,8834,12469,-1053,1390,776
2017/07/11/16:02:45.918761,175042,1499760165,918638944,0,5549,-2151,8770,12493,-1101,1393,766
2017/07/11/16:02:45.941280,175043,1499760165,941097021,0,5601,-2142,8709,12514,-1199,1471,758
2017/07/11/16:02:45.963832,175044,1499760165,963603973,0,5646,-2118,8649,12540,-1075,1385,733
2017/07/11/16:02:45.978600,175045,1499760165,978454113,0,5675,-2089,8584,12576,-1026,1447,855
2017/07/11/16:02:46.001645,175046,1499760166,1318931,0,5703,-2070,8518,12612,-1112,1384,823
2017/07/11/16:02:46.024460,175047,1499760166,24008035,0,5744,-2039,8459,12637,-1184,1302,835
2017/07/11/16:02:46.038630,175048,1499760166,38455963,0,5786,-1987,8417,12655,-1076,1385,854
2017/07/11/16:02:46.061430,175049,1499760166,61142921,0,5809,-1936,8383,12675,-1045,1414,866
2017/07/11/16:02:46.083847,175050,1499760166,83592891,0,5830,-1890,8333,12705,-1128,1351,873
2017/07/11/16:02:46.098823,175051,1499760166,98545074,0,5865,-1835,8270,12738,-1063,1374,896
2017/07/11/16:02:46.121524,175052,1499760166,121231079,0,5900,-1773,8210,12769,-1009,1305,945
2017/07/11/16:02:46.144299,175053,1499760166,143975973,0,5927,-1702,8185,12782,-992,1325,923
