time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/15:53:13.180932,147704,1499759593,180289030,0,216,153,95,57,89,33,38,132
2017/07/11/15:53:13.195314,147705,1499759593,194956064,0,238,188,120,61,76,29,38,131
2017/07/11/15:53:13.217650,147706,1499759593,217344999,0,192,159,103,53,71,25,29,101
2017/07/11/15:53:13.240158,147707,1499759593,240012884,0,198,159,100,49,48,29,33,91
2017/07/11/15:53:13.262532,147708,1499759593,262352943,0,183,202,104,49,47,28,35,80
2017/07/11/15:53:13.277762,147709,1499759593,277450084,0,254,248,129,49,42,27,34,76
2017/07/11/15:53:13.306288,147710,1499759593,300726890,0,274,234,108,45,39,29,38,87
2017/07/11/15:53:13.315128,147711,1499759593,314913988,0,347,247,104,40,36,39,38,86
2017/07/11/15:53:13.337390,147712,1499759593,337272882,0,415,265,109,40,37,40,38,95
2017/07/11/15:53:13.360070,147713,1499759593,359848976,0,463,247,127,47,58,42,39,101
2017/07/11/15:53:13.375721,147714,1499759593,375426054,0,475,223,111,52,62,53,41,115
2017/07/11/15:53:13.397800,147715,1499759593,397538900,0,453,207,105,49,64,55,40,102
2017/07/11/15:53:13.420474,147716,1499759593,420085906,0,511,244,117,68,87,55,45,108
2017/07/11/15:53:13.435513,147717,1499759593,435159921,0,504,246,127,68,93,55,43,111
2017/07/11/15:53:13.457690,147718,1499759593,457452058,0,484,247,106,68,82,60,47,125
2017/07/11/15:53:13.480309,147719,1499759593,480079889,0,482,231,98,70,144,53,52,122
2017/07/11/15:53:13.495234,147720,1499759593,495014905,0,524,352,160,83,149,52,57,127
2017/07/11/15:53:13.518104,147721,1499759593,517508029,0,450,324,184,81,141,64,56,128
2017/07/11/15:53:13.540124,147722,1499759593,539880990,0,419,336,193,83,140,63,57,128
2017/07/11/15:53:13.554991,147723,1499759593,554799079,0,464,338,201,78,143,60,51,113
2017/07/11/15:53:13.578321,147724,1499759593,577984094,0,454,372,205,78,81,60,46,110
2017/07/11/15:53:13.599780,147725,1499759593,599674940,0,452,310,173,72,134,63,43,110
2017/07/11/15:53:13.615305,147726,1499759593,615072011,0,437,329,163,60,144,45,39,104
2017/07/11/15:53:13.645633,147727,1499759593,645471096,0,555,392,182,74,176,46,46,98
2017/07/11/15:53:13.668278,147728,1499759593,667988061,0,523,445,184,78,179,47,50,105
2017/07/11/15:53:13.675606,147729,1499759593,675282001,0,596,427,192,75,185,54,49,106
2017/07/11/15:53:13.697513,147730,1499759593,697297096,0,581,403,190,69,149,51,48,102
2017/07/11/15:53:13.720081,147731,1499759593,719950914,0,618,417,189,72,136,52,50,109
2017/07/11/15:53:13.735015,147732,1499759593,734828948,0,606,371,153,61,87,55,62,184
