time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:57:18.033653,158678,1499759838,33418893,0,4748,5177,8929,11804,241,1856,415
2017/07/11/15:57:18.055851,158679,1499759838,55533885,0,4747,5173,8923,11810,229,1892,457
2017/07/11/15:57:18.070421,158680,1499759838,70305109,0,4742,5178,8916,11816,273,1949,383
2017/07/11/15:57:18.093309,158681,1499759838,93035936,0,4731,5190,8905,11823,260,1950,322
2017/07/11/15:57:18.115376,158682,1499759838,115252017,0,4713,5189,8890,11842,372,1893,517
2017/07/11/15:57:18.131191,158683,1499759838,130929946,0,4685,5194,8913,11834,132,1880,270
2017/07/11/15:57:18.155137,158684,1499759838,154870033,0,4674,5201,8918,11831,279,2128,348
2017/07/11/15:57:18.175506,158685,1499759838,175313949,0,4657,5214,8899,11846,358,1954,409
2017/07/11/15:57:18.190655,158686,1499759838,190517902,0,4649,5231,8888,11850,285,1881,369
2017/07/11/15:57:18.220829,158687,1499759838,220545053,0,4647,5243,8875,11856,314,1847,392
2017/07/11/15:57:18.236007,158688,1499759838,235513925,0,4643,5238,8858,11873,370,1852,460
2017/07/11/15:57:18.250769,158689,1499759838,250579118,0,4645,5231,8844,11885,360,1888,489
2017/07/11/15:57:18.286597,158690,1499759838,286449909,0,4643,5228,8862,11873,383,1909,421
2017/07/11/15:57:18.295963,158691,1499759838,295811891,0,4653,5215,8891,11853,283,1920,405
2017/07/11/15:57:18.310534,158692,1499759838,310383081,0,4660,5199,8923,11834,332,1940,383
2017/07/11/15:57:18.341066,158693,1499759838,340735912,0,4667,5164,8942,11832,334,1944,412
2017/07/11/15:57:18.355837,158694,1499759838,355609893,0,4670,5112,8967,11834,227,1928,405
2017/07/11/15:57:18.370702,158695,1499759838,370520114,0,4669,5067,9003,11827,234,1970,380
2017/07/11/15:57:18.393567,158696,1499759838,393228054,0,4673,5020,9036,11821,286,1991,411
2017/07/11/15:57:18.415882,158697,1499759838,415492057,0,4669,4962,9070,11820,225,2015,401
2017/07/11/15:57:18.438581,158698,1499759838,438153982,0,4660,4902,9088,11835,278,2019,417
2017/07/11/15:57:18.453681,158699,1499759838,453387975,0,4644,4830,9091,11869,343,2081,452
2017/07/11/15:57:18.475942,158700,1499759838,475634098,0,4660,4706,9105,11901,-72,2180,396
2017/07/11/15:57:18.498268,158701,1499759838,498090982,0,4677,4596,9132,11917,87,1890,490
2017/07/11/15:57:18.513805,158702,1499759838,513148069,0,4694,4498,9188,11905,141,2065,444
2017/07/11/15:57:18.535652,158703,1499759838,535501003,0,4722,4380,9244,11894,-8,2125,453
2017/07/11/15:57:18.558307,158704,1499759838,558108091,0,4764,4253,9286,11891,-4,2056,423
2017/07/11/15:57:18.574945,158705,1499759838,574593067,0,4809,4119,9333,11883,-55,2028,433
2017/07/11/15:57:18.599342,158706,1499759838,598892927,0,4864,3984,9381,11869,-124,1995,438
2017/07/11/15:57:18.618177,158707,1499759838,617841005,0,4927,3844,9434,11847,-144,2037,429
2017/07/11/15:57:18.633393,158708,1499759838,633199930,0,4994,3703,9491,11818,-171,1990,435
2017/07/11/15:57:18.655873,158709,1499759838,655713081,0,5067,3567,9542,11788,-192,1998,453
2017/07/11/15:57:18.678215,158710,1499759838,677984952,0,5139,3432,9579,11767,-216,1957,484
2017/07/11/15:57:18.693235,158711,1499759838,692980051,0,5219,3293,9611,11745,-270,1906,433
2017/07/11/15:57:18.716216,158712,1499759838,715847015,0,5311,3156,9644,11715,-309,1889,445
2017/07/11/15:57:18.737992,158713,1499759838,737889051,0,5400,3028,9679,11679,-305,1899,454
2017/07/11/15:57:18.753292,158714,1499759838,753081083,0,5488,2898,9709,11646,-358,1912,494
2017/07/11/15:57:18.778570,158715,1499759838,778294086,0,5576,2770,9727,11620,-412,1905,467
2017/07/11/15:57:18.798522,158716,1499759838,798249006,0,5676,2640,9741,11590,-471,1878,460
2017/07/11/15:57:18.813019,158717,1499759838,812796115,0,5783,2523,9753,11554,-488,1870,471
2017/07/11/15:57:18.835600,158718,1499759838,835335016,0,5884,2413,9756,11524,-444,1880,492
2017/07/11/15:57:18.858503,158719,1499759838,858270883,0,5971,2310,9760,11497,-482,1883,473
2017/07/11/15:57:18.873012,158720,1499759838,872806072,0,6063,2196,9751,11478,-576,1892,503
2017/07/11/15:57:18.895955,158721,1499759838,895725011,0,6172,2079,9736,11454,-650,1856,494
2017/07/11/15:57:18.918454,158722,1499759838,918261051,0,6291,1981,9722,11419,-679,1772,502
2017/07/11/15:57:18.933101,158723,1499759838,932854890,0,6402,1901,9711,11380,-567,1762,528
2017/07/11/15:57:18.955970,158724,1499759838,955758094,0,6493,1833,9704,11346,-575,1821,523
2017/07/11/15:57:18.980165,158725,1499759838,978296041,0,6584,1766,9685,11320,-670,1889,488
2017/07/11/15:57:18.994510,158726,1499759838,994204044,0,6679,1701,9642,11311,-684,1793,515
2017/07/11/15:57:19.016197,158727,1499759839,15851974,0,6770,1649,9599,11301,-692,1673,559
2017/07/11/15:57:19.038408,158728,1499759839,38069963,0,6859,1606,9566,11281,-696,1630,572
2017/07/11/15:57:19.053486,158729,1499759839,53206920,0,6941,1583,9538,11258,-661,1749,571
2017/07/11/15:57:19.075879,158730,1499759839,75493097,0,7023,1563,9497,11245,-666,1803,531
2017/07/11/15:57:19.098586,158731,1499759839,98181962,0,7102,1536,9437,11250,-642,1737,621
2017/07/11/15:57:19.128954,158732,1499759839,128732919,0,7179,1496,9370,11262,-686,1664,666
2017/07/11/15:57:19.135451,158733,1499759839,135283946,0,7263,1459,9310,11263,-771,1624,658
2017/07/11/15:57:19.158069,158734,1499759839,157871007,0,7346,1433,9254,11259,-743,1692,645
2017/07/11/15:57:19.180418,158735,1499759839,180315017,0,7419,1418,9193,11263,-725,1664,661
2017/07/11/15:57:19.195727,158736,1499759839,195535898,0,7489,1405,9125,11273,-696,1639,736
2017/07/11/15:57:19.218732,158737,1499759839,218358993,0,7559,1395,9066,11275,-760,1590,715
2017/07/11/15:57:19.240518,158738,1499759839,240356922,0,7633,1393,9003,11276,-766,1653,723
2017/07/11/15:57:19.255383,158739,1499759839,255232095,0,7705,1403,8939,11277,-760,1571,692
2017/07/11/15:57:19.279850,158740,1499759839,279645919,0,7766,1427,8887,11273,-725,1622,737
2017/07/11/15:57:19.301075,158741,1499759839,300682067,0,7819,1455,8830,11277,-690,1626,790
2017/07/11/15:57:19.315842,158742,1499759839,315602064,0,7872,1485,8763,11289,-726,1594,779
2017/07/11/15:57:19.338056,158743,1499759839,337816953,0,7935,1516,8701,11289,-856,1584,767
2017/07/11/15:57:19.360459,158744,1499759839,360342979,0,7995,1559,8634,11292,-711,1546,851
2017/07/11/15:57:19.375520,158745,1499759839,375298023,0,8037,1607,8569,11305,-579,1598,844
2017/07/11/15:57:19.407001,158746,1499759839,406323909,0,8076,1644,8501,11323,-744,1563,851
2017/07/11/15:57:19.421477,158747,1499759839,420881032,0,8130,1680,8432,11331,-866,1555,839
2017/07/11/15:57:19.442998,158748,1499759839,442874908,0,8186,1728,8351,11343,-691,1521,928
2017/07/11/15:57:19.468343,158749,1499759839,468151092,0,8225,1794,8274,11361,-581,1571,907
2017/07/11/15:57:19.481386,158750,1499759839,480767965,0,8262,1848,8201,11379,-719,1623,875
2017/07/11/15:57:19.495722,158751,1499759839,495485067,0,8316,1911,8117,11389,-769,1514,881
2017/07/11/15:57:19.518798,158752,1499759839,518244028,0,8370,1990,8024,11402,-513,1558,902
2017/07/11/15:57:19.541199,158753,1499759839,540707111,0,8405,2054,7920,11437,-462,1568,1048
