time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
2017/07/11/15:54:45.387530,2988233,1499759689,335841836,,0.783281994625,0.396031847476,0.16633747958,0.621252214064,0.78094414994,0.0548373092944,0.0341290302232,-0.00219798344197,-0.0100618345019,-0.00628932485252,-0.00400361588607,0.0108531798527,0.0312386596103,4.18348741531,1.45872950554,-1.09980905056,-0.706836163998,1.71932649612,0.163482889533
2017/07/11/15:54:45.397164,2988234,1499759689,345844392,,0.783116337058,0.395972036162,0.166260459376,0.620689742946,0.781399738719,0.0548364095281,0.033936109407,0.00146596856658,-0.0184221279697,-0.00624503504619,-0.000332681760891,0.012950034364,-0.00798036508783,3.78441977501,1.30630493164,-1.09427177906,-0.688322067261,1.5767775774,0.167396038771
2017/07/11/15:54:45.407370,2988235,1499759689,355840541,,0.783264476971,0.396348017183,0.166586490664,0.620967885506,0.781159706725,0.055181898012,0.033813545973,0.0096290253196,-0.00638642033695,-0.00274356997169,-0.00405605968509,-0.019170010454,0.0562821558993,3.47869157791,1.33287227154,-1.03405869007,-0.707123994827,1.47661340237,0.172721102834
2017/07/11/15:54:45.417311,2988236,1499759689,365840325,,0.782752647299,0.39659410966,0.166033243678,0.620335128556,0.781707580673,0.0547600911432,0.0334502468686,0.00334947520201,0.00262893363715,0.000353776309301,-0.0126994490304,-0.0113746961699,0.0526070849406,3.45090889931,1.29223263264,-1.09751176834,-0.668432533741,1.43984377384,0.161387935281
2017/07/11/15:54:45.427398,2988237,1499759689,375845335,,0.782950909449,0.396410307439,0.165677315254,0.620942736684,0.78122634191,0.0547732509055,0.0333977761466,-0.00133628129887,0.00454145889571,-0.0032802460362,-0.000749628343596,0.00195484635804,0.00892655117803,3.44584989548,1.17051899433,-1.10182201862,-0.593172669411,1.41286802292,0.181690067053
2017/07/11/15:54:45.437289,2988238,1499759689,385847400,,0.782867619094,0.396446384238,0.165447096153,0.620763069617,0.781364800127,0.0548749885784,0.0333316088738,-0.00249378107322,0.00579456345463,-0.0108992736726,0.0067685966955,0.0206927931794,-0.014622743304,3.22574543953,1.28153729439,-0.957442462444,-0.698068976402,1.34377300739,0.12409414351
2017/07/11/15:54:45.447271,2988239,1499759689,395849937,,0.782860030686,0.396368265782,0.165807771847,0.620938519786,0.781227050344,0.0548221143434,0.0333794283248,-0.00543091483109,0.0019858269819,-0.00310632582249,0.0124440532611,0.0170726441642,-0.0194745176709,3.9571723938,1.27157139778,-0.890386760235,-0.700264275074,1.64598631859,0.142451167107
2017/07/11/15:54:45.457231,2988240,1499759689,405846269,,0.782791411898,0.396234646019,0.16586075007,0.620828497875,0.78131940177,0.0545959298297,0.0336341060707,-0.00980234697893,0.00529717418761,-0.00374966118132,-0.0151115373755,0.0115857139747,0.0421017853304,4.00555419922,1.57906508446,-0.916716217995,-0.835658609867,1.64163100719,0.113769724965
2017/07/11/15:54:45.467320,2988241,1499759689,415847724,,0.782908549204,0.397048246723,0.165998635212,0.620288026539,0.78172423637,0.0551518507269,0.0332904755855,-0.00633165619488,-0.0135793683041,-0.00848745544963,-0.0144586021722,0.0174266304915,0.00970403822924,4.21637058258,1.3987647295,-0.820823013783,-0.737946510315,1.73993182182,0.159108817577
2017/07/11/15:54:45.477337,2988242,1499759689,425846940,,0.782575895542,0.396848252997,0.165676088335,0.620537354165,0.781576255808,0.0545473284767,0.0331140060773,-0.0105461821828,0.00603484708669,-0.00347765742097,0.00782775553611,0.0150283595238,0.0116707024067,4.43816661835,1.61369228363,-0.741107463837,-0.851295113564,1.80124533176,0.123551189899
2017/07/11/15:54:45.487123,2988243,1499759689,435844418,,0.78268934637,0.396300883657,0.165974692934,0.620219424944,0.781819536496,0.0543121998744,0.0337084888319,-0.00222934855024,-0.0085088105522,-0.00861819981223,-0.00838784978413,0.0153247716595,-0.0115087280576,4.08394527435,1.52545309067,-0.650136172771,-0.869123995304,1.65939939022,0.069037348032
