time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:17:23.339183,39140,1499757443,339010953,0,-1086,607,10476,12534,278,1911,365
2017/07/11/15:17:23.354671,39141,1499757443,354274988,0,-1089,609,10474,12536,285,1899,365
2017/07/11/15:17:23.368932,39142,1499757443,368614912,0,-1089,609,10474,12536,283,1918,379
2017/07/11/15:17:23.391044,39143,1499757443,390896081,0,-1094,613,10472,12537,295,1907,376
2017/07/11/15:17:23.414526,39144,1499757443,414275884,0,-1101,617,10470,12538,295,1924,372
2017/07/11/15:17:23.428468,39145,1499757443,428312063,0,-1105,618,10464,12542,272,1934,377
2017/07/11/15:17:23.451192,39146,1499757443,450984001,0,-1112,622,10456,12549,271,1905,408
2017/07/11/15:17:23.474227,39147,1499757443,474023103,0,-1119,631,10455,12548,296,1865,392
2017/07/11/15:17:23.488797,39148,1499757443,488547086,0,-1126,639,10462,12542,319,1886,378
2017/07/11/15:17:23.511218,39149,1499757443,510962963,0,-1137,637,10454,12548,320,2005,331
2017/07/11/15:17:23.533581,39150,1499757443,533394098,0,-1150,630,10430,12567,293,1991,365
2017/07/11/15:17:23.549007,39151,1499757443,548782110,0,-1162,634,10406,12585,221,1954,434
2017/07/11/15:17:23.571424,39152,1499757443,571177005,0,-1167,659,10400,12588,246,1929,401
2017/07/11/15:17:23.593573,39153,1499757443,593338966,0,-1171,694,10401,12585,343,1941,285
2017/07/11/15:17:23.608751,39154,1499757443,608525991,0,-1205,711,10369,12607,373,2011,411
2017/07/11/15:17:23.631350,39155,1499757443,631093978,0,-1238,728,10333,12632,306,1874,454
2017/07/11/15:17:23.653718,39156,1499757443,653487920,0,-1256,767,10329,12632,363,1827,348
2017/07/11/15:17:23.669987,39157,1499757443,669815063,0,-1259,795,10329,12629,327,1904,441
2017/07/11/15:17:23.691513,39158,1499757443,691124916,0,-1284,813,10304,12647,388,1929,485
2017/07/11/15:17:23.713635,39159,1499757443,713452100,0,-1325,840,10288,12654,370,1804,473
