time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/16:20:14.182281,228578,1499761214,181585073,0,183,224,95,56,39,41,68,76
2017/07/11/16:20:14.207078,228579,1499761214,206779003,0,193,235,129,59,40,40,84,93
2017/07/11/16:20:14.225893,228580,1499761214,225699901,0,202,269,131,63,44,44,103,93
2017/07/11/16:20:14.241030,228581,1499761214,240796089,0,236,290,141,64,47,67,215,132
2017/07/11/16:20:14.263719,228582,1499761214,263394117,0,241,316,142,58,46,67,231,158
2017/07/11/16:20:14.278199,228583,1499761214,278004884,0,224,411,169,77,56,92,344,247
2017/07/11/16:20:14.308292,228584,1499761214,308032989,0,239,449,175,76,57,104,369,329
2017/07/11/16:20:14.332199,228585,1499761214,331526041,0,344,536,205,85,66,122,513,344
2017/07/11/16:20:14.349481,228586,1499761214,349066972,0,354,579,264,98,72,119,519,340
2017/07/11/16:20:14.360744,228587,1499761214,360575914,0,458,582,341,121,79,131,605,377
2017/07/11/16:20:14.383771,228588,1499761214,383452892,0,494,599,376,126,85,130,582,341
2017/07/11/16:20:14.399336,228589,1499761214,398751974,0,513,714,422,150,102,131,582,272
2017/07/11/16:20:14.420872,228590,1499761214,420656919,0,471,761,437,154,109,126,513,282
2017/07/11/16:20:14.443689,228591,1499761214,443435907,0,565,743,413,148,106,123,506,283
2017/07/11/16:20:14.458862,228592,1499761214,458388090,0,575,754,358,135,104,120,419,239
2017/07/11/16:20:14.481271,228593,1499761214,480865955,0,554,759,313,129,101,120,449,269
2017/07/11/16:20:14.503509,228594,1499761214,503226041,0,534,641,263,117,92,125,484,289
2017/07/11/16:20:14.518742,228595,1499761214,518439054,0,558,587,242,115,80,118,446,311
2017/07/11/16:20:14.541137,228596,1499761214,540826082,0,520,699,261,119,84,129,532,329
2017/07/11/16:20:14.563803,228597,1499761214,563491106,0,432,683,267,116,82,124,562,373
2017/07/11/16:20:14.586064,228598,1499761214,585731983,0,451,628,262,111,76,114,530,378
2017/07/11/16:20:14.614537,228599,1499761214,609143972,0,494,646,241,90,71,114,592,377
2017/07/11/16:20:14.624647,228600,1499761214,624402999,0,490,653,218,85,74,114,602,377
2017/07/11/16:20:14.638790,228601,1499761214,638483047,0,446,540,214,79,77,142,562,402
2017/07/11/16:20:14.661453,228602,1499761214,661061048,0,421,591,227,84,84,147,541,366
2017/07/11/16:20:14.683170,228603,1499761214,683002948,0,411,702,346,105,86,148,555,337
2017/07/11/16:20:14.698498,228604,1499761214,698261022,0,398,701,357,110,84,139,472,350
2017/07/11/16:20:14.721389,228605,1499761214,721059083,0,372,703,373,118,91,164,599,398
2017/07/11/16:20:14.743551,228606,1499761214,743205070,0,340,726,370,130,114,150,613,397
2017/07/11/16:20:14.758388,228607,1499761214,758070945,0,357,688,361,131,112,151,629,417
2017/07/11/16:20:14.781805,228608,1499761214,781532049,0,355,575,255,114,111,154,629,510
2017/07/11/16:20:14.803647,228609,1499761214,803430080,0,325,564,240,118,115,159,664,523
2017/07/11/16:20:14.818121,228610,1499761214,817985057,0,320,546,259,120,117,145,623,513
2017/07/11/16:20:14.840624,228611,1499761214,840424060,0,378,545,252,102,94,138,593,543
2017/07/11/16:20:14.863774,228612,1499761214,863456964,0,368,556,249,99,94,132,570,535
2017/07/11/16:20:14.878814,228613,1499761214,878380060,0,359,645,274,98,95,126,577,453
2017/07/11/16:20:14.900895,228614,1499761214,900588989,0,343,734,286,94,92,120,522,422
2017/07/11/16:20:14.923227,228615,1499761214,923032999,0,320,707,261,78,80,104,449,391
2017/07/11/16:20:14.938879,228616,1499761214,938460111,0,244,724,256,86,89,87,401,340
