time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/15:21:20.421599,52297,1499757680,421339035,0,349,476,271,98,64,72,176,188
2017/07/11/15:21:20.444608,52298,1499757680,444184064,0,418,489,277,90,66,77,176,184
2017/07/11/15:21:20.466575,52299,1499757680,466372966,0,392,506,276,87,67,85,211,205
2017/07/11/15:21:20.488894,52300,1499757680,488727092,0,388,532,266,84,73,88,263,214
2017/07/11/15:21:20.504133,52301,1499757680,503930091,0,397,656,329,94,75,104,336,250
2017/07/11/15:21:20.526676,52302,1499757680,526408910,0,419,634,291,97,75,109,382,244
2017/07/11/15:21:20.541482,52303,1499757680,541311025,0,357,616,287,98,78,114,433,275
2017/07/11/15:21:20.564530,52304,1499757680,563999891,0,307,671,301,102,76,111,475,293
2017/07/11/15:21:20.586375,52305,1499757680,586208105,0,410,688,317,104,71,114,465,303
2017/07/11/15:21:20.601650,52306,1499757680,601366996,0,408,671,278,107,101,140,598,397
2017/07/11/15:21:20.624292,52307,1499757680,624041080,0,396,658,268,118,150,210,678,546
2017/07/11/15:21:20.646649,52308,1499757680,646418094,0,408,705,258,115,153,214,674,585
2017/07/11/15:21:20.661436,52309,1499757680,661206007,0,478,724,300,125,159,222,700,620
2017/07/11/15:21:20.684323,52310,1499757680,684108972,0,401,708,310,120,158,224,716,636
2017/07/11/15:21:20.710132,52311,1499757680,709898948,0,385,602,295,109,141,207,612,569
2017/07/11/15:21:20.729085,52312,1499757680,728826999,0,359,673,310,100,114,192,710,558
2017/07/11/15:21:20.744195,52313,1499757680,743999004,0,343,658,316,99,109,192,741,522
2017/07/11/15:21:20.766543,52314,1499757680,766257047,0,233,717,277,84,106,195,725,540
2017/07/11/15:21:20.789239,52315,1499757680,789053916,0,203,709,262,95,116,210,790,555
2017/07/11/15:21:20.805689,52316,1499757680,805545091,0,201,771,279,115,116,205,806,571
2017/07/11/15:21:20.826423,52317,1499757680,826237916,0,213,703,274,114,98,151,647,531
2017/07/11/15:21:20.841589,52318,1499757680,841320037,0,217,695,283,127,107,170,734,576
2017/07/11/15:21:20.864024,52319,1499757680,863837957,0,185,565,261,128,109,162,723,528
2017/07/11/15:21:20.886695,52320,1499757680,886468887,0,183,564,255,128,104,141,657,542
2017/07/11/15:21:20.901297,52321,1499757680,901196002,0,172,512,228,111,108,150,659,552
2017/07/11/15:21:20.924209,52322,1499757680,923979997,0,139,526,208,102,105,158,727,515
2017/07/11/15:21:20.954836,52323,1499757680,954632043,0,132,522,185,87,96,127,590,475
2017/07/11/15:21:20.961536,52324,1499757680,961329936,0,127,608,251,90,100,146,638,513
2017/07/11/15:21:20.984157,52325,1499757680,983803987,0,135,588,239,79,94,144,640,467
2017/07/11/15:21:21.006668,52326,1499757681,6411075,0,140,590,258,85,97,132,605,456
2017/07/11/15:21:21.021859,52327,1499757681,21596908,0,145,554,261,101,94,119,506,422
2017/07/11/15:21:21.044489,52328,1499757681,44178009,0,152,605,269,105,109,135,529,472
2017/07/11/15:21:21.066387,52329,1499757681,66225051,0,190,520,209,110,114,151,594,548
2017/07/11/15:21:21.081971,52330,1499757681,81597089,0,182,548,218,107,116,159,576,576
