time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:19:06.501513,223995,1499761146,501312971,0,3509,4160,9121,12474,300,1817,481
2017/07/11/16:19:06.515796,223996,1499761146,515588998,0,3515,4168,9100,12484,365,1871,574
2017/07/11/16:19:06.538877,223997,1499761146,538542032,0,3525,4173,9099,12481,329,1949,506
2017/07/11/16:19:06.561910,223998,1499761146,561147928,0,3543,4166,9101,12477,321,1829,550
2017/07/11/16:19:06.575747,223999,1499761146,575494050,0,3557,4158,9104,12473,326,1729,490
2017/07/11/16:19:06.598655,224000,1499761146,598510026,0,3562,4142,9121,12465,357,1787,510
2017/07/11/16:19:06.621897,224001,1499761146,621562957,0,3542,4118,9146,12460,435,1860,587
2017/07/11/16:19:06.635659,224002,1499761146,635533094,0,3525,4075,9173,12459,303,1897,481
2017/07/11/16:19:06.659012,224003,1499761146,658829927,0,3519,4027,9202,12455,254,1917,429
2017/07/11/16:19:06.688922,224004,1499761146,688728094,0,3501,3977,9237,12451,295,1925,490
2017/07/11/16:19:06.695976,224005,1499761146,695724964,0,3478,3919,9274,12448,297,2040,528
2017/07/11/16:19:06.718622,224006,1499761146,718447923,0,3467,3845,9297,12456,192,2014,511
2017/07/11/16:19:06.743579,224007,1499761146,741658926,0,3462,3767,9322,12463,181,1971,466
2017/07/11/16:19:06.756254,224008,1499761146,755914926,0,3451,3681,9355,12467,230,2033,541
2017/07/11/16:19:06.779960,224009,1499761146,779808044,0,3432,3581,9391,12475,218,2121,568
2017/07/11/16:19:06.801730,224010,1499761146,801367044,0,3438,3455,9456,12459,38,2103,512
2017/07/11/16:19:06.819287,224011,1499761146,818598031,0,3443,3322,9488,12470,52,2152,586
2017/07/11/16:19:06.838513,224012,1499761146,838169097,0,3459,3178,9517,12481,27,2038,527
2017/07/11/16:19:06.861410,224013,1499761146,861282110,0,3477,3027,9557,12483,-17,1999,567
2017/07/11/16:19:06.876118,224014,1499761146,875842094,0,3499,2866,9618,12468,-97,2044,529
2017/07/11/16:19:06.898920,224015,1499761146,898663997,0,3529,2699,9669,12457,-141,2042,537
2017/07/11/16:19:06.921964,224016,1499761146,921458005,0,3567,2528,9715,12447,-155,1991,539
2017/07/11/16:19:06.936398,224017,1499761146,935983896,0,3600,2360,9766,12430,-192,1937,533
2017/07/11/16:19:06.958505,224018,1499761146,958292007,0,3636,2189,9819,12409,-227,1965,516
2017/07/11/16:19:06.982812,224019,1499761146,981472969,0,3672,2019,9871,12386,-263,1968,483
2017/07/11/16:19:06.999722,224020,1499761146,999413013,0,3713,1852,9924,12358,-307,1912,486
2017/07/11/16:19:07.019154,224021,1499761147,18543004,0,3762,1684,9975,12326,-342,1901,483
2017/07/11/16:19:07.041389,224022,1499761147,41182041,0,3814,1516,10017,12297,-346,1883,539
2017/07/11/16:19:07.055929,224023,1499761147,55640935,0,3863,1348,10048,12276,-388,1915,494
2017/07/11/16:19:07.079970,224024,1499761147,79655885,0,3916,1182,10074,12255,-471,1890,432
2017/07/11/16:19:07.102275,224025,1499761147,101769924,0,3982,1021,10095,12231,-514,1821,434
2017/07/11/16:19:07.123788,224026,1499761147,123598098,0,4054,864,10112,12206,-511,1821,498
2017/07/11/16:19:07.139191,224027,1499761147,139065027,0,4123,718,10134,12173,-575,1816,513
2017/07/11/16:19:07.161952,224028,1499761147,161581993,0,4193,578,10165,12131,-625,1958,441
2017/07/11/16:19:07.184023,224029,1499761147,183757066,0,4264,454,10177,12102,-644,1894,418
2017/07/11/16:19:07.198161,224030,1499761147,197892904,0,4330,340,10174,12085,-588,1794,455
2017/07/11/16:19:07.222954,224031,1499761147,221672058,0,4402,229,10175,12060,-649,1797,474
2017/07/11/16:19:07.244129,224032,1499761147,243812084,0,4471,127,10179,12033,-635,1805,471
2017/07/11/16:19:07.259603,224033,1499761147,259113073,0,4544,22,10171,12013,-692,1854,444
2017/07/11/16:19:07.281706,224034,1499761147,281426906,0,4618,-84,10142,12009,-709,1790,471
2017/07/11/16:19:07.305294,224035,1499761147,304208993,0,4698,-183,10118,11997,-774,1724,461
2017/07/11/16:19:07.318543,224036,1499761147,318290948,0,4779,-272,10098,11980,-757,1804,475
2017/07/11/16:19:07.341714,224037,1499761147,341471910,0,4859,-353,10073,11967,-765,1792,473
2017/07/11/16:19:07.365097,224038,1499761147,363889932,0,4932,-436,10036,11965,-773,1763,532
2017/07/11/16:19:07.378824,224039,1499761147,378391027,0,5001,-517,10007,11958,-823,1703,474
2017/07/11/16:19:07.401017,224040,1499761147,400657892,0,5076,-593,9976,11949,-864,1720,507
2017/07/11/16:19:07.424622,224041,1499761147,423908948,0,5163,-660,9943,11936,-908,1670,503
2017/07/11/16:19:07.438184,224042,1499761147,438043117,0,5244,-713,9907,11927,-858,1695,570
2017/07/11/16:19:07.461162,224043,1499761147,460832118,0,5318,-762,9871,11921,-894,1751,539
