time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ch0,.ch1,.ch2,.ch3,.ch4,.ch5,.ch6,.ch7
2017/07/11/15:20:43.695657,50465,1499757643,695171117,0,100,486,203,77,71,83,304,195
2017/07/11/15:20:43.708912,50466,1499757643,708728075,0,110,564,207,77,70,84,306,223
2017/07/11/15:20:43.723845,50467,1499757643,723733901,0,118,625,249,97,77,82,309,229
2017/07/11/15:20:43.746456,50468,1499757643,746251106,0,125,605,243,113,84,84,329,237
2017/07/11/15:20:43.768962,50469,1499757643,768739938,0,132,574,230,119,90,93,350,245
2017/07/11/15:20:43.783885,50470,1499757643,783695936,0,136,623,240,125,86,82,300,225
2017/07/11/15:20:43.806576,50471,1499757643,806279897,0,144,603,249,122,84,87,346,232
2017/07/11/15:20:43.828967,50472,1499757643,828785896,0,148,534,223,118,84,82,383,225
2017/07/11/15:20:43.843820,50473,1499757643,843641996,0,136,538,232,105,82,84,369,229
2017/07/11/15:20:43.866544,50474,1499757643,866184949,0,135,576,253,104,81,92,394,236
2017/07/11/15:20:43.888740,50475,1499757643,888638019,0,157,674,336,113,107,107,419,304
2017/07/11/15:20:43.906040,50476,1499757643,905817985,0,142,635,338,117,105,100,378,296
2017/07/11/15:20:43.926613,50477,1499757643,926333904,0,130,666,331,109,105,106,374,300
2017/07/11/15:20:43.949935,50478,1499757643,949789047,0,137,733,333,107,108,112,464,326
2017/07/11/15:20:43.963877,50479,1499757643,963710069,0,135,829,374,118,121,116,530,395
2017/07/11/15:20:43.986449,50480,1499757643,986304044,0,104,756,335,112,106,121,513,366
2017/07/11/15:20:44.009156,50481,1499757644,8907079,0,119,765,336,114,111,128,528,372
2017/07/11/15:20:44.024282,50482,1499757644,24085044,0,123,792,355,117,106,126,526,368
2017/07/11/15:20:44.046575,50483,1499757644,46272039,0,152,744,348,119,116,162,574,374
2017/07/11/15:20:44.068926,50484,1499757644,68739891,0,150,624,282,108,98,167,502,339
2017/07/11/15:20:44.083804,50485,1499757644,83653926,0,160,570,233,99,86,156,528,355
2017/07/11/15:20:44.106730,50486,1499757644,106426954,0,170,551,227,89,79,160,566,354
2017/07/11/15:20:44.129025,50487,1499757644,128798007,0,172,501,196,85,86,160,596,383
