time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/16:19:53.564292,226343,1499761193,563931941,0,2967,4137,9606,12256,287,1921,353
2017/07/11/16:19:53.586748,226344,1499761193,586546897,0,2979,4116,9553,12302,284,1830,400
2017/07/11/16:19:53.593912,226345,1499761193,593579053,0,3001,4103,9520,12326,286,1905,422
2017/07/11/16:19:53.616492,226346,1499761193,616044998,0,3019,4093,9486,12352,313,1919,398
2017/07/11/16:19:53.638875,226347,1499761193,638596057,0,3039,4070,9434,12394,304,1905,458
2017/07/11/16:19:53.653292,226348,1499761193,653043985,0,3049,4064,9380,12434,333,1776,461
2017/07/11/16:19:53.678318,226349,1499761193,675875902,0,3068,4059,9358,12448,343,1811,473
2017/07/11/16:19:53.698900,226350,1499761193,698664903,0,3090,4050,9348,12453,366,1890,467
2017/07/11/16:19:53.722219,226351,1499761193,721712112,0,3108,4043,9339,12457,402,1890,414
2017/07/11/16:19:53.736154,226352,1499761193,735825061,0,3126,4024,9330,12465,400,1875,462
2017/07/11/16:19:53.759085,226353,1499761193,758635997,0,3147,3998,9322,12474,386,1836,499
2017/07/11/16:19:53.774256,226354,1499761193,773667097,0,3166,3969,9330,12473,322,1869,457
2017/07/11/16:19:53.795675,226355,1499761193,795547962,0,3175,3939,9351,12465,336,1937,452
2017/07/11/16:19:53.818324,226356,1499761193,818129062,0,3184,3894,9352,12476,362,1890,517
2017/07/11/16:19:53.833372,226357,1499761193,833123922,0,3209,3838,9371,12473,242,1862,450
2017/07/11/16:19:53.856329,226358,1499761193,856065034,0,3241,3772,9396,12465,239,1993,506
2017/07/11/16:19:53.886858,226359,1499761193,886624097,0,3263,3704,9415,12466,247,2046,462
2017/07/11/16:19:53.893634,226360,1499761193,893407106,0,3280,3632,9425,12475,264,1991,440
2017/07/11/16:19:53.916039,226361,1499761193,915815114,0,3308,3551,9436,12482,204,1951,481
2017/07/11/16:19:53.946726,226362,1499761193,946413040,0,3335,3468,9452,12487,155,1991,534
2017/07/11/16:19:53.953170,226363,1499761193,953058958,0,3357,3382,9472,12489,159,2073,508
2017/07/11/16:19:53.975962,226364,1499761193,975764036,0,3370,3285,9475,12509,155,2028,548
2017/07/11/16:19:53.999350,226365,1499761193,998564958,0,3384,3194,9499,12511,94,1900,499
2017/07/11/16:19:54.013892,226366,1499761194,13407945,0,3406,3092,9537,12502,59,1981,554
2017/07/11/16:19:54.036145,226367,1499761194,35928964,0,3434,2982,9582,12486,38,2036,532
2017/07/11/16:19:54.058603,226368,1499761194,58330059,0,3453,2865,9617,12482,25,2014,547
2017/07/11/16:19:54.073308,226369,1499761194,73087930,0,3478,2735,9643,12484,7,1966,556
2017/07/11/16:19:54.096484,226370,1499761194,95959901,0,3511,2590,9676,12480,-103,1935,557
2017/07/11/16:19:54.118441,226371,1499761194,118225097,0,3547,2446,9722,12463,-159,1968,501
2017/07/11/16:19:54.141130,226372,1499761194,140856981,0,3582,2305,9768,12444,-177,1984,497
2017/07/11/16:19:54.155926,226373,1499761194,155704021,0,3619,2164,9818,12419,-211,1962,511
2017/07/11/16:19:54.178795,226374,1499761194,178647994,0,3657,2019,9866,12394,-243,1953,497
2017/07/11/16:19:54.200833,226375,1499761194,200685977,0,3690,1876,9913,12370,-285,1889,511
2017/07/11/16:19:54.216124,226376,1499761194,215909004,0,3729,1734,9964,12337,-332,1900,495
2017/07/11/16:19:54.238686,226377,1499761194,238327026,0,3774,1595,10013,12303,-368,1943,464
2017/07/11/16:19:54.261555,226378,1499761194,261010885,0,3818,1460,10059,12268,-390,1927,448
2017/07/11/16:19:54.276387,226379,1499761194,276031017,0,3859,1327,10100,12237,-391,1890,461
2017/07/11/16:19:54.298511,226380,1499761194,298343896,0,3897,1196,10144,12202,-443,1878,481
2017/07/11/16:19:54.320954,226381,1499761194,320786952,0,3936,1067,10183,12169,-488,1895,460
2017/07/11/16:19:54.337607,226382,1499761194,335794925,0,3979,941,10225,12130,-516,1902,427
2017/07/11/16:19:54.366392,226383,1499761194,366198062,0,4026,818,10264,12090,-553,1867,421
2017/07/11/16:19:54.381385,226384,1499761194,380948066,0,4076,701,10305,12046,-556,1873,427
2017/07/11/16:19:54.396065,226385,1499761194,395819902,0,4122,588,10342,12005,-587,1888,411
2017/07/11/16:19:54.418404,226386,1499761194,418216943,0,4167,480,10372,11968,-626,1873,371
2017/07/11/16:19:54.442037,226387,1499761194,441354036,0,4220,376,10404,11926,-678,1825,375
2017/07/11/16:19:54.456159,226388,1499761194,455841064,0,4273,285,10435,11882,-642,1861,393
