time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:19:43.056401,46120,1499757583,56168079,0,2233,3445,9435,12749,315,1835,547
2017/07/11/15:19:43.088303,46121,1499757583,87224006,0,2222,3465,9428,12751,316,1813,517
2017/07/11/15:19:43.101282,46122,1499757583,101113080,0,2205,3476,9418,12758,348,2000,440
2017/07/11/15:19:43.116554,46123,1499757583,116415023,0,2189,3480,9382,12786,326,2036,579
2017/07/11/15:19:43.146981,46124,1499757583,146805047,0,2169,3507,9350,12805,359,1778,495
2017/07/11/15:19:43.153754,46125,1499757583,153579950,0,2150,3534,9343,12806,342,1765,521
2017/07/11/15:19:43.176954,46126,1499757583,176707983,0,2142,3540,9333,12813,337,2030,577
2017/07/11/15:19:43.198881,46127,1499757583,198698997,0,2129,3560,9286,12844,503,1996,496
2017/07/11/15:19:43.221232,46128,1499757583,221074104,0,2112,3590,9226,12881,505,1731,566
2017/07/11/15:19:43.236405,46129,1499757583,236243963,0,2118,3600,9210,12889,325,1690,524
2017/07/11/15:19:43.258984,46130,1499757583,258784055,0,2140,3607,9192,12897,345,1854,597
2017/07/11/15:19:43.281744,46131,1499757583,281452894,0,2154,3613,9144,12927,487,1784,612
2017/07/11/15:19:43.296751,46132,1499757583,296542882,0,2146,3620,9112,12949,449,1762,573
2017/07/11/15:19:43.327636,46133,1499757583,327028036,0,2155,3624,9109,12948,373,1842,582
2017/07/11/15:19:43.342306,46134,1499757583,341289043,0,2183,3625,9112,12941,457,1907,623
2017/07/11/15:19:43.357826,46135,1499757583,357664108,0,2205,3620,9086,12957,411,1801,568
2017/07/11/15:19:43.378845,46136,1499757583,378665924,0,2205,3619,9060,12976,525,1703,596
2017/07/11/15:19:43.401670,46137,1499757583,401544094,0,2214,3613,9056,12978,523,1757,653
2017/07/11/15:19:43.416617,46138,1499757583,416413068,0,2248,3590,9068,12971,431,1928,641
2017/07/11/15:19:43.439485,46139,1499757583,439207077,0,2289,3540,9060,12983,395,2015,668
2017/07/11/15:19:43.461378,46140,1499757583,461218118,0,2328,3493,9062,12987,341,1982,576
2017/07/11/15:19:43.484667,46141,1499757583,484430074,0,2369,3433,9072,12989,363,1976,647
2017/07/11/15:19:43.498831,46142,1499757583,498641967,0,2452,3306,9102,12985,42,1854,736
2017/07/11/15:19:43.521492,46143,1499757583,521270990,0,2546,3212,9220,12907,174,2037,546
2017/07/11/15:19:43.536383,46144,1499757583,536278963,0,2600,3132,9286,12869,266,2370,630
2017/07/11/15:19:43.562010,46145,1499757583,561786890,0,2698,3007,9292,12874,-43,2070,610
2017/07/11/15:19:43.583450,46146,1499757583,583223104,0,2791,2895,9311,12867,148,1904,610
2017/07/11/15:19:43.596450,46147,1499757583,596206903,0,2891,2764,9361,12837,58,1994,607
2017/07/11/15:19:43.618855,46148,1499757583,618688106,0,2993,2626,9421,12798,-30,2059,612
2017/07/11/15:19:43.641656,46149,1499757583,641484975,0,3101,2487,9459,12772,-72,1954,609
2017/07/11/15:19:43.657764,46150,1499757583,657541036,0,3210,2347,9496,12745,-64,1868,655
2017/07/11/15:19:43.682902,46151,1499757583,682810068,0,2214,3613,9056,12978,523,1757,653
2017/07/11/15:19:43.688779,46152,1499757583,688440084,0,2248,3590,9068,12971,431,1928,641
2017/07/11/15:19:43.701317,46153,1499757583,701105117,0,3430,2064,9599,12659,-161,1905,628
2017/07/11/15:19:43.716488,46154,1499757583,716316938,0,3535,1921,9639,12622,-176,1875,616
2017/07/11/15:19:43.738809,46155,1499757583,738666057,0,3641,1775,9681,12581,-265,1848,610
2017/07/11/15:19:43.761761,46156,1499757583,761471033,0,3742,1641,9724,12536,-263,1805,624
2017/07/11/15:19:43.776365,46157,1499757583,776240110,0,3836,1512,9766,12491,-229,1841,619
2017/07/11/15:19:43.798669,46158,1499757583,798563957,0,3930,1383,9804,12447,-329,1887,551
2017/07/11/15:19:43.821483,46159,1499757583,821286916,0,4023,1251,9824,12415,-331,1873,612
2017/07/11/15:19:43.836185,46160,1499757583,836103916,0,4104,1127,9841,12387,-379,1765,607
2017/07/11/15:19:43.859217,46161,1499757583,858907938,0,4190,1003,9860,12354,-408,1839,577
2017/07/11/15:19:43.881891,46162,1499757583,881572008,0,4282,877,9874,12321,-453,1852,563
2017/07/11/15:19:43.896683,46163,1499757583,896433115,0,4367,750,9876,12298,-451,1843,589
2017/07/11/15:19:43.918833,46164,1499757583,918603897,0,4450,617,9869,12282,-520,1829,563
2017/07/11/15:19:43.941621,46165,1499757583,941435098,0,4541,484,9865,12257,-616,1783,549
2017/07/11/15:19:43.957680,46166,1499757583,957521915,0,4637,358,9861,12229,-598,1821,572
2017/07/11/15:19:43.979232,46167,1499757583,978949069,0,4726,232,9852,12205,-644,1827,539
2017/07/11/15:19:44.001335,46168,1499757584,1133918,0,4823,105,9835,12182,-706,1787,574
2017/07/11/15:19:44.016454,46169,1499757584,16258955,0,4924,-18,9820,12154,-726,1785,603
2017/07/11/15:19:44.039076,46170,1499757584,38872003,0,5020,-136,9802,12129,-757,1833,587
2017/07/11/15:19:44.061984,46171,1499757584,61644077,0,5107,-250,9772,12115,-794,1792,608
2017/07/11/15:19:44.076376,46172,1499757584,76236009,0,5194,-363,9737,12103,-791,1726,576
2017/07/11/15:19:44.099520,46173,1499757584,98913908,0,5278,-464,9711,12085,-809,1651,603
2017/07/11/15:19:44.121504,46174,1499757584,121347904,0,5358,-559,9698,12055,-899,1670,553
2017/07/11/15:19:44.136255,46175,1499757584,136143922,0,5436,-639,9683,12029,-886,1709,576
2017/07/11/15:19:44.158951,46176,1499757584,158723115,0,5500,-711,9660,12014,-822,1702,621
2017/07/11/15:19:44.181259,46177,1499757584,181099891,0,5553,-780,9631,12009,-896,1659,636
2017/07/11/15:19:44.204736,46178,1499757584,204436063,0,5612,-850,9601,12001,-973,1603,610
2017/07/11/15:19:44.223091,46179,1499757584,222832918,0,5681,-915,9566,11991,-995,1559,583
2017/07/11/15:19:44.241725,46180,1499757584,241457939,0,5742,-961,9543,11977,-961,1580,639
2017/07/11/15:19:44.263725,46181,1499757584,263597965,0,5793,-995,9534,11956,-971,1582,602
2017/07/11/15:19:44.279162,46182,1499757584,278882026,0,5844,-1032,9510,11948,-1013,1585,634
2017/07/11/15:19:44.302273,46183,1499757584,302064895,0,5902,-1075,9465,11952,-1016,1564,624
2017/07/11/15:19:44.323962,46184,1499757584,323649883,0,5965,-1119,9413,11957,-1042,1553,701
2017/07/11/15:19:44.338906,46185,1499757584,338721036,0,6016,-1167,9355,11972,-1050,1528,663
2017/07/11/15:19:44.361434,46186,1499757584,361264944,0,6072,-1215,9297,11984,-1137,1460,635
2017/07/11/15:19:44.383828,46187,1499757584,383631944,0,6141,-1248,9252,11981,-1123,1457,649
2017/07/11/15:19:44.399585,46188,1499757584,399352073,0,6206,-1264,9209,11978,-1032,1544,725
2017/07/11/15:19:44.421287,46189,1499757584,421179056,0,6247,-1290,9142,12006,-966,1561,815
2017/07/11/15:19:44.444373,46190,1499757584,443691968,0,6290,-1347,9054,12044,-1161,1484,737
2017/07/11/15:19:44.458957,46191,1499757584,458703041,0,6366,-1397,8964,12065,-1257,1345,685
2017/07/11/15:19:44.481479,46192,1499757584,481298923,0,6445,-1416,8902,12068,-1098,1347,726
2017/07/11/15:19:44.503885,46193,1499757584,503691911,0,6495,-1418,8855,12075,-1002,1489,814
2017/07/11/15:19:44.527026,46194,1499757584,526865005,0,6533,-1434,8785,12104,-999,1532,839
2017/07/11/15:19:44.541445,46195,1499757584,541235923,0,6579,-1474,8686,12145,-1123,1413,823
2017/07/11/15:19:44.564047,46196,1499757584,563647031,0,6644,-1508,8590,12174,-1193,1306,848
2017/07/11/15:19:44.586171,46197,1499757584,586091041,0,6701,-1517,8513,12195,-1087,1334,920
2017/07/11/15:19:44.601603,46198,1499757584,601330995,0,6742,-1517,8445,12220,-1001,1337,933
2017/07/11/15:19:44.624454,46199,1499757584,624150037,0,6785,-1519,8382,12239,-1046,1425,903
2017/07/11/15:19:44.638824,46200,1499757584,638654947,0,6828,-1530,8302,12269,-1090,1351,939
2017/07/11/15:19:44.669385,46201,1499757584,669254064,0,6871,-1539,8209,12306,-1050,1235,997
2017/07/11/15:19:44.684284,46202,1499757584,683912038,0,6905,-1543,8127,12341,-965,1181,1039
2017/07/11/15:19:44.699236,46203,1499757584,699014902,0,6939,-1546,8066,12361,-1131,1252,949
2017/07/11/15:19:44.721283,46204,1499757584,721076965,0,6976,-1540,7996,12387,-1039,1239,958
2017/07/11/15:19:44.745184,46205,1499757584,745059013,0,7010,-1539,7907,12425,-987,1220,1040
2017/07/11/15:19:44.759086,46206,1499757584,758855104,0,7041,-1550,7818,12463,-1113,1173,1048
2017/07/11/15:19:44.781222,46207,1499757584,781105995,0,7070,-1554,7745,12491,-1144,1249,1003
2017/07/11/15:19:44.806356,46208,1499757584,803714990,0,7109,-1555,7668,12516,-1135,1280,1007
2017/07/11/15:19:44.818935,46209,1499757584,818763971,0,7152,-1549,7569,12552,-1055,1150,1125
2017/07/11/15:19:44.841187,46210,1499757584,841041088,0,7189,-1527,7489,12582,-996,1166,1128
2017/07/11/15:19:44.866804,46211,1499757584,866632938,0,7214,-1508,7425,12608,-1049,1359,1151
2017/07/11/15:19:44.878796,46212,1499757584,878608942,0,7244,-1506,7345,12638,-1128,1274,1192
2017/07/11/15:19:44.901291,46213,1499757584,901115894,0,7286,-1494,7266,12661,-1102,1101,1193
2017/07/11/15:19:44.924259,46214,1499757584,923881053,0,7327,-1460,7199,12679,-992,1199,1225
2017/07/11/15:19:44.939179,46215,1499757584,938792943,0,7365,-1425,7141,12694,-1018,1156,1211
2017/07/11/15:19:44.961175,46216,1499757584,961049079,0,7398,-1389,7105,12700,-1007,1142,1225
2017/07/11/15:19:44.983932,46217,1499757584,983701944,0,7421,-1360,7053,12718,-928,1246,1272
2017/07/11/15:19:44.999473,46218,1499757584,998938083,0,7451,-1357,6982,12740,-941,1047,1261
