time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.quat0,.quat1,.quat2,.quat3,.acc0,.acc1,.acc2
2017/07/11/15:22:35.474095,54732,1499757755,473916053,0,4914,5661,8724,11666,307,1865,415
2017/07/11/15:22:35.489198,54733,1499757755,489054918,0,4913,5667,8705,11678,326,1984,402
2017/07/11/15:22:35.512228,54734,1499757755,511796951,0,4904,5675,8678,11698,422,1969,427
2017/07/11/15:22:35.534273,54735,1499757755,534085988,0,4895,5681,8646,11723,335,1898,430
2017/07/11/15:22:35.549421,54736,1499757755,549191951,0,4886,5695,8623,11736,323,1815,402
2017/07/11/15:22:35.571552,54737,1499757755,571371078,0,4885,5705,8608,11743,407,1885,383
2017/07/11/15:22:35.594157,54738,1499757755,593949079,0,4886,5702,8576,11768,425,2010,450
2017/07/11/15:22:35.609110,54739,1499757755,608932971,0,4888,5702,8529,11801,411,1866,446
2017/07/11/15:22:35.631792,54740,1499757755,631535053,0,4902,5696,8493,11824,342,1785,427
2017/07/11/15:22:35.654473,54741,1499757755,654176950,0,4936,5682,8457,11842,304,1806,549
2017/07/11/15:22:35.669333,54742,1499757755,669195890,0,4952,5688,8421,11858,434,1761,515
2017/07/11/15:22:35.691587,54743,1499757755,691428899,0,4943,5691,8405,11872,494,1757,493
2017/07/11/15:22:35.714252,54744,1499757755,713993072,0,4938,5688,8403,11877,407,1855,429
2017/07/11/15:22:35.729241,54745,1499757755,729043006,0,4958,5680,8402,11873,339,1913,430
2017/07/11/15:22:35.763132,54746,1499757755,762964010,0,4987,5677,8387,11873,436,1970,433
2017/07/11/15:22:35.782834,54747,1499757755,782234907,0,4986,5679,8372,11883,517,1941,535
2017/07/11/15:22:35.789519,54748,1499757755,789345979,0,4975,5693,8367,11884,484,1855,489
2017/07/11/15:22:35.811766,54749,1499757755,811573028,0,4975,5692,8385,11872,410,1837,540
2017/07/11/15:22:35.834059,54750,1499757755,833925962,0,4975,5667,8414,11863,460,1974,649
2017/07/11/15:22:35.849385,54751,1499757755,849071979,0,4951,5623,8427,11885,344,1917,620
2017/07/11/15:22:35.880021,54752,1499757755,879782915,0,4928,5587,8463,11886,351,1892,490
2017/07/11/15:22:35.894828,54753,1499757755,894233942,0,4921,5523,8528,11873,357,1954,595
2017/07/11/15:22:35.909875,54754,1499757755,909475088,0,4948,5398,8645,11834,111,2128,592
2017/07/11/15:22:35.933134,54755,1499757755,932965993,0,4902,5338,8734,11815,480,2338,528
2017/07/11/15:22:35.954078,54756,1499757755,953918933,0,4913,5216,8807,11811,149,2256,459
2017/07/11/15:22:35.976718,54757,1499757755,976598024,0,4943,5083,8884,11799,91,1995,413
2017/07/11/15:22:35.992450,54758,1499757755,991971969,0,4975,4938,8995,11763,138,1974,522
2017/07/11/15:22:36.014116,54759,1499757756,13925075,0,4989,4792,9122,11720,197,2142,518
2017/07/11/15:22:36.044992,54760,1499757756,44775962,0,5013,4614,9234,11692,38,2210,467
2017/07/11/15:22:36.051741,54761,1499757756,51495075,0,5059,4424,9341,11662,-129,2059,380
2017/07/11/15:22:36.074245,54762,1499757756,74075937,0,5116,4243,9460,11608,-118,1913,387
2017/07/11/15:22:36.099212,54763,1499757756,99019050,0,5165,4070,9597,11535,-87,1923,444
2017/07/11/15:22:36.112265,54764,1499757756,112025022,0,5208,3902,9735,11458,-182,2003,406
2017/07/11/15:22:36.134334,54765,1499757756,134006977,0,5256,3731,9865,11381,-233,1953,397
2017/07/11/15:22:36.157267,54766,1499757756,156989097,0,5308,3562,9988,11305,-238,1993,390
2017/07/11/15:22:36.171568,54767,1499757756,171401023,0,5368,3392,10093,11234,-367,1939,322
2017/07/11/15:22:36.194461,54768,1499757756,194242954,0,5431,3233,10196,11157,-391,1867,312
2017/07/11/15:22:36.216743,54769,1499757756,216579914,0,5493,3090,10301,11072,-393,1878,301
2017/07/11/15:22:36.231890,54770,1499757756,231683969,0,5553,2950,10398,10988,-395,1909,306
2017/07/11/15:22:36.254130,54771,1499757756,253957986,0,5612,2810,10481,10916,-445,1940,282
2017/07/11/15:22:36.277237,54772,1499757756,276822090,0,5675,2676,10551,10850,-505,1866,265
2017/07/11/15:22:36.299064,54773,1499757756,298968076,0,5734,2553,10621,10780,-536,1859,225
2017/07/11/15:22:36.314305,54774,1499757756,314105033,0,5795,2438,10682,10714,-495,1884,226
2017/07/11/15:22:36.336851,54775,1499757756,336630105,0,5858,2326,10739,10647,-574,1812,234
2017/07/11/15:22:36.354453,54776,1499757756,354096889,0,5922,2219,10798,10574,-593,1877,204
2017/07/11/15:22:36.374055,54777,1499757756,373884916,0,5983,2110,10845,10515,-618,1937,223
2017/07/11/15:22:36.396678,54778,1499757756,396471023,0,6041,1995,10861,10487,-621,1921,240
2017/07/11/15:22:36.411822,54779,1499757756,411645889,0,6110,1871,10874,10457,-732,1772,172
2017/07/11/15:22:36.435768,54780,1499757756,435523033,0,6196,1757,10899,10399,-855,1802,148
2017/07/11/15:22:36.457330,54781,1499757756,457051038,0,6281,1657,10924,10338,-796,1892,259
2017/07/11/15:22:36.479272,54782,1499757756,479027032,0,6364,1551,10930,10297,-849,1934,187
2017/07/11/15:22:36.494225,54783,1499757756,493982076,0,6460,1446,10915,10268,-854,1794,239
2017/07/11/15:22:36.525051,54784,1499757756,524771928,0,6561,1352,10909,10223,-870,1763,197
2017/07/11/15:22:36.532205,54785,1499757756,531904935,0,6658,1269,10904,10177,-854,1822,225
2017/07/11/15:22:36.554106,54786,1499757756,553919076,0,6743,1187,10877,10160,-852,1752,220
2017/07/11/15:22:36.577208,54787,1499757756,576946020,0,6834,1104,10844,10144,-940,1669,175
2017/07/11/15:22:36.592109,54788,1499757756,591911077,0,6943,1032,10812,10111,-995,1678,234
2017/07/11/15:22:36.614114,54789,1499757756,613933086,0,7046,981,10784,10075,-932,1716,264
2017/07/11/15:22:36.637182,54790,1499757756,636923074,0,7133,936,10735,10071,-881,1763,277
2017/07/11/15:22:36.651602,54791,1499757756,651479005,0,7227,880,10674,10072,-985,1690,248
2017/07/11/15:22:36.674418,54792,1499757756,674081087,0,7342,828,10612,10060,-1069,1585,238
2017/07/11/15:22:36.696717,54793,1499757756,696525096,0,7446,792,10547,10055,-960,1518,353
2017/07/11/15:22:36.712068,54794,1499757756,711731910,0,7533,768,10481,10061,-890,1686,370
2017/07/11/15:22:36.734085,54795,1499757756,733912944,0,7617,725,10402,10083,-1013,1716,330
2017/07/11/15:22:36.765466,54796,1499757756,765041112,0,7715,668,10299,10118,-1109,1605,373
2017/07/11/15:22:36.771839,54797,1499757756,771594047,0,7823,608,10188,10151,-1030,1474,452
2017/07/11/15:22:36.794205,54798,1499757756,794070959,0,7910,567,10092,10181,-996,1486,452
2017/07/11/15:22:36.816769,54799,1499757756,816567897,0,7995,532,10006,10202,-1088,1621,481
2017/07/11/15:22:36.832092,54800,1499757756,831906080,0,8081,494,9907,10232,-1137,1569,490
2017/07/11/15:22:36.854024,54801,1499757756,853847980,0,8172,461,9797,10268,-1072,1476,586
2017/07/11/15:22:36.876916,54802,1499757756,876718044,0,8250,436,9691,10307,-1006,1424,594
2017/07/11/15:22:36.892138,54803,1499757756,891927003,0,8334,408,9594,10332,-1172,1499,580
2017/07/11/15:22:36.915982,54804,1499757756,915766000,0,8422,388,9483,10363,-1088,1475,586
2017/07/11/15:22:36.936768,54805,1499757756,936630010,0,8514,373,9357,10403,-996,1449,699
2017/07/11/15:22:36.961873,54806,1499757756,961704969,0,8603,356,9236,10439,-1069,1367,696
2017/07/11/15:22:36.974100,54807,1499757756,973923921,0,8691,348,9129,10460,-1169,1435,680
2017/07/11/15:22:36.996686,54808,1499757756,996584892,0,8767,334,8999,10510,-875,1582,761
2017/07/11/15:22:37.019137,54809,1499757757,18959045,0,8842,283,8837,10586,-980,1410,765
2017/07/11/15:22:37.034133,54810,1499757757,33945083,0,8934,222,8681,10639,-1188,1153,839
2017/07/11/15:22:37.056715,54811,1499757757,56548118,0,9029,212,8562,10654,-1123,1257,895
2017/07/11/15:22:37.079613,54812,1499757757,79279899,0,9103,222,8453,10679,-890,1548,964
2017/07/11/15:22:37.094068,54813,1499757757,93890905,0,9161,178,8289,10759,-916,1414,1050
2017/07/11/15:22:37.116823,54814,1499757757,116616964,0,9233,99,8122,10825,-1171,1037,1032
